Created as New Dataset,Sample 361 By Analyst Date Thursday, February 06 2025
cm-1,%T
4000.00,96.60
3999.00,96.60
3998.00,96.60
3997.00,96.59
3996.00,96.59
3995.00,96.59
3994.00,96.59
3993.00,96.59
3992.00,96.59
3991.00,96.59
3990.00,96.59
3989.00,96.59
3988.00,96.58
3987.00,96.58
3986.00,96.58
3985.00,96.58
3984.00,96.58
3983.00,96.58
3982.00,96.58
3981.00,96.58
3980.00,96.58
3979.00,96.58
3978.00,96.58
3977.00,96.58
3976.00,96.58
3975.00,96.58
3974.00,96.58
3973.00,96.58
3972.00,96.58
3971.00,96.58
3970.00,96.58
3969.00,96.58
3968.00,96.59
3967.00,96.59
3966.00,96.59
3965.00,96.59
3964.00,96.59
3963.00,96.59
3962.00,96.59
3961.00,96.59
3960.00,96.59
3959.00,96.60
3958.00,96.60
3957.00,96.60
3956.00,96.60
3955.00,96.60
3954.00,96.60
3953.00,96.60
3952.00,96.60
3951.00,96.59
3950.00,96.59
3949.00,96.59
3948.00,96.59
3947.00,96.59
3946.00,96.59
3945.00,96.59
3944.00,96.59
3943.00,96.59
3942.00,96.59
3941.00,96.59
3940.00,96.58
3939.00,96.59
3938.00,96.59
3937.00,96.58
3936.00,96.58
3935.00,96.57
3934.00,96.57
3933.00,96.57
3932.00,96.57
3931.00,96.57
3930.00,96.57
3929.00,96.56
3928.00,96.56
3927.00,96.56
3926.00,96.57
3925.00,96.57
3924.00,96.57
3923.00,96.56
3922.00,96.56
3921.00,96.56
3920.00,96.56
3919.00,96.56
3918.00,96.57
3917.00,96.57
3916.00,96.57
3915.00,96.58
3914.00,96.58
3913.00,96.59
3912.00,96.59
3911.00,96.60
3910.00,96.59
3909.00,96.58
3908.00,96.57
3907.00,96.56
3906.00,96.55
3905.00,96.55
3904.00,96.54
3903.00,96.53
3902.00,96.53
3901.00,96.54
3900.00,96.55
3899.00,96.57
3898.00,96.57
3897.00,96.57
3896.00,96.57
3895.00,96.57
3894.00,96.57
3893.00,96.57
3892.00,96.57
3891.00,96.57
3890.00,96.55
3889.00,96.53
3888.00,96.53
3887.00,96.55
3886.00,96.56
3885.00,96.55
3884.00,96.53
3883.00,96.52
3882.00,96.54
3881.00,96.55
3880.00,96.56
3879.00,96.55
3878.00,96.54
3877.00,96.54
3876.00,96.55
3875.00,96.55
3874.00,96.54
3873.00,96.51
3872.00,96.50
3871.00,96.51
3870.00,96.53
3869.00,96.52
3868.00,96.50
3867.00,96.50
3866.00,96.52
3865.00,96.54
3864.00,96.55
3863.00,96.55
3862.00,96.55
3861.00,96.56
3860.00,96.56
3859.00,96.55
3858.00,96.52
3857.00,96.48
3856.00,96.44
3855.00,96.43
3854.00,96.46
3853.00,96.48
3852.00,96.47
3851.00,96.47
3850.00,96.50
3849.00,96.54
3848.00,96.57
3847.00,96.58
3846.00,96.58
3845.00,96.58
3844.00,96.57
3843.00,96.56
3842.00,96.54
3841.00,96.52
3840.00,96.51
3839.00,96.51
3838.00,96.51
3837.00,96.51
3836.00,96.51
3835.00,96.51
3834.00,96.53
3833.00,96.54
3832.00,96.55
3831.00,96.56
3830.00,96.55
3829.00,96.56
3828.00,96.56
3827.00,96.56
3826.00,96.55
3825.00,96.53
3824.00,96.51
3823.00,96.52
3822.00,96.53
3821.00,96.53
3820.00,96.50
3819.00,96.48
3818.00,96.49
3817.00,96.52
3816.00,96.55
3815.00,96.55
3814.00,96.54
3813.00,96.55
3812.00,96.56
3811.00,96.56
3810.00,96.55
3809.00,96.55
3808.00,96.55
3807.00,96.56
3806.00,96.54
3805.00,96.52
3804.00,96.51
3803.00,96.53
3802.00,96.55
3801.00,96.55
3800.00,96.54
3799.00,96.53
3798.00,96.55
3797.00,96.58
3796.00,96.59
3795.00,96.59
3794.00,96.59
3793.00,96.60
3792.00,96.60
3791.00,96.61
3790.00,96.60
3789.00,96.60
3788.00,96.59
3787.00,96.59
3786.00,96.59
3785.00,96.59
3784.00,96.58
3783.00,96.58
3782.00,96.57
3781.00,96.58
3780.00,96.58
3779.00,96.58
3778.00,96.58
3777.00,96.57
3776.00,96.57
3775.00,96.58
3774.00,96.57
3773.00,96.56
3772.00,96.55
3771.00,96.56
3770.00,96.56
3769.00,96.55
3768.00,96.54
3767.00,96.55
3766.00,96.56
3765.00,96.56
3764.00,96.56
3763.00,96.55
3762.00,96.55
3761.00,96.56
3760.00,96.56
3759.00,96.56
3758.00,96.55
3757.00,96.54
3756.00,96.53
3755.00,96.51
3754.00,96.49
3753.00,96.47
3752.00,96.47
3751.00,96.47
3750.00,96.48
3749.00,96.46
3748.00,96.44
3747.00,96.43
3746.00,96.45
3745.00,96.49
3744.00,96.51
3743.00,96.50
3742.00,96.49
3741.00,96.51
3740.00,96.53
3739.00,96.53
3738.00,96.51
3737.00,96.51
3736.00,96.51
3735.00,96.51
3734.00,96.51
3733.00,96.52
3732.00,96.53
3731.00,96.54
3730.00,96.54
3729.00,96.54
3728.00,96.55
3727.00,96.56
3726.00,96.56
3725.00,96.55
3724.00,96.55
3723.00,96.55
3722.00,96.56
3721.00,96.56
3720.00,96.56
3719.00,96.57
3718.00,96.57
3717.00,96.56
3716.00,96.55
3715.00,96.53
3714.00,96.52
3713.00,96.52
3712.00,96.53
3711.00,96.53
3710.00,96.54
3709.00,96.55
3708.00,96.55
3707.00,96.56
3706.00,96.56
3705.00,96.56
3704.00,96.56
3703.00,96.57
3702.00,96.57
3701.00,96.57
3700.00,96.57
3699.00,96.57
3698.00,96.58
3697.00,96.59
3696.00,96.58
3695.00,96.57
3694.00,96.56
3693.00,96.54
3692.00,96.53
3691.00,96.52
3690.00,96.51
3689.00,96.52
3688.00,96.53
3687.00,96.53
3686.00,96.53
3685.00,96.55
3684.00,96.57
3683.00,96.57
3682.00,96.57
3681.00,96.56
3680.00,96.54
3679.00,96.51
3678.00,96.48
3677.00,96.48
3676.00,96.49
3675.00,96.48
3674.00,96.46
3673.00,96.44
3672.00,96.46
3671.00,96.49
3670.00,96.51
3669.00,96.51
3668.00,96.50
3667.00,96.52
3666.00,96.54
3665.00,96.55
3664.00,96.56
3663.00,96.56
3662.00,96.56
3661.00,96.55
3660.00,96.54
3659.00,96.53
3658.00,96.53
3657.00,96.54
3656.00,96.54
3655.00,96.52
3654.00,96.50
3653.00,96.49
3652.00,96.48
3651.00,96.48
3650.00,96.48
3649.00,96.49
3648.00,96.50
3647.00,96.51
3646.00,96.53
3645.00,96.54
3644.00,96.56
3643.00,96.58
3642.00,96.58
3641.00,96.58
3640.00,96.58
3639.00,96.58
3638.00,96.58
3637.00,96.58
3636.00,96.57
3635.00,96.57
3634.00,96.56
3633.00,96.54
3632.00,96.51
3631.00,96.49
3630.00,96.50
3629.00,96.52
3628.00,96.52
3627.00,96.51
3626.00,96.52
3625.00,96.54
3624.00,96.55
3623.00,96.54
3622.00,96.53
3621.00,96.52
3620.00,96.52
3619.00,96.52
3618.00,96.51
3617.00,96.51
3616.00,96.51
3615.00,96.51
3614.00,96.52
3613.00,96.51
3612.00,96.50
3611.00,96.50
3610.00,96.50
3609.00,96.52
3608.00,96.53
3607.00,96.53
3606.00,96.53
3605.00,96.53
3604.00,96.54
3603.00,96.54
3602.00,96.54
3601.00,96.55
3600.00,96.54
3599.00,96.54
3598.00,96.54
3597.00,96.54
3596.00,96.55
3595.00,96.55
3594.00,96.55
3593.00,96.55
3592.00,96.54
3591.00,96.53
3590.00,96.53
3589.00,96.53
3588.00,96.54
3587.00,96.54
3586.00,96.54
3585.00,96.55
3584.00,96.56
3583.00,96.56
3582.00,96.57
3581.00,96.57
3580.00,96.57
3579.00,96.57
3578.00,96.57
3577.00,96.57
3576.00,96.57
3575.00,96.56
3574.00,96.56
3573.00,96.55
3572.00,96.54
3571.00,96.53
3570.00,96.52
3569.00,96.51
3568.00,96.51
3567.00,96.51
3566.00,96.51
3565.00,96.51
3564.00,96.52
3563.00,96.52
3562.00,96.53
3561.00,96.53
3560.00,96.53
3559.00,96.54
3558.00,96.54
3557.00,96.54
3556.00,96.53
3555.00,96.53
3554.00,96.53
3553.00,96.54
3552.00,96.54
3551.00,96.53
3550.00,96.53
3549.00,96.53
3548.00,96.53
3547.00,96.53
3546.00,96.54
3545.00,96.54
3544.00,96.54
3543.00,96.55
3542.00,96.55
3541.00,96.56
3540.00,96.56
3539.00,96.56
3538.00,96.56
3537.00,96.56
3536.00,96.56
3535.00,96.56
3534.00,96.56
3533.00,96.56
3532.00,96.56
3531.00,96.56
3530.00,96.56
3529.00,96.56
3528.00,96.55
3527.00,96.55
3526.00,96.55
3525.00,96.55
3524.00,96.55
3523.00,96.55
3522.00,96.55
3521.00,96.55
3520.00,96.55
3519.00,96.55
3518.00,96.55
3517.00,96.55
3516.00,96.54
3515.00,96.54
3514.00,96.54
3513.00,96.54
3512.00,96.53
3511.00,96.53
3510.00,96.53
3509.00,96.53
3508.00,96.53
3507.00,96.52
3506.00,96.52
3505.00,96.52
3504.00,96.52
3503.00,96.52
3502.00,96.53
3501.00,96.53
3500.00,96.53
3499.00,96.53
3498.00,96.54
3497.00,96.54
3496.00,96.54
3495.00,96.54
3494.00,96.54
3493.00,96.54
3492.00,96.54
3491.00,96.55
3490.00,96.55
3489.00,96.55
3488.00,96.55
3487.00,96.55
3486.00,96.55
3485.00,96.55
3484.00,96.55
3483.00,96.55
3482.00,96.55
3481.00,96.55
3480.00,96.55
3479.00,96.56
3478.00,96.56
3477.00,96.56
3476.00,96.56
3475.00,96.56
3474.00,96.55
3473.00,96.55
3472.00,96.55
3471.00,96.55
3470.00,96.55
3469.00,96.54
3468.00,96.54
3467.00,96.54
3466.00,96.54
3465.00,96.53
3464.00,96.53
3463.00,96.53
3462.00,96.53
3461.00,96.53
3460.00,96.53
3459.00,96.52
3458.00,96.52
3457.00,96.52
3456.00,96.52
3455.00,96.52
3454.00,96.52
3453.00,96.52
3452.00,96.52
3451.00,96.52
3450.00,96.52
3449.00,96.52
3448.00,96.52
3447.00,96.52
3446.00,96.52
3445.00,96.52
3444.00,96.52
3443.00,96.52
3442.00,96.53
3441.00,96.53
3440.00,96.53
3439.00,96.53
3438.00,96.53
3437.00,96.54
3436.00,96.54
3435.00,96.54
3434.00,96.54
3433.00,96.54
3432.00,96.54
3431.00,96.54
3430.00,96.55
3429.00,96.55
3428.00,96.55
3427.00,96.55
3426.00,96.55
3425.00,96.55
3424.00,96.55
3423.00,96.55
3422.00,96.54
3421.00,96.54
3420.00,96.54
3419.00,96.54
3418.00,96.54
3417.00,96.54
3416.00,96.54
3415.00,96.54
3414.00,96.54
3413.00,96.54
3412.00,96.54
3411.00,96.53
3410.00,96.53
3409.00,96.53
3408.00,96.53
3407.00,96.53
3406.00,96.53
3405.00,96.53
3404.00,96.52
3403.00,96.52
3402.00,96.53
3401.00,96.53
3400.00,96.53
3399.00,96.53
3398.00,96.53
3397.00,96.53
3396.00,96.53
