protein_extract_32_scans_sample1,protein_extract_32_scans_sample2,protein_extract_32_scans_sample3,protein_extract_32_scans_sample4,protein_extract_32_scans_sample5,protein_extract_32_scans_sample6,protein_extract_32_scans_sample7,protein_extract_32_scans_sample8,protein_extract_32_scans_sample9,protein_extract_32_scans_sample10,protein_extract_32_scans_sample11,protein_extract_32_scans_sample12,protein_extract_32_scans_sample13,protein_extract_32_scans_sample14,protein_extract_32_scans_sample15
0.00062,0.0008325,0.00049,0.0007075,0.0010400000000000001,0.0005574999999999999,0.0007999999999999999,0.0006475000000000001,0.0004525,0.0007225,0.000755,0.0008925000000000001,0.00027,0.0003775,0.00040500000000000003
0.0007800000000000001,0.000905,0.00057,0.000435,0.0007350000000000001,0.0003025,0.000535,0.0004425,0.00037,0.00061,0.0006374999999999999,0.00074,0.000405,0.000405,0.0004
0.000835,0.0007700000000000001,0.0005924999999999999,0.00040249999999999997,0.0005025,0.0003225,0.00024249999999999999,0.0002025,0.0001825,0.000435,0.00040500000000000003,0.0005575,0.000565,0.0006325,0.00043250000000000005
0.0007825,0.00054,0.000545,0.0005075,0.000495,0.000515,0.0002325,0.00019,7.5e-05,0.0002925,0.00024,0.0003725,0.0005225,0.0007524999999999999,0.0003475
0.00067,0.0004625,0.000535,0.000475,0.000435,0.000555,0.0004925,0.00039749999999999996,0.0001775,0.0002825,0.00039,0.0003225,0.000335,0.00059,0.000205
0.0005175,0.0005475,0.0005899999999999999,0.0002725,0.00015000000000000001,0.000355,0.0006975,0.00046249999999999997,0.000365,0.00040500000000000003,0.0006125,0.00043999999999999996,9.25e-05,0.0002525,7.75e-05
0.000435,0.00059,0.00058,0.00019250000000000002,4.9999999999999996e-05,0.0002825,0.000665,0.000305,0.0004075,0.00066,0.000775,0.0006149999999999999,1.5e-05,9.5e-05,0.0001225
0.000465,0.000575,0.00049,0.0004075,0.000355,0.000525,0.0005475,0.00024249999999999999,0.0003375,0.00099,0.00096,0.00083,0.0001375,0.00015999999999999999,0.0002475
0.00047500000000000005,0.00046,0.000385,0.0005125,0.0005525,0.00066,0.0005200000000000001,0.00041,0.000345,0.0012325,0.0011375,0.0010925000000000002,0.00022500000000000002,0.0002075,0.00023500000000000002
0.00036,0.0002575,0.0003175,0.0003275,0.0005125,0.000545,0.0005874999999999999,0.0006,0.0004575,0.00123,0.0011675000000000001,0.0012525000000000001,0.00037,0.00045,0.0003725
0.00017750000000000003,9.250000000000001e-05,0.0002075,0.000175,0.000535,0.00043500000000000006,0.00068,0.00066,0.0005375,0.0010149999999999998,0.0011125,0.0012125,0.0005275,0.00083,0.000745
8.5e-05,6e-05,8.5e-05,0.00019500000000000002,0.0005575,0.00035,0.0007175,0.0006,0.0005075,0.0008449999999999999,0.001135,0.001105,0.000445,0.000905,0.0009
0.0002275,0.00025,0.0001275,0.0003775,0.0005725,0.0004425,0.000675,0.00053,0.00046,0.000835,0.0011825,0.0010225,0.00027249999999999996,0.0007425,0.0007175
0.00062,0.00071,0.00040249999999999997,0.0006325,0.00062,0.0006975,0.00047749999999999995,0.0005024999999999999,0.00043499999999999995,0.0008625,0.0011375,0.0009675,0.0002975,0.0006724999999999999,0.0005325
0.0010575,0.0011525,0.00077,0.00073,0.0005175000000000001,0.0007650000000000001,0.00019,0.0004975,0.00037,0.0008525,0.0010350000000000001,0.0010025,0.0004925,0.0007524999999999999,0.000545
0.0012,0.0012225,0.0009275,0.0006725000000000001,0.00034,0.0006399999999999999,0.0001425,0.0005425,0.00040249999999999997,0.00071,0.00084,0.0009925000000000001,0.0006925,0.0008600000000000001,0.00059
0.00103,0.0009975000000000001,0.0008075000000000001,0.0005974999999999999,0.00031249999999999995,0.0005875,0.0005075,0.000735,0.0006825,0.0004075,0.0005024999999999999,0.000665,0.0007149999999999999,0.000825,0.0004975
0.0008699999999999999,0.0008024999999999999,0.0006225,0.00056,0.00035999999999999997,0.0006475000000000001,0.000925,0.00101,0.0009525,0.00014000000000000001,0.000255,0.0002475,0.0005275000000000001,0.0006875000000000001,0.00046
0.0007650000000000001,0.00072,0.000485,0.000665,0.0004725,0.0007875,0.001025,0.0010975,0.00089,0.0001675,0.0003475,0.00017250000000000002,0.000375,0.00068,0.000665
0.0005700000000000001,0.0006,0.00039249999999999995,0.00085,0.0007149999999999999,0.0009274999999999999,0.0009,0.00089,0.000585,0.00043250000000000005,0.0006025,0.000455,0.00039000000000000005,0.0008074999999999998,0.0008550000000000001
0.00042500000000000003,0.0004625,0.0003925,0.0009174999999999999,0.0009025,0.0009125,0.00073,0.0005875,0.00035499999999999996,0.0005625000000000001,0.000755,0.0007199999999999999,0.0004025,0.00079,0.000775
0.000425,0.00040999999999999994,0.000415,0.0008324999999999999,0.0009,0.0007825,0.00063,0.00042,0.0003225,0.00039999999999999996,0.0007549999999999999,0.0007624999999999999,0.00038749999999999993,0.0006225,0.0005375
0.00039999999999999996,0.000465,0.00031499999999999996,0.0007575,0.000805,0.0007725000000000001,0.0006374999999999999,0.0004575,0.00035249999999999995,0.0002225,0.00065,0.0006675,0.000505,0.0005975,0.0004975
0.00034500000000000004,0.000605,0.0001775,0.0008825,0.000825,0.00102,0.0006825,0.0005875,0.00033,0.0002525,0.000555,0.000585,0.0008049999999999999,0.00084,0.0008349999999999999
0.00035749999999999996,0.00073,0.000225,0.0010975,0.0009275,0.00131,0.0007225,0.000715,0.00038,0.00035999999999999997,0.0006025,0.0005524999999999999,0.001075,0.0010400000000000001,0.0011975
0.0003225,0.0006699999999999999,0.000415,0.0011725000000000001,0.00102,0.0013625,0.0008774999999999999,0.0007750000000000001,0.0005250000000000001,0.00036750000000000004,0.0006225,0.000475,0.00122,0.0009975000000000001,0.0011475
0.00031,0.00048499999999999997,0.00058,0.0011125,0.0010525,0.0012525,0.001085,0.0007750000000000001,0.000645,0.0004,0.0005725000000000001,0.00038999999999999994,0.0011575000000000001,0.000825,0.000835
0.0004975,0.0003975,0.0006100000000000001,0.0009875,0.0009075,0.0011250000000000001,0.001065,0.00079,0.0007,0.000565,0.0007425,0.00048,0.00081,0.0006275,0.0006275
0.0006625,0.0004025,0.000505,0.0007199999999999999,0.0006975,0.0009350000000000001,0.0009525,0.0008525,0.00078,0.0007725,0.000925,0.00068,0.0005375,0.00054,0.0005375
0.0006925,0.00048750000000000003,0.000485,0.00039250000000000005,0.0005375,0.0006825000000000001,0.0009475,0.000895,0.0009299999999999999,0.0008675,0.0009449999999999999,0.0008550000000000001,0.0005350000000000001,0.0005549999999999999,0.00046499999999999997
