gas_ftir_scan48_replicate1,gas_ftir_scan48_replicate2,gas_ftir_scan48_replicate3,gas_ftir_scan48_replicate4,gas_ftir_scan48_replicate5,gas_ftir_scan48_replicate6,gas_ftir_scan48_replicate7,gas_ftir_scan48_replicate8,gas_ftir_scan48_replicate9
90.73,122.4,107.47,130.17,127.62,121.03,87.97,96.58,98.47
90.73,122.39,107.46,130.16,127.61,121.03,87.97,96.57,98.47
90.73,122.38,107.45,130.15,127.61,121.02,87.97,96.57,98.47
90.74,122.37,107.44,130.14,127.6,121.01,87.97,96.57,98.47
90.74,122.36,107.43,130.12,127.61,121.01,87.97,96.57,98.47
90.74,122.35,107.42,130.11,127.61,121.0,87.97,96.57,98.47
90.73,122.34,107.42,130.1,127.61,120.99,87.97,96.57,98.47
90.74,122.34,107.41,130.09,127.61,120.99,87.97,96.56,98.47
90.74,122.33,107.42,130.08,127.61,120.98,87.98,96.56,98.47
90.74,122.33,107.42,130.07,127.6,120.97,87.98,96.56,98.47
90.74,122.32,107.41,130.06,127.6,120.97,87.98,96.57,98.47
90.74,122.31,107.41,130.06,127.6,120.96,87.98,96.57,98.47
90.74,122.3,107.4,130.05,127.61,120.96,87.97,96.57,98.47
90.74,122.3,107.39,130.04,127.61,120.96,87.97,96.56,98.47
90.74,122.29,107.37,130.02,127.61,120.95,87.98,96.56,98.47
90.74,122.28,107.35,130.01,127.61,120.94,87.98,96.56,98.47
90.75,122.27,107.34,129.99,127.6,120.94,87.97,96.56,98.47
90.75,122.26,107.34,129.98,127.6,120.94,87.97,96.56,98.47
90.74,122.26,107.34,129.98,127.6,120.93,87.98,96.57,98.47
90.74,122.26,107.35,129.98,127.6,120.93,87.98,96.57,98.47
90.74,122.25,107.36,129.98,127.6,120.92,87.98,96.57,98.47
90.74,122.26,107.37,129.98,127.6,120.92,87.98,96.58,98.47
90.74,122.26,107.38,129.99,127.59,120.91,87.99,96.58,98.47
90.74,122.26,107.39,130.0,127.59,120.91,87.99,96.59,98.48
90.74,122.26,107.4,130.0,127.6,120.91,87.99,96.59,98.48
90.74,122.26,107.41,130.0,127.6,120.91,87.99,96.6,98.48
90.73,122.26,107.41,130.0,127.61,120.91,87.99,96.59,98.47
90.74,122.25,107.39,129.99,127.62,120.91,87.99,96.58,98.47
90.74,122.24,107.36,129.97,127.62,120.91,87.99,96.57,98.47
90.74,122.23,107.33,129.94,127.63,120.91,87.99,96.56,98.47
90.74,122.22,107.29,129.91,127.64,120.91,87.99,96.55,98.47
90.74,122.21,107.24,129.88,127.64,120.91,87.98,96.55,98.47
90.74,122.19,107.2,129.84,127.66,120.92,87.96,96.54,98.47
90.74,122.19,107.17,129.81,127.66,120.93,87.95,96.53,98.47
90.75,122.19,107.15,129.8,127.65,120.94,87.95,96.53,98.47
90.75,122.19,107.15,129.8,127.64,120.94,87.96,96.54,98.47
90.75,122.2,107.17,129.81,127.64,120.93,87.97,96.55,98.47
90.74,122.2,107.21,129.82,127.65,120.94,87.96,96.57,98.47
90.73,122.22,107.26,129.84,127.66,120.95,87.96,96.57,98.47
90.72,122.23,107.3,129.87,127.66,120.95,87.96,96.57,98.47
90.73,122.25,107.32,129.89,127.65,120.94,87.96,96.57,98.47
90.73,122.25,107.33,129.91,127.65,120.94,87.96,96.57,98.47
90.73,122.26,107.34,129.93,127.64,120.95,87.96,96.57,98.48
90.72,122.27,107.34,129.94,127.64,120.95,87.96,96.57,98.48
90.71,122.27,107.34,129.96,127.64,120.95,87.96,96.57,98.48
90.7,122.26,107.33,129.96,127.66,120.95,87.95,96.57,98.47
90.7,122.26,107.32,129.95,127.69,120.96,87.94,96.55,98.47
90.7,122.27,107.3,129.93,127.68,120.96,87.94,96.53,98.47
90.71,122.27,107.28,129.93,127.66,120.95,87.95,96.53,98.47
90.72,122.27,107.28,129.93,127.64,120.93,87.96,96.55,98.47
90.73,122.25,107.3,129.92,127.65,120.93,87.95,96.56,98.47
90.73,122.23,107.31,129.9,127.67,120.94,87.94,96.55,98.47
90.73,122.24,107.29,129.89,127.67,120.95,87.95,96.53,98.47
90.74,122.24,107.26,129.89,127.64,120.94,87.96,96.52,98.47
90.75,122.24,107.23,129.9,127.62,120.92,87.97,96.54,98.47
90.74,122.23,107.25,129.9,127.63,120.92,87.96,96.55,98.47
90.72,122.22,107.28,129.9,127.66,120.93,87.94,96.56,98.47
90.71,122.22,107.31,129.9,127.68,120.94,87.93,96.55,98.47
90.71,122.23,107.32,129.9,127.66,120.94,87.94,96.54,98.47
90.73,122.24,107.31,129.9,127.64,120.92,87.96,96.54,98.47
90.75,122.23,107.3,129.9,127.63,120.9,87.97,96.55,98.47
90.75,122.21,107.3,129.89,127.64,120.9,87.96,96.55,98.47
90.74,122.19,107.3,129.87,127.67,120.91,87.95,96.54,98.46
90.72,122.19,107.28,129.85,127.68,120.92,87.94,96.51,98.46
90.72,122.2,107.25,129.84,127.66,120.91,87.95,96.5,98.47
90.73,122.19,107.22,129.83,127.64,120.88,87.97,96.51,98.47
90.74,122.17,107.21,129.8,127.65,120.87,87.96,96.53,98.47
90.74,122.15,107.21,129.77,127.68,120.89,87.95,96.52,98.46
90.74,122.15,107.21,129.75,127.67,120.89,87.96,96.5,98.46
90.75,122.17,107.19,129.75,127.64,120.87,87.98,96.5,98.46
90.77,122.16,107.18,129.76,127.62,120.86,87.98,96.52,98.47
90.77,122.15,107.2,129.75,127.63,120.86,87.97,96.54,98.47
90.76,122.14,107.23,129.75,127.63,120.88,87.95,96.55,98.47
90.74,122.16,107.25,129.76,127.63,120.88,87.95,96.55,98.46
90.73,122.17,107.25,129.78,127.62,120.87,87.96,96.55,98.46
90.73,122.16,107.26,129.79,127.61,120.87,87.97,96.56,98.46
90.73,122.15,107.27,129.78,127.62,120.86,87.97,96.56,98.46
90.73,122.14,107.28,129.76,127.64,120.86,87.97,96.55,98.46
90.7,122.14,107.27,129.73,127.68,120.86,87.98,96.52,98.46
90.66,122.15,107.25,129.71,127.72,120.86,88.0,96.48,98.45
90.63,122.17,107.23,129.7,127.74,120.86,88.02,96.44,98.46
90.64,122.19,107.2,129.69,127.72,120.84,88.04,96.43,98.46
90.68,122.18,107.18,129.66,127.69,120.83,88.03,96.46,98.47
90.69,122.17,107.17,129.64,127.7,120.85,88.02,96.48,98.47
90.69,122.18,107.16,129.65,127.71,120.86,88.02,96.47,98.46
90.7,122.21,107.14,129.69,127.67,120.86,88.04,96.47,98.46
90.73,122.21,107.15,129.7,127.62,120.85,88.03,96.5,98.47
90.74,122.19,107.2,129.7,127.59,120.87,88.0,96.54,98.47
90.74,122.18,107.27,129.72,127.59,120.89,87.97,96.57,98.47
90.73,122.19,107.32,129.75,127.58,120.91,87.96,96.58,98.47
90.73,122.2,107.34,129.78,127.57,120.9,87.96,96.58,98.47
90.73,122.2,107.33,129.8,127.56,120.9,87.96,96.58,98.47
90.73,122.2,107.31,129.8,127.56,120.89,87.96,96.57,98.47
90.73,122.19,107.28,129.78,127.58,120.9,87.96,96.56,98.47
90.72,122.18,107.25,129.75,127.59,120.9,87.95,96.54,98.47
90.71,122.18,107.22,129.72,127.6,120.9,87.96,96.52,98.47
90.71,122.18,107.2,129.7,127.6,120.89,87.97,96.51,98.47
90.71,122.17,107.19,129.69,127.61,120.89,87.97,96.51,98.47
90.72,122.17,107.19,129.67,127.61,120.89,87.97,96.51,98.47
90.73,122.17,107.18,129.66,127.61,120.89,87.97,96.51,98.46
90.74,122.17,107.16,129.66,127.6,120.88,87.97,96.51,98.46
90.74,122.17,107.15,129.67,127.58,120.88,87.97,96.51,98.47
90.74,122.17,107.16,129.69,127.57,120.88,87.97,96.53,98.47
90.73,122.17,107.19,129.71,127.56,120.87,87.96,96.54,98.47
90.72,122.17,107.23,129.72,127.57,120.87,87.95,96.55,98.47
90.71,122.16,107.27,129.73,127.58,120.87,87.94,96.56,98.47
90.71,122.16,107.29,129.74,127.57,120.87,87.94,96.55,98.47
90.72,122.16,107.29,129.76,127.55,120.85,87.95,96.56,98.47
90.72,122.16,107.29,129.77,127.54,120.84,87.96,96.56,98.47
90.73,122.14,107.28,129.76,127.56,120.83,87.96,96.56,98.47
90.72,122.13,107.27,129.74,127.59,120.83,87.94,96.55,98.46
90.72,122.12,107.24,129.71,127.6,120.83,87.94,96.53,98.46
90.73,122.12,107.2,129.69,127.59,120.83,87.95,96.51,98.46
90.76,122.11,107.16,129.67,127.57,120.8,87.97,96.52,98.47
90.77,122.09,107.14,129.64,127.57,120.78,87.97,96.53,98.47
90.76,122.06,107.13,129.61,127.61,120.79,87.95,96.53,98.46
90.74,122.04,107.12,129.57,127.65,120.8,87.93,96.5,98.46
90.71,122.06,107.1,129.56,127.64,120.79,87.94,96.48,98.46
90.72,122.07,107.09,129.57,127.61,120.76,87.97,96.49,98.46
90.73,122.06,107.12,129.58,127.61,120.74,87.98,96.52,98.47
90.74,122.04,107.18,129.59,127.63,120.74,87.98,96.55,98.47
90.73,122.04,107.23,129.59,127.64,120.75,87.97,96.55,98.47
90.72,122.06,107.24,129.62,127.62,120.74,87.98,96.54,98.47
90.72,122.07,107.23,129.65,127.6,120.72,88.0,96.55,98.47
90.73,122.05,107.22,129.66,127.59,120.71,87.99,96.56,98.47
90.73,122.04,107.24,129.65,127.62,120.72,87.97,96.56,98.47
90.71,122.04,107.26,129.64,127.62,120.73,87.96,96.55,98.47
90.71,122.05,107.26,129.64,127.61,120.73,87.97,96.55,98.47
90.72,122.05,107.25,129.64,127.6,120.71,87.98,96.55,98.47
90.73,122.03,107.23,129.62,127.61,120.71,87.98,96.56,98.47
90.73,122.01,107.2,129.58,127.64,120.72,87.97,96.54,98.46
90.73,122.01,107.17,129.54,127.64,120.73,87.97,96.52,98.46
90.74,122.02,107.14,129.53,127.62,120.72,87.99,96.51,98.47
90.74,122.02,107.13,129.53,127.6,120.7,88.0,96.53,98.47
90.75,122.01,107.15,129.52,127.61,120.7,87.99,96.55,98.47
90.74,121.99,107.18,129.5,127.63,120.72,87.97,96.55,98.47
90.73,122.0,107.17,129.49,127.63,120.74,87.97,96.54,98.47
90.73,122.02,107.14,129.51,127.59,120.73,87.99,96.53,98.47
90.74,122.03,107.12,129.53,127.56,120.72,87.99,96.55,98.47
90.74,122.02,107.15,129.54,127.56,120.72,87.97,96.58,98.48
90.71,122.01,107.22,129.56,127.58,120.74,87.95,96.59,98.48
90.69,122.03,107.27,129.58,127.58,120.76,87.95,96.59,98.48
90.68,122.05,107.3,129.61,127.57,120.75,87.96,96.59,98.48
90.68,122.06,107.31,129.64,127.55,120.74,87.97,96.6,98.48
90.68,122.06,107.33,129.67,127.55,120.74,87.97,96.6,98.48
90.68,122.06,107.35,129.68,127.55,120.74,87.97,96.61,98.48
90.67,122.07,107.37,129.7,127.55,120.75,87.96,96.6,98.48
90.67,122.07,107.37,129.71,127.54,120.75,87.97,96.6,98.48
90.67,122.08,107.37,129.72,127.54,120.75,87.97,96.59,98.48
90.68,122.08,107.36,129.72,127.54,120.75,87.96,96.59,98.48
90.68,122.08,107.36,129.72,127.54,120.75,87.96,96.59,98.48
90.67,122.08,107.35,129.71,127.55,120.75,87.96,96.59,98.48
90.67,122.07,107.34,129.71,127.56,120.75,87.96,96.58,98.48
90.67,122.07,107.32,129.69,127.56,120.76,87.95,96.58,98.48
90.68,122.07,107.31,129.69,127.55,120.76,87.96,96.57,98.48
90.69,122.07,107.3,129.68,127.53,120.75,87.96,96.58,98.48
90.69,122.07,107.3,129.68,127.54,120.75,87.95,96.58,98.48
90.68,122.06,107.31,129.68,127.55,120.75,87.94,96.58,98.48
90.66,122.07,107.32,129.69,127.56,120.76,87.94,96.58,98.47
90.65,122.08,107.33,129.7,127.55,120.75,87.95,96.57,98.47
90.66,122.08,107.33,129.71,127.55,120.74,87.96,96.57,98.47
90.67,122.07,107.33,129.71,127.56,120.74,87.96,96.58,98.47
90.67,122.06,107.33,129.69,127.57,120.74,87.95,96.57,98.47
90.68,122.06,107.32,129.69,127.56,120.74,87.95,96.56,98.47
90.68,122.07,107.3,129.68,127.55,120.74,87.96,96.55,98.47
90.69,122.06,107.28,129.68,127.55,120.73,87.96,96.56,98.47
90.69,122.05,107.27,129.66,127.56,120.73,87.95,96.56,98.47
90.69,122.04,107.26,129.64,127.57,120.74,87.94,96.55,98.47
90.68,122.04,107.24,129.63,127.56,120.74,87.95,96.54,98.47
90.69,122.03,107.23,129.63,127.54,120.73,87.95,96.55,98.47
90.69,122.03,107.23,129.63,127.54,120.72,87.96,96.56,98.47
90.69,122.02,107.25,129.62,127.56,120.72,87.95,96.56,98.47
90.68,122.01,107.27,129.61,127.57,120.73,87.94,96.56,98.46
90.69,122.02,107.26,129.6,127.56,120.73,87.95,96.55,98.47
90.7,122.02,107.25,129.59,127.54,120.71,87.96,96.55,98.47
90.71,122.01,107.24,129.59,127.53,120.71,87.96,96.56,98.47
90.71,122.0,107.23,129.57,127.53,120.71,87.96,96.56,98.47
90.7,121.99,107.23,129.56,127.54,120.72,87.95,96.56,98.47
90.69,121.99,107.21,129.54,127.54,120.71,87.95,96.55,98.46
90.69,121.98,107.18,129.52,127.55,120.71,87.95,96.54,98.46
90.68,121.96,107.16,129.48,127.57,120.7,87.95,96.53,98.46
90.68,121.95,107.15,129.44,127.59,120.7,87.96,96.51,98.45
90.68,121.95,107.13,129.41,127.62,120.69,87.97,96.49,98.45
90.7,121.95,107.1,129.38,127.63,120.67,87.97,96.47,98.45
90.72,121.94,107.07,129.34,127.62,120.67,87.97,96.47,98.45
90.73,121.94,107.03,129.31,127.61,120.66,87.98,96.47,98.46
90.74,121.92,106.99,129.28,127.61,120.65,87.98,96.48,98.45
90.74,121.9,106.94,129.25,127.63,120.66,87.99,96.46,98.45
90.74,121.89,106.9,129.2,127.63,120.66,87.98,96.44,98.45
90.72,121.9,106.89,129.18,127.61,120.66,87.99,96.43,98.46
90.71,121.91,106.9,129.19,127.58,120.65,88.0,96.45,98.46
90.71,121.9,106.96,129.21,127.57,120.64,88.0,96.49,98.47
90.71,121.88,107.03,129.22,127.59,120.65,87.99,96.51,98.47
90.71,121.89,107.06,129.22,127.59,120.67,87.99,96.5,98.46
90.72,121.92,107.03,129.25,127.54,120.65,88.01,96.49,98.46
90.75,121.91,107.0,129.26,127.5,120.63,88.0,96.51,98.46
90.76,121.88,107.01,129.24,127.5,120.64,87.97,96.53,98.46
90.75,121.86,107.04,129.22,127.52,120.66,87.95,96.53,98.46
90.75,121.85,107.06,129.21,127.51,120.66,87.95,96.51,98.45
90.76,121.84,107.03,129.2,127.49,120.64,87.96,96.51,98.46
90.78,121.82,106.98,129.18,127.49,120.62,87.97,96.51,98.46
90.77,121.81,106.94,129.17,127.5,120.63,87.96,96.51,98.46
90.75,121.82,106.93,129.18,127.5,120.63,87.96,96.51,98.46
90.73,121.83,106.95,129.2,127.51,120.62,87.96,96.52,98.46
90.72,121.83,107.0,129.22,127.52,120.61,87.96,96.53,98.46
90.71,121.83,107.06,129.23,127.53,120.61,87.96,96.54,98.46
90.71,121.84,107.09,129.24,127.52,120.6,87.96,96.54,98.46
90.71,121.84,107.11,129.26,127.5,120.59,87.97,96.54,98.47
90.72,121.84,107.12,129.29,127.48,120.57,87.97,96.55,98.47
90.72,121.83,107.13,129.3,127.49,120.56,87.97,96.56,98.47
90.72,121.82,107.14,129.3,127.5,120.56,87.96,96.56,98.47
90.72,121.82,107.13,129.3,127.5,120.56,87.96,96.55,98.47
90.71,121.82,107.12,129.31,127.49,120.55,87.96,96.55,98.47
90.71,121.81,107.11,129.31,127.49,120.54,87.96,96.55,98.47
90.71,121.81,107.12,129.31,127.5,120.54,87.95,96.56,98.47
90.7,121.81,107.13,129.32,127.51,120.54,87.94,96.56,98.47
90.7,121.81,107.15,129.33,127.52,120.54,87.94,96.56,98.47
90.7,121.82,107.16,129.34,127.52,120.54,87.95,96.57,98.47
90.7,121.81,107.17,129.34,127.53,120.53,87.96,96.57,98.46
90.71,121.81,107.16,129.34,127.55,120.53,87.97,96.56,98.46
90.71,121.81,107.15,129.33,127.56,120.53,87.97,96.55,98.46
90.72,121.81,107.13,129.31,127.57,120.53,87.98,96.53,98.46
90.74,121.81,107.11,129.3,127.56,120.52,87.98,96.52,98.46
90.75,121.81,107.08,129.28,127.56,120.52,87.98,96.52,98.46
90.76,121.8,107.06,129.26,127.54,120.52,87.97,96.53,98.46
90.75,121.8,107.04,129.25,127.54,120.53,87.97,96.53,98.46
90.73,121.81,107.03,129.26,127.54,120.53,87.97,96.54,98.46
90.72,121.82,107.05,129.29,127.54,120.54,87.97,96.55,98.46
90.71,121.82,107.09,129.31,127.54,120.54,87.97,96.55,98.46
90.7,121.83,107.13,129.33,127.54,120.55,87.97,96.56,98.46
90.7,121.84,107.17,129.35,127.54,120.56,87.97,96.56,98.46
90.7,121.86,107.2,129.38,127.53,120.57,87.97,96.56,98.46
90.7,121.88,107.21,129.41,127.52,120.57,87.97,96.56,98.46
90.69,121.9,107.22,129.44,127.51,120.58,87.97,96.57,98.46
90.68,121.91,107.23,129.47,127.52,120.6,87.96,96.57,98.46
90.66,121.93,107.25,129.5,127.52,120.62,87.96,96.57,98.46
90.64,121.95,107.26,129.52,127.53,120.63,87.95,96.57,98.46
90.64,121.97,107.27,129.55,127.52,120.65,87.95,96.57,98.46
90.64,121.99,107.28,129.58,127.51,120.66,87.95,96.58,98.46
90.64,122.01,107.3,129.61,127.52,120.67,87.95,96.59,98.46
90.63,122.03,107.32,129.62,127.53,120.7,87.94,96.58,98.46
90.63,122.05,107.31,129.64,127.54,120.72,87.94,96.57,98.45
90.63,122.07,107.29,129.65,127.54,120.73,87.94,96.56,98.45
90.63,122.08,107.26,129.64,127.55,120.75,87.94,96.54,98.45
90.63,122.1,107.24,129.64,127.57,120.77,87.93,96.53,98.45
90.61,122.12,107.23,129.64,127.57,120.79,87.93,96.52,98.45
90.6,122.14,107.22,129.65,127.57,120.81,87.92,96.51,98.45
90.59,122.16,107.23,129.67,127.57,120.83,87.92,96.52,98.45
90.58,122.18,107.25,129.7,127.57,120.84,87.92,96.53,98.45
90.58,122.2,107.28,129.73,127.57,120.86,87.93,96.53,98.45
90.59,122.23,107.29,129.76,127.55,120.86,87.94,96.53,98.46
90.59,122.25,107.31,129.8,127.54,120.87,87.93,96.55,98.46
90.58,122.26,107.34,129.84,127.54,120.88,87.91,96.57,98.46
90.58,122.27,107.38,129.87,127.54,120.9,87.9,96.57,98.46
90.57,122.28,107.4,129.89,127.54,120.91,87.89,96.57,98.45
90.57,122.29,107.38,129.89,127.55,120.91,87.89,96.56,98.45
90.57,122.28,107.34,129.88,127.57,120.91,87.89,96.54,98.45
90.56,122.28,107.3,129.85,127.6,120.92,87.88,96.51,98.44
90.56,122.29,107.24,129.82,127.61,120.93,87.88,96.48,98.44
90.58,122.29,107.19,129.8,127.59,120.92,87.89,96.48,98.45
90.59,122.28,107.16,129.77,127.58,120.92,87.89,96.49,98.45
90.59,122.25,107.15,129.73,127.62,120.93,87.87,96.48,98.44
90.57,122.25,107.14,129.71,127.64,120.94,87.87,96.46,98.43
90.57,122.27,107.11,129.7,127.62,120.93,87.89,96.44,98.44
90.59,122.27,107.11,129.71,127.59,120.91,87.9,96.46,98.44
90.61,122.26,107.14,129.72,127.58,120.9,87.9,96.49,98.45
90.61,122.25,107.2,129.73,127.59,120.91,87.89,96.51,98.45
90.58,122.26,107.25,129.75,127.59,120.92,87.88,96.51,98.45
90.56,122.28,107.27,129.79,127.58,120.91,87.89,96.5,98.44
90.56,122.29,107.29,129.83,127.55,120.89,87.9,96.52,98.45
90.56,122.29,107.32,129.86,127.54,120.88,87.9,96.54,98.45
90.57,122.28,107.36,129.87,127.53,120.88,87.89,96.55,98.45
90.56,122.28,107.41,129.89,127.53,120.88,87.89,96.56,98.45
90.56,122.28,107.43,129.91,127.52,120.87,87.9,96.56,98.45
90.56,122.27,107.43,129.91,127.52,120.86,87.9,96.56,98.45
90.56,122.26,107.41,129.9,127.53,120.84,87.9,96.55,98.45
90.56,122.24,107.38,129.88,127.53,120.84,87.9,96.54,98.45
90.56,122.24,107.35,129.86,127.53,120.83,87.9,96.53,98.45
90.57,122.23,107.33,129.83,127.52,120.82,87.91,96.53,98.45
90.58,122.21,107.31,129.81,127.52,120.81,87.92,96.54,98.45
90.59,122.19,107.3,129.77,127.54,120.8,87.91,96.54,98.45
90.6,122.16,107.26,129.72,127.55,120.8,87.91,96.52,98.44
90.61,122.14,107.21,129.67,127.54,120.79,87.92,96.5,98.44
90.63,122.12,107.15,129.61,127.54,120.78,87.92,96.49,98.44
90.65,122.1,107.1,129.56,127.55,120.77,87.92,96.48,98.44
90.67,122.08,107.08,129.5,127.55,120.77,87.91,96.48,98.44
90.68,122.06,107.06,129.45,127.54,120.78,87.9,96.48,98.44
90.68,122.05,107.03,129.43,127.52,120.78,87.9,96.49,98.44
90.66,122.04,107.02,129.43,127.52,120.77,87.91,96.5,98.44
90.64,122.04,107.04,129.45,127.52,120.76,87.92,96.51,98.45
90.63,122.05,107.09,129.46,127.52,120.76,87.92,96.53,98.45
90.63,122.06,107.16,129.48,127.51,120.76,87.92,96.54,98.45
90.62,122.07,107.22,129.51,127.49,120.75,87.93,96.56,98.46
90.62,122.08,107.27,129.56,127.48,120.75,87.93,96.58,98.46
90.62,122.09,107.31,129.6,127.47,120.74,87.93,96.58,98.46
90.61,122.1,107.33,129.63,127.47,120.74,87.93,96.58,98.46
90.61,122.11,107.34,129.66,127.47,120.74,87.93,96.58,98.46
90.6,122.12,107.34,129.68,127.47,120.73,87.93,96.58,98.46
90.61,122.11,107.33,129.68,127.47,120.73,87.93,96.58,98.46
90.61,122.11,107.32,129.68,127.48,120.74,87.93,96.58,98.46
90.61,122.11,107.31,129.67,127.48,120.74,87.93,96.57,98.46
90.61,122.1,107.29,129.67,127.49,120.74,87.93,96.57,98.46
90.61,122.09,107.26,129.64,127.51,120.74,87.92,96.56,98.46
90.6,122.08,107.22,129.61,127.54,120.75,87.91,96.54,98.45
90.59,122.07,107.18,129.58,127.56,120.76,87.91,96.51,98.45
90.6,122.08,107.13,129.57,127.55,120.75,87.91,96.49,98.45
90.61,122.08,107.1,129.56,127.54,120.75,87.92,96.5,98.46
90.62,122.07,107.11,129.55,127.54,120.76,87.91,96.52,98.46
90.6,122.07,107.13,129.56,127.56,120.78,87.9,96.52,98.46
90.6,122.1,107.15,129.59,127.56,120.78,87.91,96.51,98.46
90.61,122.12,107.16,129.62,127.55,120.77,87.92,96.52,98.46
90.62,122.12,107.19,129.64,127.54,120.77,87.91,96.54,98.46
90.62,122.12,107.23,129.66,127.56,120.79,87.89,96.55,98.46
90.62,122.12,107.27,129.67,127.57,120.8,87.88,96.54,98.46
90.61,122.14,107.27,129.69,127.56,120.81,87.89,96.53,98.46
90.61,122.14,107.26,129.71,127.56,120.8,87.89,96.52,98.46
