gas_ftir_scan15_replicate1,gas_ftir_scan15_replicate2,gas_ftir_scan15_replicate3,gas_ftir_scan15_replicate4,gas_ftir_scan15_replicate5,gas_ftir_scan15_replicate6,gas_ftir_scan15_replicate7,gas_ftir_scan15_replicate8,gas_ftir_scan15_replicate9
100.01,100.12,100.13,100.23,100.3,100.35,100.41,100.43,100.59
100.01,100.12,100.13,100.23,100.3,100.35,100.41,100.43,100.59
100.01,100.12,100.13,100.23,100.3,100.35,100.4,100.43,100.59
100.01,100.12,100.13,100.23,100.3,100.35,100.4,100.42,100.59
100.01,100.12,100.12,100.23,100.29,100.35,100.4,100.42,100.59
100.01,100.12,100.12,100.22,100.29,100.34,100.39,100.41,100.58
100.01,100.12,100.12,100.22,100.28,100.33,100.38,100.41,100.58
100.01,100.11,100.11,100.21,100.27,100.33,100.37,100.4,100.57
100.01,100.11,100.11,100.21,100.27,100.32,100.37,100.4,100.57
100.01,100.11,100.11,100.2,100.27,100.32,100.36,100.39,100.56
100.01,100.11,100.11,100.2,100.26,100.31,100.36,100.39,100.56
100.01,100.11,100.11,100.2,100.26,100.31,100.36,100.38,100.56
100.0,100.11,100.11,100.2,100.27,100.31,100.36,100.39,100.56
100.0,100.11,100.11,100.21,100.27,100.32,100.37,100.4,100.57
100.0,100.11,100.11,100.21,100.28,100.33,100.38,100.4,100.57
100.01,100.11,100.11,100.22,100.28,100.33,100.38,100.41,100.57
100.01,100.11,100.11,100.21,100.28,100.33,100.38,100.4,100.57
100.01,100.11,100.12,100.21,100.28,100.33,100.38,100.4,100.57
100.01,100.12,100.12,100.22,100.28,100.34,100.38,100.41,100.58
100.01,100.12,100.12,100.22,100.29,100.34,100.39,100.41,100.58
100.01,100.12,100.12,100.22,100.28,100.33,100.38,100.41,100.58
100.01,100.12,100.12,100.21,100.27,100.32,100.37,100.4,100.57
100.01,100.11,100.11,100.2,100.27,100.31,100.36,100.38,100.56
100.01,100.11,100.1,100.2,100.26,100.31,100.35,100.38,100.56
100.01,100.11,100.1,100.2,100.27,100.31,100.36,100.38,100.56
100.01,100.11,100.11,100.21,100.27,100.32,100.36,100.39,100.56
100.01,100.11,100.11,100.21,100.27,100.32,100.36,100.39,100.56
100.01,100.11,100.11,100.21,100.27,100.32,100.36,100.39,100.56
100.01,100.11,100.11,100.21,100.27,100.32,100.36,100.39,100.56
100.01,100.11,100.11,100.21,100.27,100.32,100.37,100.39,100.57
100.01,100.11,100.11,100.21,100.28,100.33,100.37,100.4,100.57
100.01,100.12,100.12,100.21,100.28,100.33,100.38,100.4,100.57
100.01,100.12,100.12,100.21,100.28,100.33,100.38,100.4,100.57
100.01,100.11,100.11,100.21,100.27,100.32,100.37,100.39,100.56
100.01,100.11,100.1,100.2,100.26,100.31,100.35,100.38,100.55
100.01,100.1,100.1,100.19,100.25,100.29,100.34,100.36,100.54
100.01,100.1,100.09,100.19,100.24,100.29,100.33,100.35,100.53
100.01,100.1,100.09,100.19,100.24,100.29,100.33,100.35,100.53
100.01,100.1,100.1,100.19,100.25,100.29,100.33,100.35,100.53
100.01,100.11,100.1,100.19,100.25,100.3,100.34,100.36,100.54
100.01,100.11,100.11,100.2,100.26,100.31,100.35,100.37,100.55
100.01,100.12,100.11,100.21,100.27,100.32,100.36,100.38,100.56
100.01,100.12,100.11,100.21,100.28,100.33,100.37,100.39,100.56
100.02,100.12,100.12,100.22,100.28,100.33,100.38,100.4,100.57
100.02,100.12,100.12,100.22,100.29,100.34,100.39,100.41,100.58
100.02,100.12,100.13,100.23,100.29,100.35,100.4,100.42,100.58
100.01,100.12,100.13,100.23,100.3,100.35,100.4,100.42,100.59
100.01,100.12,100.12,100.22,100.29,100.35,100.4,100.42,100.58
100.01,100.12,100.12,100.22,100.29,100.34,100.39,100.41,100.58
100.01,100.11,100.11,100.21,100.28,100.33,100.37,100.4,100.56
100.01,100.1,100.1,100.2,100.26,100.31,100.35,100.38,100.55
100.01,100.1,100.09,100.19,100.24,100.28,100.33,100.35,100.53
100.01,100.09,100.07,100.17,100.22,100.26,100.3,100.32,100.5
100.01,100.08,100.06,100.15,100.19,100.23,100.26,100.29,100.48
100.0,100.07,100.04,100.13,100.17,100.2,100.23,100.26,100.46
100.0,100.07,100.04,100.12,100.16,100.19,100.22,100.25,100.45
100.0,100.07,100.04,100.13,100.17,100.21,100.23,100.26,100.46
100.0,100.08,100.06,100.14,100.19,100.23,100.26,100.29,100.47
100.01,100.09,100.07,100.16,100.21,100.25,100.28,100.31,100.49
100.01,100.09,100.08,100.17,100.22,100.27,100.3,100.33,100.51
100.01,100.1,100.09,100.17,100.23,100.28,100.31,100.34,100.52
100.01,100.1,100.09,100.18,100.24,100.29,100.33,100.35,100.53
100.01,100.1,100.1,100.19,100.25,100.3,100.34,100.36,100.54
100.01,100.1,100.1,100.2,100.26,100.3,100.35,100.37,100.55
100.01,100.11,100.1,100.2,100.26,100.31,100.35,100.38,100.55
100.01,100.11,100.11,100.2,100.26,100.31,100.36,100.38,100.55
100.01,100.11,100.1,100.2,100.26,100.31,100.35,100.37,100.54
100.01,100.1,100.09,100.19,100.25,100.29,100.33,100.35,100.53
100.01,100.09,100.08,100.17,100.22,100.26,100.3,100.32,100.5
100.01,100.08,100.07,100.15,100.2,100.24,100.27,100.3,100.49
100.01,100.08,100.07,100.16,100.21,100.25,100.28,100.31,100.49
100.01,100.09,100.08,100.17,100.23,100.27,100.3,100.33,100.51
100.0,100.09,100.08,100.17,100.23,100.27,100.3,100.33,100.51
100.0,100.09,100.07,100.16,100.22,100.25,100.29,100.31,100.5
100.0,100.08,100.06,100.15,100.21,100.24,100.27,100.3,100.49
100.0,100.08,100.06,100.15,100.21,100.25,100.28,100.3,100.5
100.01,100.09,100.08,100.17,100.23,100.27,100.3,100.33,100.51
100.01,100.09,100.08,100.18,100.24,100.28,100.32,100.34,100.52
100.01,100.09,100.08,100.18,100.23,100.28,100.32,100.34,100.52
100.01,100.09,100.08,100.17,100.22,100.26,100.3,100.32,100.51
100.01,100.09,100.08,100.16,100.22,100.26,100.29,100.32,100.51
100.01,100.09,100.08,100.17,100.23,100.27,100.31,100.33,100.52
100.01,100.1,100.09,100.18,100.25,100.29,100.33,100.35,100.53
100.01,100.11,100.09,100.18,100.25,100.29,100.33,100.35,100.53
100.01,100.1,100.08,100.17,100.23,100.26,100.3,100.32,100.51
100.01,100.09,100.06,100.14,100.2,100.23,100.27,100.29,100.48
100.01,100.08,100.06,100.14,100.2,100.23,100.26,100.29,100.48
100.01,100.09,100.06,100.15,100.21,100.24,100.28,100.3,100.49
100.01,100.09,100.07,100.15,100.21,100.25,100.28,100.3,100.49
100.01,100.08,100.06,100.14,100.2,100.23,100.26,100.29,100.48
100.01,100.07,100.05,100.13,100.18,100.21,100.24,100.27,100.47
100.01,100.08,100.06,100.14,100.19,100.22,100.26,100.29,100.48
100.01,100.08,100.07,100.15,100.21,100.24,100.28,100.31,100.5
100.01,100.09,100.07,100.16,100.22,100.25,100.29,100.32,100.5
100.01,100.09,100.07,100.16,100.21,100.25,100.28,100.31,100.5
100.0,100.08,100.07,100.15,100.21,100.25,100.28,100.31,100.5
100.0,100.09,100.07,100.16,100.21,100.25,100.29,100.31,100.5
100.01,100.09,100.08,100.17,100.23,100.28,100.31,100.34,100.52
100.01,100.11,100.1,100.2,100.27,100.31,100.36,100.37,100.54
100.01,100.12,100.12,100.23,100.3,100.35,100.4,100.41,100.57
100.02,100.13,100.13,100.24,100.32,100.37,100.42,100.42,100.58
100.01,100.12,100.12,100.23,100.3,100.35,100.4,100.41,100.57
100.01,100.11,100.1,100.2,100.27,100.32,100.36,100.37,100.55
100.01,100.1,100.08,100.18,100.24,100.29,100.32,100.34,100.52
100.01,100.09,100.07,100.16,100.22,100.27,100.3,100.32,100.51
100.01,100.09,100.06,100.15,100.21,100.25,100.28,100.3,100.5
100.01,100.09,100.06,100.14,100.2,100.24,100.27,100.29,100.49
100.01,100.09,100.06,100.15,100.2,100.24,100.27,100.3,100.5
100.01,100.09,100.07,100.15,100.21,100.25,100.29,100.31,100.51
100.01,100.09,100.08,100.16,100.22,100.26,100.3,100.33,100.51
100.01,100.09,100.08,100.17,100.23,100.27,100.31,100.34,100.52
100.01,100.09,100.08,100.17,100.23,100.27,100.31,100.34,100.52
100.01,100.1,100.08,100.17,100.24,100.27,100.31,100.34,100.52
100.01,100.1,100.08,100.17,100.24,100.27,100.31,100.34,100.52
100.01,100.1,100.08,100.17,100.23,100.27,100.3,100.33,100.51
100.01,100.09,100.07,100.16,100.22,100.26,100.29,100.32,100.5
100.01,100.09,100.07,100.15,100.21,100.25,100.28,100.31,100.49
100.01,100.09,100.06,100.15,100.21,100.24,100.27,100.3,100.49
100.01,100.09,100.06,100.15,100.2,100.24,100.26,100.29,100.48
100.01,100.08,100.06,100.14,100.2,100.23,100.26,100.29,100.48
100.01,100.08,100.05,100.15,100.2,100.23,100.26,100.29,100.48
100.01,100.08,100.06,100.15,100.2,100.24,100.26,100.3,100.49
100.01,100.08,100.06,100.15,100.2,100.24,100.27,100.3,100.49
100.01,100.08,100.06,100.15,100.2,100.24,100.27,100.3,100.49
100.01,100.09,100.07,100.15,100.21,100.25,100.28,100.31,100.5
100.01,100.09,100.08,100.16,100.22,100.26,100.3,100.33,100.51
100.01,100.09,100.08,100.17,100.23,100.27,100.31,100.34,100.52
100.01,100.09,100.08,100.17,100.23,100.27,100.31,100.34,100.52
100.01,100.09,100.08,100.17,100.23,100.27,100.31,100.34,100.52
100.01,100.09,100.08,100.17,100.23,100.27,100.31,100.34,100.52
100.01,100.09,100.09,100.18,100.24,100.28,100.33,100.35,100.53
100.01,100.1,100.09,100.18,100.25,100.29,100.33,100.36,100.53
100.01,100.09,100.08,100.17,100.24,100.27,100.31,100.34,100.51
100.01,100.08,100.06,100.15,100.21,100.24,100.28,100.31,100.49
100.01,100.07,100.06,100.14,100.2,100.23,100.27,100.3,100.48
100.01,100.08,100.06,100.15,100.21,100.25,100.28,100.31,100.49
100.01,100.09,100.07,100.16,100.23,100.26,100.3,100.32,100.5
100.01,100.09,100.06,100.16,100.22,100.25,100.29,100.31,100.5
100.01,100.08,100.05,100.14,100.2,100.23,100.26,100.28,100.48
100.01,100.08,100.05,100.13,100.19,100.22,100.25,100.28,100.48
100.01,100.09,100.06,100.15,100.21,100.24,100.28,100.3,100.5
100.01,100.1,100.08,100.17,100.24,100.28,100.32,100.34,100.53
100.01,100.1,100.09,100.19,100.25,100.3,100.34,100.36,100.54
100.01,100.1,100.09,100.19,100.25,100.3,100.34,100.36,100.54
100.01,100.1,100.1,100.19,100.25,100.3,100.34,100.36,100.54
100.01,100.11,100.1,100.2,100.26,100.31,100.35,100.37,100.55
100.01,100.11,100.11,100.2,100.27,100.32,100.37,100.38,100.56
100.01,100.11,100.1,100.2,100.27,100.31,100.36,100.38,100.55
100.01,100.1,100.1,100.19,100.26,100.3,100.35,100.37,100.54
100.01,100.1,100.09,100.19,100.26,100.3,100.34,100.36,100.54
100.01,100.1,100.09,100.19,100.26,100.3,100.35,100.36,100.54
100.01,100.1,100.09,100.19,100.25,100.29,100.33,100.35,100.53
100.01,100.1,100.08,100.17,100.23,100.27,100.3,100.33,100.51
100.01,100.09,100.07,100.15,100.21,100.25,100.28,100.31,100.5
100.01,100.09,100.07,100.16,100.22,100.25,100.28,100.31,100.5
100.01,100.1,100.08,100.17,100.23,100.28,100.31,100.33,100.52
100.01,100.1,100.09,100.17,100.24,100.28,100.32,100.34,100.52
100.01,100.1,100.08,100.16,100.23,100.26,100.3,100.32,100.51
100.01,100.09,100.07,100.15,100.21,100.24,100.28,100.3,100.49
100.01,100.08,100.07,100.15,100.21,100.24,100.28,100.31,100.5
100.01,100.09,100.08,100.17,100.23,100.27,100.31,100.33,100.51
100.01,100.1,100.09,100.18,100.24,100.29,100.33,100.36,100.53
100.01,100.1,100.1,100.19,100.25,100.3,100.35,100.37,100.54
100.01,100.1,100.1,100.19,100.26,100.3,100.35,100.37,100.54
100.01,100.11,100.1,100.2,100.26,100.31,100.36,100.38,100.55
100.01,100.11,100.11,100.21,100.27,100.33,100.37,100.39,100.56
100.01,100.11,100.12,100.22,100.28,100.34,100.38,100.4,100.57
100.01,100.11,100.12,100.22,100.29,100.34,100.39,100.41,100.57
100.01,100.11,100.12,100.22,100.29,100.34,100.39,100.4,100.57
100.01,100.11,100.12,100.22,100.28,100.33,100.38,100.4,100.57
100.01,100.11,100.11,100.21,100.28,100.33,100.38,100.4,100.56
100.01,100.11,100.11,100.21,100.28,100.33,100.38,100.4,100.56
100.01,100.11,100.11,100.21,100.28,100.33,100.38,100.4,100.56
100.01,100.11,100.11,100.21,100.28,100.32,100.37,100.39,100.56
100.01,100.11,100.1,100.2,100.27,100.31,100.36,100.38,100.55
100.01,100.1,100.1,100.19,100.26,100.3,100.34,100.37,100.54
100.01,100.1,100.1,100.19,100.26,100.3,100.34,100.37,100.54
100.01,100.11,100.1,100.2,100.26,100.31,100.35,100.37,100.54
100.01,100.11,100.11,100.2,100.27,100.32,100.36,100.38,100.55
100.01,100.11,100.11,100.2,100.27,100.31,100.36,100.38,100.55
100.01,100.11,100.1,100.2,100.27,100.31,100.36,100.38,100.55
100.01,100.11,100.11,100.2,100.27,100.31,100.36,100.38,100.56
100.01,100.11,100.11,100.21,100.28,100.32,100.37,100.39,100.56
100.01,100.11,100.11,100.21,100.27,100.32,100.37,100.39,100.56
100.01,100.11,100.1,100.2,100.26,100.31,100.36,100.38,100.55
100.01,100.1,100.1,100.19,100.25,100.3,100.35,100.36,100.54
100.01,100.1,100.1,100.19,100.25,100.29,100.34,100.36,100.53
100.01,100.1,100.09,100.19,100.24,100.29,100.33,100.35,100.53
100.01,100.09,100.09,100.18,100.23,100.28,100.32,100.34,100.52
100.01,100.09,100.08,100.17,100.22,100.26,100.3,100.33,100.5
100.01,100.09,100.08,100.17,100.22,100.26,100.3,100.32,100.51
100.01,100.1,100.08,100.17,100.23,100.27,100.31,100.34,100.52
100.01,100.1,100.09,100.18,100.24,100.28,100.33,100.35,100.52
100.01,100.1,100.08,100.18,100.24,100.28,100.32,100.34,100.52
100.0,100.09,100.08,100.17,100.23,100.26,100.3,100.33,100.51
100.0,100.08,100.07,100.16,100.22,100.26,100.3,100.32,100.5
100.01,100.09,100.08,100.17,100.23,100.26,100.3,100.33,100.51
100.01,100.09,100.08,100.17,100.23,100.27,100.31,100.33,100.51
100.01,100.09,100.08,100.17,100.23,100.26,100.3,100.33,100.51
100.01,100.09,100.07,100.16,100.22,100.26,100.3,100.32,100.5
100.0,100.09,100.07,100.16,100.22,100.25,100.29,100.31,100.49
100.0,100.08,100.06,100.15,100.21,100.24,100.28,100.3,100.49
100.01,100.08,100.06,100.14,100.2,100.23,100.27,100.29,100.48
100.01,100.08,100.05,100.13,100.19,100.23,100.26,100.28,100.47
100.01,100.08,100.04,100.13,100.18,100.22,100.25,100.27,100.47
100.01,100.07,100.03,100.12,100.17,100.2,100.23,100.25,100.45
100.01,100.06,100.02,100.1,100.15,100.18,100.21,100.23,100.43
100.01,100.06,100.02,100.1,100.15,100.18,100.2,100.22,100.42
100.01,100.06,100.02,100.1,100.15,100.18,100.2,100.22,100.43
100.0,100.06,100.01,100.1,100.14,100.17,100.19,100.21,100.42
100.0,100.05,100.01,100.09,100.13,100.15,100.17,100.2,100.41
100.0,100.05,100.01,100.09,100.13,100.16,100.18,100.2,100.41
100.0,100.06,100.02,100.1,100.15,100.18,100.21,100.23,100.43
100.0,100.07,100.03,100.11,100.16,100.2,100.22,100.24,100.44
100.0,100.06,100.03,100.1,100.15,100.18,100.21,100.23,100.43
100.0,100.05,100.01,100.09,100.13,100.16,100.18,100.2,100.41
99.99,100.05,100.01,100.07,100.12,100.14,100.16,100.19,100.4
100.0,100.04,100.0,100.07,100.11,100.13,100.15,100.18,100.39
100.0,100.04,100.0,100.06,100.11,100.13,100.14,100.17,100.38
100.0,100.04,100.0,100.06,100.1,100.12,100.14,100.17,100.38
100.0,100.05,100.0,100.07,100.12,100.14,100.16,100.19,100.39
100.0,100.06,100.01,100.09,100.13,100.15,100.18,100.21,100.41
100.0,100.06,100.01,100.09,100.13,100.16,100.18,100.22,100.41
100.0,100.06,100.01,100.09,100.13,100.16,100.18,100.22,100.42
100.01,100.06,100.02,100.1,100.14,100.17,100.2,100.23,100.43
100.01,100.06,100.03,100.11,100.16,100.19,100.22,100.25,100.45
100.0,100.07,100.04,100.12,100.17,100.2,100.24,100.27,100.46
100.0,100.07,100.04,100.12,100.17,100.2,100.24,100.27,100.46
100.0,100.07,100.04,100.12,100.17,100.2,100.24,100.27,100.46
100.01,100.07,100.05,100.13,100.18,100.21,100.25,100.28,100.47
100.01,100.08,100.06,100.15,100.19,100.23,100.27,100.29,100.48
100.01,100.08,100.06,100.15,100.2,100.23,100.27,100.3,100.49
100.0,100.08,100.06,100.15,100.2,100.23,100.27,100.3,100.48
100.0,100.08,100.06,100.15,100.2,100.23,100.27,100.29,100.48
100.0,100.08,100.06,100.15,100.2,100.23,100.28,100.3,100.48
100.0,100.09,100.07,100.16,100.21,100.25,100.29,100.31,100.49
100.01,100.09,100.07,100.16,100.22,100.26,100.3,100.32,100.5
100.01,100.09,100.08,100.17,100.22,100.26,100.3,100.33,100.51
100.01,100.09,100.08,100.17,100.23,100.26,100.31,100.33,100.51
100.0,100.09,100.08,100.17,100.23,100.27,100.31,100.33,100.51
100.0,100.09,100.08,100.17,100.23,100.27,100.31,100.33,100.51
100.0,100.09,100.07,100.17,100.22,100.26,100.3,100.32,100.5
100.0,100.08,100.06,100.16,100.21,100.25,100.29,100.31,100.49
100.0,100.08,100.06,100.15,100.2,100.24,100.27,100.3,100.48
100.0,100.07,100.05,100.14,100.2,100.23,100.26,100.29,100.47
100.0,100.07,100.05,100.14,100.19,100.23,100.26,100.29,100.46
100.0,100.07,100.05,100.14,100.19,100.22,100.26,100.28,100.46
100.0,100.07,100.05,100.14,100.19,100.23,100.26,100.29,100.47
100.01,100.08,100.06,100.14,100.2,100.24,100.27,100.3,100.48
100.01,100.08,100.07,100.16,100.21,100.25,100.29,100.32,100.5
100.01,100.09,100.08,100.17,100.23,100.27,100.31,100.33,100.51
100.0,100.09,100.08,100.18,100.24,100.28,100.32,100.35,100.52
100.0,100.09,100.08,100.18,100.24,100.29,100.33,100.36,100.53
100.0,100.1,100.09,100.19,100.25,100.29,100.34,100.37,100.54
100.0,100.1,100.09,100.19,100.26,100.3,100.35,100.38,100.54
100.0,100.1,100.1,100.2,100.26,100.31,100.36,100.38,100.55
100.0,100.1,100.1,100.2,100.26,100.31,100.36,100.38,100.55
100.0,100.1,100.1,100.19,100.26,100.3,100.35,100.37,100.54
100.0,100.1,100.09,100.19,100.25,100.3,100.34,100.36,100.54
100.0,100.1,100.1,100.19,100.25,100.3,100.35,100.37,100.54
100.0,100.1,100.1,100.2,100.26,100.31,100.36,100.38,100.54
100.0,100.1,100.1,100.2,100.26,100.31,100.36,100.38,100.54
100.01,100.1,100.09,100.19,100.25,100.3,100.35,100.37,100.53
100.01,100.1,100.09,100.18,100.25,100.29,100.34,100.36,100.53
100.01,100.1,100.08,100.18,100.25,100.29,100.33,100.35,100.52
100.01,100.1,100.08,100.18,100.25,100.28,100.33,100.35,100.52
100.01,100.09,100.08,100.17,100.24,100.27,100.31,100.34,100.51
100.01,100.09,100.07,100.16,100.22,100.26,100.3,100.32,100.5
100.01,100.09,100.07,100.16,100.21,100.25,100.29,100.31,100.5
100.01,100.09,100.07,100.16,100.21,100.26,100.29,100.32,100.5
100.01,100.09,100.07,100.16,100.22,100.26,100.3,100.32,100.5
100.0,100.09,100.07,100.16,100.22,100.26,100.3,100.32,100.51
100.0,100.09,100.08,100.16,100.23,100.26,100.31,100.33,100.51
100.0,100.09,100.08,100.17,100.23,100.27,100.32,100.34,100.51
100.0,100.09,100.08,100.17,100.23,100.27,100.32,100.34,100.51
100.0,100.09,100.08,100.17,100.23,100.27,100.32,100.34,100.51
100.0,100.09,100.08,100.17,100.24,100.28,100.32,100.34,100.51
100.0,100.09,100.08,100.17,100.24,100.27,100.32,100.33,100.51
100.0,100.08,100.06,100.15,100.22,100.25,100.29,100.31,100.48
100.0,100.07,100.04,100.13,100.19,100.22,100.24,100.27,100.45
100.0,100.06,100.03,100.12,100.17,100.2,100.22,100.25,100.44
100.0,100.07,100.04,100.12,100.18,100.21,100.23,100.26,100.45
100.0,100.07,100.04,100.13,100.18,100.21,100.24,100.26,100.45
100.0,100.07,100.03,100.11,100.16,100.19,100.21,100.24,100.43
100.0,100.06,100.02,100.09,100.14,100.16,100.18,100.21,100.41
100.0,100.05,100.02,100.09,100.13,100.16,100.18,100.21,100.41
100.01,100.06,100.03,100.11,100.16,100.2,100.22,100.25,100.44
100.01,100.08,100.05,100.14,100.19,100.23,100.26,100.28,100.47
100.0,100.08,100.06,100.15,100.2,100.25,100.28,100.3,100.48
100.0,100.08,100.06,100.15,100.21,100.25,100.28,100.3,100.49
100.0,100.08,100.07,100.16,100.21,100.25,100.29,100.31,100.5
100.0,100.09,100.08,100.17,100.23,100.27,100.31,100.33,100.51
100.0,100.09,100.09,100.18,100.24,100.29,100.33,100.35,100.53
100.0,100.1,100.1,100.19,100.26,100.3,100.35,100.37,100.54
100.0,100.1,100.1,100.19,100.26,100.31,100.36,100.38,100.55
100.0,100.1,100.1,100.2,100.27,100.31,100.37,100.38,100.55
100.0,100.11,100.1,100.2,100.27,100.31,100.37,100.38,100.55
100.01,100.1,100.1,100.19,100.26,100.31,100.36,100.37,100.54
100.01,100.1,100.09,100.19,100.25,100.29,100.34,100.36,100.53
100.01,100.09,100.08,100.18,100.24,100.28,100.33,100.35,100.52
100.01,100.09,100.08,100.17,100.24,100.28,100.32,100.34,100.52
100.01,100.09,100.08,100.17,100.23,100.27,100.32,100.33,100.51
100.01,100.09,100.07,100.15,100.21,100.25,100.3,100.31,100.49
100.0,100.07,100.05,100.13,100.19,100.22,100.26,100.27,100.46
100.0,100.06,100.03,100.11,100.16,100.18,100.22,100.24,100.43
100.0,100.05,100.02,100.09,100.14,100.16,100.19,100.22,100.42
100.0,100.05,100.01,100.08,100.13,100.16,100.18,100.21,100.41
100.0,100.05,100.0,100.07,100.12,100.14,100.16,100.19,100.39
100.0,100.05,100.0,100.07,100.11,100.14,100.15,100.18,100.39
100.0,100.05,100.0,100.08,100.12,100.15,100.16,100.19,100.4
100.0,100.06,100.02,100.1,100.14,100.17,100.19,100.22,100.42
100.0,100.06,100.03,100.11,100.16,100.19,100.22,100.25,100.44
100.0,100.07,100.04,100.13,100.18,100.22,100.25,100.28,100.47
100.0,100.08,100.06,100.15,100.21,100.25,100.28,100.31,100.49
100.0,100.09,100.08,100.17,100.23,100.28,100.32,100.34,100.52
100.0,100.1,100.09,100.19,100.25,100.3,100.34,100.36,100.53
100.01,100.1,100.1,100.19,100.26,100.3,100.35,100.37,100.54
100.0,100.1,100.1,100.19,100.26,100.3,100.35,100.37,100.54
100.0,100.1,100.09,100.19,100.26,100.3,100.35,100.37,100.54
100.0,100.1,100.09,100.19,100.25,100.3,100.35,100.37,100.54
100.0,100.09,100.09,100.18,100.24,100.29,100.34,100.36,100.53
100.0,100.09,100.08,100.17,100.24,100.28,100.33,100.35,100.52
100.0,100.09,100.08,100.17,100.24,100.28,100.33,100.35,100.52
100.0,100.09,100.08,100.17,100.23,100.28,100.33,100.34,100.51
100.0,100.09,100.07,100.16,100.22,100.26,100.31,100.32,100.49
100.0,100.07,100.05,100.14,100.19,100.23,100.27,100.29,100.47
100.0,100.06,100.03,100.12,100.17,100.2,100.24,100.26,100.45
100.0,100.06,100.03,100.12,100.16,100.2,100.24,100.26,100.45
100.0,100.06,100.03,100.12,100.17,100.21,100.24,100.27,100.45
100.0,100.07,100.04,100.12,100.17,100.21,100.24,100.27,100.46
100.0,100.07,100.04,100.12,100.17,100.21,100.24,100.27,100.46
100.0,100.07,100.04,100.12,100.18,100.21,100.25,100.28,100.47
100.0,100.08,100.05,100.14,100.19,100.23,100.27,100.3,100.48
100.0,100.08,100.07,100.15,100.21,100.25,100.3,100.32,100.51
100.01,100.09,100.08,100.16,100.22,100.27,100.31,100.34,100.52
100.01,100.09,100.08,100.17,100.23,100.27,100.32,100.34,100.53
