gas_ftir_scan24_replicate1,gas_ftir_scan24_replicate2,gas_ftir_scan24_replicate3,gas_ftir_scan24_replicate4,gas_ftir_scan24_replicate5,gas_ftir_scan24_replicate6,gas_ftir_scan24_replicate7,gas_ftir_scan24_replicate8,gas_ftir_scan24_replicate9
139.05,129.74,120.14,130.75,100.94,100.89,93.35,98.47,100.32
139.06,129.75,120.14,130.75,100.94,100.89,93.35,98.47,100.32
139.07,129.76,120.15,130.76,100.94,100.89,93.35,98.47,100.32
139.08,129.77,120.15,130.77,100.94,100.89,93.35,98.47,100.32
139.09,129.78,120.16,130.78,100.94,100.89,93.35,98.47,100.32
139.11,129.79,120.17,130.78,100.94,100.89,93.36,98.47,100.32
139.12,129.8,120.18,130.79,100.94,100.89,93.36,98.47,100.32
139.13,129.81,120.18,130.8,100.94,100.89,93.36,98.47,100.32
139.14,129.81,120.19,130.8,100.94,100.89,93.36,98.47,100.32
139.16,129.82,120.19,130.81,100.94,100.89,93.36,98.47,100.32
139.17,129.83,120.2,130.82,100.94,100.89,93.36,98.47,100.32
139.18,129.84,120.2,130.83,100.94,100.89,93.36,98.47,100.32
139.19,129.85,120.2,130.83,100.94,100.89,93.36,98.47,100.31
139.2,129.86,120.21,130.84,100.94,100.89,93.36,98.47,100.31
139.21,129.86,120.21,130.84,100.93,100.89,93.36,98.47,100.31
139.22,129.87,120.22,130.85,100.93,100.89,93.36,98.47,100.31
139.23,129.87,120.22,130.85,100.93,100.89,93.36,98.47,100.31
139.24,129.88,120.22,130.86,100.93,100.89,93.36,98.47,100.31
139.25,129.88,120.22,130.86,100.93,100.89,93.36,98.47,100.31
139.26,129.89,120.21,130.86,100.93,100.89,93.36,98.47,100.31
139.26,129.89,120.21,130.86,100.93,100.89,93.36,98.47,100.31
139.27,129.89,120.21,130.86,100.94,100.89,93.36,98.47,100.31
139.27,129.88,120.21,130.86,100.94,100.89,93.36,98.47,100.31
139.27,129.88,120.21,130.86,100.94,100.89,93.36,98.47,100.31
139.27,129.88,120.21,130.86,100.94,100.89,93.36,98.47,100.31
139.27,129.87,120.2,130.86,100.94,100.89,93.36,98.47,100.31
139.27,129.87,120.2,130.86,100.94,100.89,93.35,98.47,100.31
139.27,129.87,120.19,130.85,100.94,100.89,93.35,98.47,100.31
139.28,129.87,120.19,130.85,100.94,100.89,93.35,98.48,100.31
139.28,129.86,120.19,130.85,100.94,100.89,93.35,98.48,100.31
139.28,129.86,120.19,130.85,100.94,100.89,93.35,98.48,100.31
139.29,129.86,120.19,130.85,100.94,100.89,93.34,98.47,100.31
139.3,129.87,120.19,130.85,100.94,100.89,93.34,98.47,100.31
139.3,129.87,120.19,130.86,100.94,100.89,93.34,98.47,100.32
139.31,129.87,120.18,130.86,100.94,100.89,93.34,98.47,100.32
139.32,129.87,120.18,130.86,100.94,100.89,93.33,98.47,100.32
139.33,129.87,120.18,130.86,100.94,100.89,93.33,98.47,100.32
139.33,129.87,120.18,130.87,100.94,100.89,93.33,98.47,100.32
139.34,129.87,120.18,130.87,100.94,100.9,93.33,98.47,100.32
139.34,129.87,120.18,130.87,100.94,100.9,93.33,98.47,100.32
139.34,129.87,120.18,130.87,100.94,100.9,93.33,98.47,100.32
139.34,129.87,120.18,130.86,100.94,100.9,93.33,98.47,100.32
139.33,129.87,120.18,130.86,100.94,100.9,93.33,98.47,100.32
139.32,129.86,120.18,130.86,100.94,100.89,93.33,98.47,100.32
139.32,129.86,120.17,130.85,100.94,100.89,93.33,98.47,100.32
139.31,129.85,120.17,130.85,100.94,100.9,93.33,98.46,100.32
139.31,129.85,120.17,130.85,100.94,100.9,93.33,98.46,100.32
139.31,129.85,120.17,130.85,100.94,100.9,93.33,98.46,100.32
139.3,129.85,120.18,130.85,100.94,100.89,93.33,98.46,100.32
139.3,129.85,120.18,130.85,100.94,100.89,93.33,98.46,100.32
139.3,129.85,120.18,130.86,100.94,100.89,93.33,98.46,100.32
139.29,129.86,120.19,130.86,100.94,100.89,93.33,98.46,100.32
139.29,129.86,120.19,130.86,100.94,100.89,93.34,98.46,100.32
139.3,129.87,120.2,130.87,100.94,100.89,93.34,98.46,100.32
139.3,129.88,120.2,130.87,100.94,100.89,93.34,98.46,100.32
139.3,129.88,120.21,130.88,100.94,100.89,93.34,98.46,100.32
139.31,129.89,120.21,130.88,100.94,100.89,93.34,98.46,100.32
139.31,129.89,120.22,130.89,100.94,100.89,93.34,98.47,100.32
139.32,129.9,120.22,130.89,100.94,100.89,93.35,98.47,100.32
139.32,129.9,120.23,130.89,100.94,100.89,93.35,98.47,100.32
139.32,129.91,120.23,130.89,100.94,100.89,93.35,98.47,100.32
139.32,129.91,120.23,130.89,100.94,100.89,93.35,98.47,100.32
139.32,129.91,120.23,130.89,100.94,100.89,93.35,98.47,100.32
139.31,129.91,120.23,130.89,100.94,100.89,93.35,98.47,100.32
139.3,129.91,120.23,130.88,100.94,100.89,93.35,98.47,100.31
139.29,129.91,120.23,130.88,100.94,100.89,93.35,98.47,100.32
139.29,129.91,120.23,130.88,100.94,100.89,93.35,98.47,100.32
139.29,129.91,120.23,130.89,100.94,100.89,93.35,98.47,100.32
139.29,129.91,120.23,130.89,100.94,100.89,93.36,98.47,100.32
139.29,129.91,120.23,130.89,100.94,100.89,93.35,98.47,100.32
139.29,129.91,120.23,130.89,100.94,100.89,93.35,98.47,100.32
139.29,129.91,120.22,130.89,100.94,100.89,93.35,98.47,100.32
139.29,129.9,120.22,130.89,100.94,100.89,93.35,98.47,100.31
139.29,129.9,120.22,130.88,100.94,100.89,93.35,98.47,100.31
139.28,129.9,120.22,130.88,100.94,100.89,93.35,98.47,100.31
139.28,129.89,120.21,130.88,100.94,100.89,93.35,98.47,100.32
139.28,129.89,120.21,130.88,100.94,100.89,93.35,98.47,100.32
139.27,129.88,120.21,130.87,100.94,100.89,93.35,98.47,100.32
139.27,129.88,120.2,130.87,100.94,100.89,93.35,98.47,100.32
139.27,129.88,120.2,130.86,100.94,100.89,93.35,98.47,100.32
139.27,129.88,120.2,130.87,100.94,100.89,93.34,98.47,100.32
139.27,129.88,120.2,130.87,100.94,100.89,93.34,98.47,100.32
139.28,129.88,120.2,130.87,100.94,100.89,93.34,98.47,100.32
139.28,129.88,120.2,130.88,100.94,100.89,93.34,98.47,100.32
139.29,129.88,120.2,130.88,100.94,100.89,93.34,98.47,100.32
139.29,129.88,120.2,130.88,100.94,100.89,93.33,98.47,100.32
139.28,129.88,120.2,130.87,100.94,100.89,93.33,98.47,100.32
139.28,129.88,120.19,130.87,100.94,100.89,93.33,98.47,100.32
139.29,129.88,120.19,130.87,100.94,100.89,93.33,98.47,100.32
139.29,129.89,120.19,130.88,100.94,100.89,93.33,98.47,100.32
139.3,129.89,120.19,130.88,100.94,100.89,93.33,98.47,100.32
139.31,129.9,120.2,130.88,100.94,100.89,93.33,98.47,100.32
139.31,129.9,120.2,130.89,100.94,100.9,93.33,98.47,100.32
139.32,129.9,120.2,130.89,100.94,100.9,93.33,98.47,100.32
139.32,129.91,120.21,130.89,100.94,100.9,93.33,98.46,100.32
139.32,129.91,120.22,130.89,100.94,100.89,93.33,98.46,100.32
139.32,129.91,120.22,130.89,100.94,100.89,93.33,98.46,100.32
139.33,129.92,120.22,130.89,100.94,100.89,93.33,98.46,100.32
139.33,129.93,120.23,130.89,100.94,100.89,93.33,98.46,100.32
139.34,129.93,120.23,130.9,100.94,100.89,93.33,98.46,100.32
139.36,129.94,120.24,130.91,100.94,100.89,93.33,98.46,100.32
139.37,129.96,120.25,130.92,100.94,100.89,93.33,98.46,100.32
139.39,129.97,120.26,130.93,100.94,100.89,93.33,98.46,100.32
139.41,129.99,120.27,130.94,100.94,100.89,93.33,98.46,100.32
139.43,130.0,120.28,130.95,100.94,100.89,93.33,98.46,100.32
139.46,130.02,120.28,130.97,100.94,100.89,93.34,98.46,100.32
139.47,130.03,120.29,130.98,100.94,100.89,93.34,98.46,100.31
139.49,130.04,120.3,130.99,100.94,100.89,93.34,98.46,100.31
139.51,130.06,120.31,131.0,100.94,100.89,93.34,98.46,100.31
139.52,130.07,120.32,131.01,100.94,100.89,93.34,98.46,100.32
139.54,130.09,120.33,131.02,100.94,100.89,93.35,98.46,100.32
139.56,130.11,120.34,131.03,100.94,100.89,93.35,98.46,100.32
139.59,130.12,120.35,131.04,100.94,100.89,93.35,98.47,100.31
139.6,130.13,120.36,131.05,100.94,100.89,93.35,98.47,100.31
139.62,130.14,120.36,131.06,100.94,100.89,93.35,98.47,100.31
139.63,130.15,120.36,131.06,100.94,100.89,93.35,98.47,100.31
139.64,130.15,120.36,131.06,100.94,100.89,93.35,98.47,100.32
139.65,130.16,120.37,131.06,100.93,100.89,93.35,98.47,100.32
139.65,130.16,120.37,131.06,100.93,100.88,93.35,98.47,100.32
139.66,130.17,120.37,131.07,100.93,100.88,93.35,98.47,100.32
139.67,130.17,120.37,131.07,100.93,100.89,93.35,98.47,100.32
139.67,130.17,120.37,131.07,100.93,100.89,93.35,98.47,100.32
139.68,130.18,120.37,131.08,100.94,100.89,93.35,98.47,100.31
139.69,130.18,120.37,131.08,100.94,100.89,93.35,98.47,100.31
139.7,130.18,120.37,131.08,100.94,100.89,93.35,98.47,100.32
139.71,130.18,120.37,131.08,100.94,100.89,93.35,98.47,100.32
139.72,130.18,120.37,131.08,100.94,100.89,93.35,98.47,100.32
139.73,130.19,120.37,131.08,100.94,100.89,93.35,98.47,100.32
139.74,130.19,120.37,131.09,100.94,100.89,93.35,98.47,100.32
139.76,130.2,120.37,131.09,100.94,100.89,93.34,98.47,100.32
139.77,130.21,120.37,131.09,100.94,100.89,93.34,98.47,100.32
139.79,130.22,120.37,131.1,100.94,100.89,93.34,98.47,100.32
139.8,130.22,120.37,131.1,100.94,100.89,93.34,98.47,100.32
139.82,130.23,120.37,131.1,100.94,100.89,93.33,98.47,100.32
139.84,130.24,120.38,131.1,100.94,100.89,93.33,98.47,100.32
139.85,130.25,120.38,131.11,100.94,100.89,93.33,98.46,100.32
139.86,130.25,120.38,131.11,100.94,100.89,93.32,98.46,100.32
139.87,130.26,120.39,131.11,100.94,100.89,93.32,98.46,100.32
139.88,130.27,120.39,131.12,100.94,100.9,93.32,98.46,100.32
139.88,130.27,120.39,131.12,100.94,100.9,93.31,98.46,100.32
139.89,130.28,120.39,131.12,100.94,100.9,93.31,98.46,100.32
139.9,130.28,120.39,131.13,100.94,100.9,93.31,98.46,100.32
139.91,130.28,120.4,131.13,100.94,100.9,93.31,98.46,100.32
139.92,130.29,120.4,131.14,100.94,100.9,93.31,98.46,100.32
139.92,130.29,120.4,131.14,100.94,100.9,93.31,98.46,100.32
139.92,130.29,120.4,131.14,100.94,100.9,93.31,98.46,100.32
139.92,130.29,120.4,131.14,100.94,100.9,93.31,98.46,100.32
139.92,130.29,120.4,131.14,100.94,100.9,93.31,98.46,100.32
139.91,130.29,120.4,131.14,100.95,100.9,93.31,98.46,100.32
139.91,130.29,120.4,131.13,100.95,100.9,93.31,98.46,100.32
139.9,130.29,120.4,131.13,100.95,100.9,93.31,98.46,100.32
139.9,130.29,120.41,131.13,100.95,100.9,93.31,98.46,100.32
139.9,130.29,120.41,131.13,100.94,100.9,93.32,98.46,100.32
139.9,130.3,120.41,131.14,100.94,100.9,93.32,98.46,100.32
139.9,130.3,120.42,131.14,100.94,100.9,93.32,98.46,100.32
139.9,130.3,120.42,131.14,100.94,100.9,93.32,98.46,100.32
139.9,130.31,120.42,131.15,100.94,100.9,93.32,98.46,100.32
139.9,130.31,120.43,131.15,100.94,100.9,93.32,98.46,100.32
139.9,130.31,120.43,131.16,100.94,100.9,93.33,98.46,100.32
139.9,130.31,120.43,131.16,100.94,100.9,93.33,98.46,100.32
139.89,130.31,120.43,131.16,100.94,100.9,93.33,98.46,100.32
139.89,130.32,120.43,131.16,100.94,100.9,93.33,98.46,100.32
139.88,130.32,120.43,131.16,100.94,100.9,93.34,98.46,100.32
139.88,130.32,120.44,131.16,100.94,100.89,93.34,98.46,100.32
139.88,130.32,120.44,131.16,100.94,100.89,93.34,98.46,100.32
139.88,130.32,120.44,131.16,100.94,100.89,93.34,98.46,100.32
139.87,130.32,120.44,131.16,100.94,100.89,93.34,98.46,100.32
139.87,130.32,120.45,131.16,100.94,100.89,93.34,98.46,100.32
139.88,130.32,120.45,131.16,100.94,100.89,93.34,98.46,100.32
139.88,130.32,120.45,131.16,100.94,100.89,93.35,98.46,100.32
139.88,130.33,120.45,131.16,100.94,100.89,93.35,98.46,100.32
139.88,130.33,120.45,131.16,100.94,100.89,93.35,98.46,100.32
139.88,130.33,120.45,131.15,100.94,100.89,93.35,98.46,100.32
139.88,130.33,120.45,131.15,100.94,100.89,93.35,98.47,100.32
139.87,130.33,120.45,131.15,100.94,100.89,93.35,98.47,100.32
139.87,130.32,120.45,131.15,100.94,100.89,93.35,98.47,100.32
139.88,130.32,120.45,131.15,100.94,100.89,93.35,98.47,100.32
139.88,130.32,120.45,131.15,100.94,100.89,93.35,98.47,100.32
139.89,130.33,120.45,131.15,100.94,100.89,93.35,98.47,100.32
139.89,130.33,120.45,131.16,100.94,100.89,93.35,98.47,100.32
139.9,130.33,120.45,131.15,100.94,100.89,93.34,98.47,100.32
139.89,130.33,120.44,131.15,100.94,100.89,93.34,98.47,100.32
139.89,130.32,120.44,131.14,100.94,100.89,93.34,98.47,100.32
139.89,130.32,120.44,131.14,100.94,100.89,93.34,98.47,100.32
139.88,130.32,120.43,131.14,100.94,100.89,93.33,98.47,100.32
139.89,130.32,120.43,131.13,100.94,100.89,93.33,98.47,100.32
139.89,130.32,120.43,131.13,100.94,100.89,93.33,98.47,100.32
139.89,130.32,120.42,131.13,100.94,100.89,93.33,98.47,100.32
139.89,130.31,120.42,131.13,100.94,100.89,93.33,98.47,100.32
139.89,130.31,120.42,131.12,100.94,100.89,93.33,98.47,100.32
139.89,130.3,120.41,131.12,100.94,100.89,93.33,98.47,100.32
139.88,130.3,120.41,131.12,100.94,100.89,93.33,98.46,100.32
139.88,130.3,120.41,131.11,100.94,100.89,93.33,98.46,100.32
139.88,130.29,120.41,131.11,100.94,100.89,93.32,98.46,100.32
139.88,130.29,120.4,131.1,100.94,100.89,93.32,98.46,100.32
139.88,130.28,120.4,131.1,100.94,100.89,93.32,98.46,100.32
139.88,130.28,120.4,131.1,100.94,100.89,93.32,98.46,100.32
139.87,130.28,120.4,131.1,100.94,100.89,93.32,98.46,100.32
139.87,130.28,120.4,131.09,100.94,100.89,93.32,98.46,100.32
139.87,130.28,120.4,131.09,100.94,100.89,93.32,98.46,100.32
139.86,130.27,120.4,131.09,100.94,100.89,93.32,98.46,100.32
139.86,130.27,120.4,131.08,100.94,100.89,93.32,98.46,100.32
139.86,130.27,120.4,131.08,100.94,100.89,93.32,98.46,100.32
139.86,130.27,120.4,131.08,100.94,100.89,93.32,98.46,100.32
139.86,130.28,120.4,131.08,100.94,100.89,93.32,98.46,100.32
139.86,130.28,120.41,131.07,100.94,100.89,93.33,98.46,100.32
139.86,130.28,120.41,131.08,100.94,100.89,93.33,98.46,100.32
139.87,130.29,120.42,131.08,100.94,100.89,93.33,98.46,100.32
139.88,130.29,120.42,131.08,100.94,100.89,93.33,98.46,100.32
139.88,130.29,120.42,131.09,100.94,100.89,93.33,98.46,100.32
139.89,130.3,120.42,131.09,100.94,100.89,93.33,98.46,100.32
139.89,130.3,120.42,131.09,100.94,100.89,93.33,98.46,100.32
139.89,130.3,120.43,131.09,100.94,100.89,93.33,98.46,100.32
139.89,130.3,120.43,131.08,100.94,100.89,93.33,98.46,100.31
139.89,130.3,120.43,131.08,100.94,100.89,93.33,98.46,100.31
139.89,130.31,120.43,131.09,100.94,100.89,93.33,98.46,100.31
139.9,130.31,120.43,131.09,100.94,100.89,93.34,98.46,100.31
139.9,130.31,120.43,131.09,100.94,100.89,93.34,98.46,100.31
139.9,130.31,120.43,131.09,100.94,100.89,93.34,98.46,100.32
139.9,130.31,120.43,131.09,100.94,100.89,93.34,98.46,100.32
139.9,130.31,120.43,131.08,100.94,100.89,93.34,98.46,100.32
139.9,130.31,120.43,131.08,100.94,100.89,93.34,98.46,100.32
139.91,130.31,120.43,131.08,100.94,100.89,93.34,98.46,100.32
139.91,130.31,120.43,131.08,100.94,100.89,93.34,98.46,100.32
139.9,130.31,120.43,131.08,100.94,100.89,93.34,98.46,100.32
139.9,130.31,120.43,131.08,100.94,100.89,93.34,98.46,100.32
139.9,130.31,120.43,131.08,100.94,100.89,93.34,98.46,100.32
139.91,130.31,120.43,131.09,100.94,100.89,93.33,98.46,100.32
139.91,130.31,120.43,131.09,100.94,100.89,93.33,98.46,100.32
139.92,130.31,120.43,131.09,100.94,100.89,93.33,98.46,100.32
139.92,130.31,120.43,131.09,100.94,100.89,93.33,98.46,100.32
139.92,130.31,120.43,131.09,100.94,100.89,93.33,98.46,100.32
139.92,130.31,120.42,131.09,100.94,100.89,93.33,98.46,100.32
139.92,130.31,120.42,131.09,100.94,100.89,93.33,98.46,100.32
139.91,130.3,120.42,131.09,100.94,100.89,93.33,98.46,100.32
139.9,130.3,120.42,131.09,100.94,100.89,93.32,98.46,100.32
139.9,130.3,120.41,131.08,100.94,100.89,93.32,98.46,100.32
139.89,130.29,120.41,131.08,100.94,100.89,93.32,98.46,100.32
139.89,130.29,120.4,131.07,100.94,100.89,93.32,98.46,100.32
139.89,130.28,120.4,131.07,100.94,100.89,93.32,98.46,100.32
139.89,130.28,120.4,131.07,100.94,100.89,93.31,98.46,100.32
139.89,130.28,120.39,131.07,100.94,100.89,93.31,98.46,100.32
139.88,130.27,120.39,131.07,100.94,100.89,93.31,98.45,100.32
139.88,130.27,120.39,131.07,100.94,100.89,93.3,98.45,100.32
139.88,130.27,120.39,131.07,100.94,100.89,93.3,98.45,100.32
139.88,130.27,120.39,131.07,100.94,100.89,93.3,98.45,100.32
139.87,130.26,120.39,131.06,100.94,100.89,93.3,98.45,100.32
139.87,130.26,120.39,131.06,100.94,100.9,93.3,98.45,100.32
139.87,130.26,120.39,131.06,100.95,100.9,93.29,98.45,100.32
139.87,130.26,120.39,131.06,100.95,100.9,93.29,98.45,100.32
139.86,130.26,120.39,131.06,100.95,100.9,93.29,98.45,100.32
139.86,130.26,120.39,131.06,100.95,100.9,93.3,98.45,100.32
139.86,130.26,120.39,131.06,100.95,100.9,93.3,98.45,100.32
139.86,130.26,120.39,131.06,100.95,100.9,93.3,98.45,100.32
139.86,130.27,120.39,131.07,100.95,100.9,93.31,98.45,100.32
139.86,130.27,120.4,131.07,100.95,100.9,93.31,98.45,100.32
139.87,130.27,120.4,131.08,100.95,100.9,93.31,98.45,100.32
139.87,130.28,120.4,131.08,100.94,100.9,93.32,98.45,100.32
139.87,130.28,120.41,131.08,100.94,100.9,93.32,98.45,100.32
139.88,130.28,120.41,131.09,100.94,100.9,93.32,98.45,100.32
139.88,130.29,120.41,131.09,100.94,100.9,93.32,98.45,100.32
139.88,130.29,120.42,131.09,100.94,100.9,93.33,98.45,100.32
139.88,130.29,120.42,131.09,100.94,100.89,93.33,98.46,100.32
139.88,130.3,120.42,131.09,100.94,100.89,93.33,98.46,100.32
139.87,130.3,120.42,131.08,100.94,100.89,93.33,98.46,100.32
139.87,130.3,120.42,131.08,100.94,100.89,93.33,98.46,100.32
139.87,130.31,120.43,131.09,100.94,100.89,93.34,98.46,100.32
139.87,130.31,120.43,131.09,100.94,100.89,93.34,98.46,100.32
139.88,130.31,120.43,131.09,100.94,100.89,93.34,98.46,100.32
139.88,130.31,120.43,131.09,100.94,100.89,93.34,98.46,100.32
139.87,130.31,120.43,131.09,100.94,100.89,93.34,98.46,100.32
139.87,130.31,120.43,131.08,100.94,100.89,93.34,98.46,100.32
139.87,130.31,120.44,131.08,100.94,100.89,93.34,98.46,100.32
139.87,130.31,120.44,131.08,100.94,100.89,93.34,98.46,100.32
139.87,130.31,120.44,131.08,100.94,100.89,93.34,98.46,100.31
139.87,130.32,120.44,131.08,100.94,100.89,93.34,98.46,100.31
139.87,130.32,120.44,131.09,100.94,100.89,93.34,98.46,100.31
139.88,130.32,120.44,131.09,100.94,100.89,93.34,98.46,100.31
139.88,130.32,120.44,131.09,100.94,100.89,93.34,98.46,100.31
139.88,130.32,120.44,131.1,100.94,100.89,93.34,98.46,100.31
139.88,130.32,120.44,131.1,100.94,100.89,93.34,98.46,100.31
139.88,130.32,120.44,131.09,100.94,100.89,93.34,98.47,100.31
139.88,130.32,120.44,131.09,100.94,100.89,93.35,98.47,100.31
139.88,130.32,120.44,131.09,100.94,100.88,93.35,98.47,100.31
139.88,130.32,120.44,131.09,100.94,100.88,93.35,98.47,100.31
139.88,130.32,120.44,131.09,100.94,100.89,93.35,98.47,100.31
139.88,130.32,120.44,131.09,100.94,100.89,93.34,98.47,100.31
139.88,130.31,120.44,131.09,100.94,100.89,93.34,98.47,100.31
139.88,130.31,120.43,131.09,100.94,100.89,93.34,98.47,100.31
139.88,130.31,120.43,131.09,100.94,100.89,93.35,98.47,100.32
139.89,130.31,120.43,131.09,100.94,100.89,93.35,98.47,100.31
139.89,130.31,120.43,131.09,100.94,100.89,93.35,98.47,100.31
139.9,130.31,120.43,131.09,100.94,100.89,93.35,98.47,100.31
139.9,130.32,120.43,131.1,100.94,100.89,93.36,98.48,100.31
139.91,130.32,120.42,131.1,100.94,100.89,93.36,98.48,100.31
139.91,130.32,120.42,131.1,100.94,100.89,93.36,98.48,100.31
139.91,130.32,120.42,131.1,100.94,100.89,93.36,98.48,100.31
139.91,130.32,120.42,131.1,100.94,100.89,93.37,98.48,100.31
139.91,130.31,120.42,131.1,100.94,100.89,93.37,98.48,100.31
139.91,130.31,120.42,131.09,100.94,100.89,93.37,98.48,100.31
139.9,130.3,120.41,131.09,100.94,100.89,93.37,98.48,100.31
139.9,130.3,120.41,131.08,100.94,100.89,93.36,98.48,100.31
139.89,130.29,120.4,131.07,100.94,100.89,93.36,98.47,100.32
139.88,130.28,120.4,131.07,100.94,100.89,93.36,98.47,100.32
139.88,130.28,120.39,131.06,100.94,100.89,93.35,98.47,100.32
139.87,130.27,120.39,131.06,100.94,100.89,93.35,98.47,100.32
139.87,130.27,120.38,131.05,100.94,100.89,93.34,98.47,100.32
139.87,130.26,120.38,131.05,100.94,100.89,93.34,98.47,100.32
139.87,130.26,120.38,131.05,100.94,100.89,93.34,98.46,100.32
139.86,130.25,120.38,131.05,100.94,100.89,93.33,98.46,100.32
139.86,130.25,120.38,131.05,100.94,100.9,93.33,98.46,100.32
139.86,130.25,120.38,131.05,100.94,100.9,93.33,98.46,100.32
139.87,130.25,120.38,131.05,100.94,100.9,93.33,98.46,100.32
139.87,130.25,120.38,131.05,100.94,100.9,93.33,98.46,100.32
139.87,130.25,120.38,131.05,100.94,100.9,93.33,98.46,100.32
139.87,130.26,120.38,131.05,100.94,100.89,93.33,98.46,100.32
139.87,130.26,120.38,131.05,100.94,100.89,93.33,98.46,100.32
139.87,130.26,120.39,131.05,100.94,100.89,93.33,98.46,100.32
139.87,130.26,120.39,131.06,100.94,100.89,93.33,98.45,100.32
139.87,130.27,120.39,131.06,100.94,100.89,93.33,98.45,100.32
139.87,130.27,120.4,131.06,100.94,100.89,93.33,98.45,100.32
139.87,130.27,120.4,131.07,100.94,100.89,93.33,98.45,100.32
139.87,130.28,120.4,131.07,100.94,100.89,93.33,98.45,100.32
139.87,130.28,120.41,131.07,100.94,100.89,93.33,98.46,100.32
139.88,130.29,120.41,131.08,100.94,100.89,93.33,98.46,100.32
139.88,130.3,120.41,131.08,100.94,100.89,93.34,98.46,100.32
139.88,130.3,120.42,131.08,100.94,100.89,93.34,98.46,100.32
139.88,130.3,120.42,131.08,100.94,100.89,93.34,98.46,100.32
139.88,130.3,120.42,131.08,100.94,100.89,93.34,98.46,100.32
139.88,130.3,120.42,131.08,100.94,100.89,93.34,98.46,100.32
139.88,130.3,120.42,131.08,100.94,100.89,93.34,98.46,100.32
139.88,130.3,120.42,131.08,100.94,100.89,93.34,98.46,100.32
139.88,130.3,120.42,131.08,100.94,100.89,93.34,98.46,100.32
139.87,130.3,120.42,131.07,100.94,100.89,93.34,98.46,100.32
139.87,130.3,120.42,131.07,100.94,100.89,93.33,98.46,100.32
139.86,130.3,120.41,131.07,100.94,100.89,93.33,98.46,100.32
139.86,130.29,120.41,131.07,100.94,100.89,93.33,98.46,100.32
139.86,130.29,120.41,131.07,100.94,100.89,93.33,98.46,100.32
139.85,130.29,120.41,131.07,100.94,100.89,93.33,98.46,100.32
139.85,130.28,120.4,131.06,100.94,100.89,93.33,98.46,100.32
139.84,130.28,120.4,131.06,100.94,100.89,93.32,98.46,100.32
139.84,130.27,120.39,131.05,100.94,100.89,93.32,98.46,100.32
139.83,130.26,120.39,131.04,100.94,100.89,93.32,98.46,100.32
139.82,130.26,120.38,131.04,100.94,100.89,93.32,98.46,100.32
139.82,130.25,120.38,131.03,100.94,100.89,93.31,98.46,100.32
139.82,130.25,120.37,131.03,100.95,100.9,93.31,98.46,100.32
139.82,130.25,120.37,131.03,100.95,100.9,93.31,98.46,100.32
139.82,130.24,120.37,131.03,100.95,100.9,93.31,98.46,100.32
139.82,130.24,120.37,131.03,100.94,100.9,93.31,98.46,100.32
139.82,130.24,120.36,131.03,100.95,100.9,93.31,98.46,100.32
139.82,130.23,120.36,131.03,100.95,100.9,93.31,98.46,100.32
139.82,130.23,120.35,131.02,100.95,100.9,93.3,98.46,100.32
139.81,130.22,120.35,131.02,100.95,100.9,93.3,98.46,100.32
139.81,130.22,120.35,131.02,100.95,100.9,93.3,98.46,100.32
139.81,130.22,120.35,131.02,100.95,100.9,93.3,98.46,100.32
139.8,130.22,120.35,131.02,100.94,100.9,93.3,98.46,100.32
139.8,130.22,120.35,131.02,100.94,100.9,93.3,98.46,100.32
139.8,130.22,120.35,131.02,100.95,100.9,93.3,98.46,100.32
139.8,130.22,120.35,131.02,100.95,100.9,93.3,98.46,100.32
139.8,130.23,120.36,131.02,100.95,100.9,93.31,98.46,100.32
139.81,130.23,120.36,131.03,100.94,100.9,93.31,98.46,100.32
139.81,130.23,120.37,131.03,100.94,100.9,93.31,98.46,100.32
139.81,130.24,120.37,131.03,100.94,100.9,93.32,98.46,100.32
139.81,130.25,120.38,131.04,100.94,100.9,93.32,98.46,100.32
139.82,130.25,120.39,131.04,100.94,100.9,93.32,98.46,100.32
139.82,130.26,120.39,131.05,100.94,100.9,93.33,98.47,100.32
139.83,130.27,120.4,131.06,100.94,100.9,93.33,98.47,100.32
139.83,130.28,120.4,131.06,100.94,100.9,93.34,98.47,100.32
139.83,130.28,120.4,131.06,100.94,100.89,93.34,98.47,100.32
139.83,130.29,120.4,131.06,100.94,100.89,93.35,98.47,100.32
139.84,130.29,120.4,131.06,100.94,100.89,93.35,98.47,100.31
139.84,130.29,120.4,131.06,100.94,100.89,93.35,98.46,100.31
139.84,130.29,120.41,131.06,100.94,100.89,93.35,98.46,100.31
139.83,130.29,120.41,131.06,100.94,100.89,93.35,98.46,100.31
139.83,130.29,120.41,131.06,100.94,100.89,93.35,98.46,100.31
139.83,130.29,120.41,131.06,100.94,100.89,93.35,98.46,100.31
139.82,130.29,120.41,131.05,100.94,100.89,93.35,98.46,100.31
139.82,130.28,120.41,131.05,100.94,100.89,93.35,98.46,100.31
139.81,130.28,120.41,131.04,100.94,100.89,93.35,98.46,100.31
139.81,130.28,120.41,131.04,100.94,100.89,93.35,98.46,100.31
139.81,130.28,120.41,131.04,100.94,100.89,93.35,98.46,100.31
139.81,130.28,120.41,131.04,100.94,100.89,93.35,98.46,100.31
139.81,130.28,120.41,131.04,100.94,100.89,93.35,98.46,100.31
139.81,130.28,120.41,131.04,100.94,100.89,93.35,98.46,100.31
