gas_ftir_scan64_replicate1,gas_ftir_scan64_replicate2,gas_ftir_scan64_replicate3,gas_ftir_scan64_replicate4,gas_ftir_scan64_replicate5,gas_ftir_scan64_replicate6,gas_ftir_scan64_replicate7,gas_ftir_scan64_replicate8,gas_ftir_scan64_replicate9,gas_ftir_scan64_replicate10,gas_ftir_scan64_replicate11,gas_ftir_scan64_replicate12,gas_ftir_scan64_replicate13
134.75,135.25,129.15,129.69,130.3,130.89,104.92,105.06,100.07,99.9,91.5,100.24,98.76
134.75,135.25,129.15,129.69,130.3,130.89,104.92,105.06,100.07,99.9,91.5,100.24,98.76
134.75,135.25,129.15,129.69,130.3,130.89,104.92,105.06,100.07,99.9,91.5,100.24,98.77
134.75,135.25,129.15,129.69,130.3,130.89,104.92,105.06,100.07,99.9,91.5,100.24,98.77
134.75,135.25,129.15,129.69,130.3,130.89,104.92,105.06,100.07,99.9,91.5,100.24,98.77
134.75,135.25,129.15,129.69,130.3,130.89,104.92,105.06,100.07,99.9,91.5,100.24,98.77
134.75,135.25,129.15,129.69,130.31,130.89,104.92,105.06,100.07,99.9,91.5,100.24,98.78
134.75,135.25,129.16,129.69,130.31,130.89,104.92,105.06,100.07,99.9,91.5,100.24,98.78
134.76,135.25,129.16,129.69,130.31,130.89,104.92,105.06,100.07,99.9,91.51,100.24,98.78
134.76,135.25,129.16,129.69,130.31,130.89,104.92,105.06,100.07,99.9,91.51,100.24,98.78
134.75,135.25,129.15,129.69,130.31,130.89,104.92,105.06,100.07,99.9,91.51,100.24,98.78
134.75,135.25,129.15,129.69,130.3,130.89,104.91,105.05,100.07,99.9,91.51,100.24,98.78
134.75,135.25,129.15,129.68,130.3,130.88,104.91,105.05,100.06,99.9,91.51,100.24,98.78
134.75,135.25,129.15,129.68,130.3,130.88,104.91,105.05,100.06,99.9,91.52,100.24,98.78
134.75,135.25,129.15,129.68,130.3,130.88,104.91,105.05,100.06,99.9,91.52,100.24,98.78
134.76,135.25,129.15,129.68,130.31,130.89,104.91,105.05,100.06,99.9,91.52,100.24,98.78
134.76,135.25,129.16,129.69,130.31,130.89,104.91,105.05,100.06,99.9,91.52,100.24,98.77
134.76,135.26,129.16,129.69,130.31,130.89,104.91,105.05,100.06,99.9,91.52,100.24,98.77
134.76,135.26,129.16,129.69,130.31,130.89,104.91,105.05,100.06,99.9,91.53,100.24,98.77
134.77,135.26,129.16,129.69,130.31,130.89,104.91,105.05,100.06,99.9,91.53,100.24,98.76
134.77,135.26,129.16,129.69,130.31,130.89,104.91,105.05,100.06,99.9,91.53,100.24,98.76
134.77,135.26,129.16,129.69,130.31,130.89,104.91,105.05,100.06,99.9,91.53,100.24,98.76
134.77,135.26,129.16,129.69,130.31,130.89,104.91,105.05,100.07,99.9,91.53,100.24,98.76
134.77,135.26,129.16,129.69,130.31,130.89,104.91,105.05,100.07,99.9,91.53,100.24,98.76
134.77,135.26,129.16,129.68,130.31,130.89,104.91,105.05,100.07,99.9,91.53,100.24,98.76
134.77,135.26,129.16,129.68,130.31,130.89,104.91,105.05,100.07,99.9,91.52,100.24,98.76
134.77,135.26,129.16,129.68,130.32,130.89,104.91,105.05,100.07,99.9,91.52,100.24,98.76
134.77,135.26,129.16,129.69,130.32,130.89,104.92,105.05,100.07,99.9,91.52,100.24,98.76
134.78,135.27,129.17,129.7,130.33,130.9,104.92,105.06,100.07,99.9,91.52,100.24,98.77
134.79,135.28,129.18,129.7,130.34,130.91,104.92,105.06,100.07,99.9,91.52,100.24,98.77
134.8,135.29,129.19,129.71,130.34,130.91,104.92,105.06,100.07,99.9,91.51,100.24,98.77
134.81,135.3,129.2,129.72,130.35,130.92,104.93,105.06,100.07,99.9,91.51,100.24,98.78
134.82,135.3,129.2,129.72,130.36,130.93,104.93,105.06,100.07,99.9,91.51,100.24,98.78
134.83,135.31,129.21,129.73,130.37,130.93,104.93,105.07,100.07,99.9,91.51,100.24,98.78
134.84,135.32,129.22,129.74,130.37,130.94,104.93,105.07,100.07,99.9,91.51,100.24,98.78
134.85,135.33,129.22,129.74,130.38,130.95,104.94,105.07,100.07,99.9,91.51,100.24,98.78
134.86,135.34,129.23,129.75,130.39,130.96,104.94,105.07,100.07,99.9,91.5,100.24,98.78
134.86,135.34,129.24,129.76,130.4,130.97,104.94,105.07,100.07,99.9,91.51,100.24,98.78
134.87,135.35,129.25,129.77,130.41,130.98,104.94,105.08,100.07,99.9,91.51,100.24,98.78
134.88,135.36,129.26,129.78,130.42,130.99,104.95,105.08,100.07,99.9,91.51,100.24,98.78
134.89,135.37,129.27,129.79,130.43,131.0,104.95,105.08,100.07,99.9,91.51,100.24,98.78
134.91,135.38,129.28,129.8,130.44,131.0,104.95,105.08,100.07,99.9,91.51,100.24,98.78
134.92,135.39,129.29,129.81,130.45,131.02,104.95,105.09,100.06,99.9,91.51,100.24,98.77
134.93,135.4,129.3,129.82,130.47,131.03,104.96,105.09,100.06,99.9,91.51,100.24,98.77
134.94,135.41,129.31,129.83,130.48,131.04,104.96,105.09,100.06,99.9,91.51,100.24,98.77
134.95,135.42,129.32,129.84,130.49,131.05,104.96,105.09,100.07,99.9,91.51,100.24,98.76
134.96,135.44,129.34,129.85,130.5,131.06,104.96,105.1,100.07,99.9,91.51,100.24,98.76
134.97,135.45,129.35,129.86,130.51,131.07,104.96,105.1,100.07,99.9,91.51,100.24,98.76
134.98,135.46,129.36,129.87,130.52,131.08,104.97,105.1,100.07,99.9,91.51,100.24,98.76
134.99,135.47,129.37,129.88,130.53,131.09,104.97,105.1,100.07,99.9,91.51,100.24,98.76
135.0,135.48,129.37,129.89,130.55,131.1,104.97,105.1,100.07,99.9,91.5,100.24,98.76
135.01,135.48,129.38,129.9,130.55,131.11,104.97,105.1,100.07,99.9,91.5,100.24,98.76
135.02,135.49,129.39,129.9,130.56,131.12,104.97,105.1,100.07,99.9,91.5,100.24,98.76
135.03,135.5,129.4,129.91,130.57,131.13,104.97,105.1,100.07,99.9,91.5,100.24,98.76
135.04,135.51,129.41,129.92,130.58,131.14,104.97,105.1,100.07,99.9,91.5,100.24,98.76
135.05,135.52,129.42,129.93,130.59,131.14,104.97,105.1,100.07,99.9,91.5,100.24,98.76
135.06,135.53,129.43,129.94,130.6,131.15,104.97,105.1,100.07,99.9,91.5,100.24,98.77
135.07,135.54,129.43,129.94,130.6,131.16,104.97,105.1,100.07,99.9,91.5,100.25,98.77
135.08,135.54,129.44,129.95,130.61,131.16,104.97,105.1,100.07,99.9,91.5,100.25,98.77
135.08,135.55,129.44,129.95,130.61,131.17,104.97,105.1,100.07,99.9,91.5,100.25,98.77
135.09,135.56,129.44,129.95,130.62,131.17,104.97,105.1,100.07,99.9,91.5,100.25,98.78
135.09,135.56,129.45,129.95,130.62,131.17,104.97,105.1,100.07,99.9,91.5,100.24,98.78
135.1,135.56,129.45,129.95,130.62,131.17,104.97,105.1,100.07,99.9,91.5,100.24,98.78
135.1,135.57,129.45,129.95,130.62,131.17,104.97,105.1,100.07,99.9,91.5,100.24,98.78
135.11,135.57,129.45,129.95,130.62,131.17,104.97,105.09,100.07,99.9,91.5,100.24,98.78
135.11,135.57,129.45,129.95,130.62,131.17,104.96,105.09,100.07,99.9,91.5,100.24,98.78
135.11,135.57,129.44,129.95,130.62,131.17,104.96,105.09,100.07,99.9,91.5,100.24,98.77
135.1,135.57,129.44,129.95,130.62,131.17,104.96,105.09,100.07,99.9,91.5,100.24,98.76
135.1,135.56,129.44,129.94,130.62,131.16,104.96,105.09,100.07,99.9,91.49,100.24,98.76
135.1,135.56,129.44,129.94,130.61,131.16,104.96,105.09,100.07,99.9,91.49,100.24,98.75
135.1,135.56,129.44,129.94,130.61,131.16,104.96,105.09,100.07,99.9,91.49,100.24,98.75
135.1,135.56,129.44,129.94,130.61,131.16,104.96,105.09,100.07,99.9,91.49,100.24,98.76
135.11,135.57,129.44,129.94,130.61,131.16,104.96,105.08,100.07,99.9,91.49,100.24,98.76
135.11,135.57,129.44,129.94,130.61,131.16,104.95,105.08,100.06,99.9,91.49,100.24,98.76
135.12,135.57,129.44,129.94,130.62,131.16,104.95,105.08,100.06,99.9,91.49,100.24,98.76
135.12,135.58,129.44,129.94,130.62,131.16,104.95,105.08,100.06,99.9,91.49,100.24,98.76
135.13,135.59,129.44,129.94,130.62,131.16,104.95,105.08,100.06,99.9,91.49,100.24,98.77
135.14,135.6,129.44,129.94,130.63,131.17,104.95,105.08,100.06,99.9,91.49,100.24,98.77
135.15,135.6,129.45,129.94,130.63,131.17,104.95,105.08,100.07,99.9,91.5,100.24,98.77
135.16,135.61,129.45,129.94,130.63,131.17,104.95,105.08,100.07,99.9,91.5,100.25,98.75
135.16,135.61,129.45,129.95,130.64,131.18,104.95,105.08,100.07,99.9,91.5,100.25,98.72
135.16,135.61,129.45,129.95,130.64,131.18,104.95,105.08,100.06,99.89,91.49,100.27,98.67
135.16,135.61,129.45,129.94,130.64,131.18,104.95,105.08,100.06,99.89,91.49,100.27,98.63
135.16,135.61,129.45,129.94,130.64,131.18,104.95,105.08,100.06,99.88,91.49,100.27,98.61
135.16,135.61,129.45,129.94,130.63,131.17,104.95,105.08,100.06,99.89,91.49,100.27,98.6
135.15,135.6,129.44,129.94,130.63,131.17,104.95,105.08,100.06,99.89,91.49,100.25,98.61
135.15,135.6,129.44,129.93,130.63,131.16,104.95,105.08,100.07,99.9,91.5,100.24,98.63
135.15,135.6,129.44,129.93,130.62,131.16,104.95,105.08,100.07,99.9,91.5,100.23,98.67
135.14,135.59,129.44,129.93,130.62,131.16,104.96,105.08,100.07,99.91,91.51,100.21,98.71
135.14,135.59,129.44,129.93,130.62,131.16,104.96,105.08,100.08,99.91,91.51,100.21,98.74
135.14,135.59,129.44,129.93,130.62,131.16,104.96,105.08,100.08,99.9,91.51,100.21,98.77
135.14,135.59,129.44,129.93,130.63,131.16,104.96,105.08,100.07,99.9,91.51,100.21,98.78
135.15,135.59,129.44,129.93,130.63,131.16,104.96,105.08,100.07,99.9,91.5,100.22,98.79
135.15,135.59,129.45,129.94,130.63,131.17,104.96,105.09,100.07,99.9,91.5,100.23,98.78
135.15,135.6,129.45,129.94,130.64,131.17,104.96,105.09,100.07,99.9,91.5,100.24,98.78
135.16,135.6,129.46,129.95,130.65,131.18,104.96,105.09,100.06,99.9,91.5,100.24,98.78
135.16,135.6,129.47,129.95,130.65,131.18,104.97,105.09,100.06,99.9,91.5,100.24,98.78
135.17,135.61,129.47,129.96,130.66,131.19,104.97,105.09,100.06,99.9,91.51,100.24,98.79
135.17,135.61,129.48,129.97,130.67,131.2,104.97,105.09,100.07,99.9,91.51,100.24,98.79
135.18,135.62,129.49,129.97,130.67,131.2,104.97,105.09,100.07,99.9,91.52,100.24,98.8
135.18,135.62,129.49,129.98,130.68,131.21,104.97,105.1,100.07,99.9,91.52,100.24,98.8
135.19,135.63,129.5,129.98,130.68,131.21,104.98,105.1,100.07,99.9,91.52,100.24,98.8
135.19,135.63,129.5,129.98,130.69,131.21,104.98,105.1,100.07,99.9,91.52,100.24,98.79
135.19,135.63,129.5,129.99,130.69,131.22,104.98,105.1,100.07,99.9,91.52,100.24,98.79
135.19,135.63,129.5,129.99,130.69,131.22,104.98,105.1,100.07,99.9,91.52,100.24,98.79
135.18,135.62,129.5,129.98,130.69,131.21,104.98,105.1,100.07,99.9,91.52,100.24,98.79
135.18,135.62,129.5,129.98,130.69,131.21,104.98,105.1,100.07,99.9,91.51,100.24,98.78
135.18,135.61,129.5,129.98,130.69,131.21,104.98,105.1,100.07,99.9,91.51,100.24,98.78
135.18,135.61,129.5,129.98,130.69,131.21,104.98,105.1,100.07,99.89,91.51,100.24,98.78
135.18,135.61,129.5,129.98,130.69,131.21,104.98,105.1,100.07,99.89,91.5,100.24,98.78
135.18,135.61,129.5,129.98,130.69,131.21,104.98,105.1,100.07,99.9,91.5,100.24,98.78
135.18,135.61,129.5,129.98,130.69,131.21,104.98,105.1,100.07,99.9,91.5,100.24,98.79
135.18,135.61,129.5,129.98,130.69,131.21,104.98,105.1,100.07,99.9,91.5,100.24,98.79
135.18,135.61,129.5,129.98,130.68,131.2,104.98,105.1,100.07,99.9,91.5,100.24,98.79
135.17,135.61,129.5,129.98,130.68,131.2,104.97,105.09,100.07,99.9,91.5,100.24,98.79
135.17,135.6,129.5,129.97,130.68,131.2,104.97,105.09,100.07,99.9,91.5,100.24,98.79
135.17,135.6,129.5,129.97,130.68,131.2,104.97,105.09,100.07,99.9,91.5,100.24,98.79
135.17,135.6,129.49,129.97,130.67,131.19,104.97,105.09,100.07,99.9,91.5,100.24,98.79
135.16,135.59,129.49,129.97,130.67,131.19,104.97,105.09,100.07,99.9,91.5,100.24,98.79
135.16,135.59,129.49,129.96,130.67,131.18,104.97,105.09,100.07,99.9,91.5,100.23,98.79
135.16,135.59,129.48,129.96,130.66,131.18,104.97,105.09,100.07,99.9,91.5,100.23,98.78
135.16,135.58,129.48,129.96,130.66,131.18,104.97,105.09,100.07,99.9,91.5,100.23,98.78
135.16,135.59,129.48,129.96,130.67,131.18,104.97,105.08,100.07,99.9,91.5,100.23,98.78
135.16,135.59,129.48,129.96,130.67,131.18,104.97,105.08,100.07,99.9,91.51,100.23,98.77
135.17,135.59,129.49,129.96,130.67,131.19,104.97,105.08,100.07,99.9,91.51,100.23,98.77
135.17,135.6,129.49,129.96,130.67,131.19,104.96,105.08,100.07,99.9,91.5,100.23,98.76
135.18,135.6,129.49,129.96,130.68,131.19,104.96,105.08,100.07,99.9,91.5,100.24,98.76
135.18,135.6,129.49,129.96,130.68,131.19,104.96,105.08,100.07,99.9,91.5,100.24,98.75
135.18,135.61,129.49,129.96,130.68,131.19,104.96,105.08,100.07,99.9,91.5,100.24,98.75
135.18,135.61,129.49,129.96,130.68,131.19,104.97,105.08,100.07,99.9,91.5,100.24,98.75
135.19,135.61,129.49,129.96,130.68,131.19,104.97,105.08,100.07,99.89,91.5,100.24,98.76
135.19,135.61,129.5,129.96,130.68,131.19,104.97,105.08,100.07,99.89,91.5,100.24,98.76
135.2,135.62,129.5,129.97,130.69,131.2,104.97,105.08,100.07,99.89,91.5,100.24,98.76
135.21,135.63,129.51,129.97,130.7,131.2,104.97,105.08,100.07,99.89,91.5,100.24,98.76
135.21,135.63,129.51,129.98,130.7,131.21,104.97,105.08,100.07,99.89,91.5,100.24,98.76
135.22,135.64,129.52,129.99,130.71,131.22,104.97,105.09,100.07,99.89,91.5,100.24,98.77
135.23,135.64,129.52,129.99,130.71,131.22,104.97,105.09,100.07,99.89,91.5,100.24,98.77
135.23,135.65,129.53,129.99,130.72,131.22,104.98,105.09,100.07,99.89,91.5,100.24,98.78
135.23,135.65,129.53,129.99,130.72,131.23,104.98,105.09,100.07,99.89,91.5,100.24,98.78
135.24,135.65,129.53,130.0,130.73,131.23,104.98,105.09,100.07,99.89,91.5,100.23,98.79
135.24,135.66,129.54,130.0,130.73,131.24,104.98,105.1,100.07,99.89,91.5,100.23,98.79
135.25,135.67,129.55,130.01,130.74,131.25,104.98,105.1,100.07,99.89,91.5,100.23,98.79
135.26,135.68,129.56,130.02,130.75,131.26,104.99,105.1,100.07,99.9,91.5,100.23,98.79
135.28,135.69,129.57,130.03,130.77,131.27,104.99,105.1,100.07,99.9,91.5,100.23,98.79
135.29,135.7,129.58,130.05,130.78,131.28,104.99,105.11,100.07,99.9,91.5,100.23,98.79
135.31,135.72,129.6,130.06,130.8,131.3,105.0,105.11,100.07,99.9,91.51,100.23,98.79
135.33,135.74,129.62,130.08,130.82,131.32,105.0,105.11,100.07,99.9,91.51,100.23,98.79
135.35,135.76,129.63,130.09,130.83,131.33,105.0,105.12,100.07,99.89,91.51,100.23,98.79
135.37,135.78,129.65,130.11,130.85,131.35,105.01,105.12,100.07,99.89,91.52,100.23,98.79
135.38,135.79,129.66,130.12,130.86,131.36,105.01,105.12,100.07,99.89,91.52,100.23,98.78
135.39,135.8,129.67,130.13,130.88,131.38,105.01,105.12,100.07,99.89,91.52,100.23,98.78
135.41,135.82,129.69,130.14,130.89,131.39,105.02,105.13,100.07,99.89,91.52,100.23,98.78
135.43,135.83,129.7,130.16,130.91,131.41,105.02,105.13,100.07,99.89,91.52,100.23,98.77
135.45,135.85,129.72,130.18,130.93,131.42,105.02,105.13,100.07,99.89,91.52,100.23,98.77
135.46,135.87,129.73,130.19,130.94,131.44,105.02,105.13,100.07,99.89,91.52,100.23,98.77
135.48,135.89,129.75,130.2,130.96,131.45,105.02,105.13,100.07,99.89,91.52,100.24,98.77
135.49,135.9,129.76,130.21,130.97,131.46,105.02,105.13,100.07,99.89,91.52,100.24,98.77
135.5,135.91,129.76,130.22,130.97,131.47,105.02,105.13,100.07,99.89,91.52,100.24,98.77
135.51,135.91,129.77,130.22,130.98,131.47,105.02,105.13,100.07,99.89,91.52,100.24,98.77
135.51,135.92,129.77,130.22,130.98,131.48,105.02,105.13,100.07,99.89,91.52,100.24,98.77
135.52,135.92,129.77,130.23,130.99,131.48,105.02,105.13,100.07,99.89,91.52,100.24,98.77
135.52,135.92,129.78,130.23,130.99,131.49,105.02,105.13,100.07,99.89,91.51,100.24,98.77
135.53,135.93,129.78,130.23,131.0,131.49,105.02,105.13,100.07,99.89,91.51,100.24,98.78
135.53,135.94,129.78,130.23,131.0,131.49,105.02,105.13,100.07,99.89,91.51,100.24,98.78
135.54,135.94,129.78,130.24,131.0,131.49,105.02,105.13,100.07,99.89,91.51,100.24,98.78
135.55,135.95,129.79,130.24,131.01,131.5,105.02,105.13,100.07,99.89,91.51,100.24,98.78
135.55,135.95,129.79,130.24,131.01,131.5,105.02,105.13,100.07,99.89,91.51,100.24,98.79
135.56,135.96,129.79,130.24,131.01,131.5,105.02,105.12,100.07,99.89,91.51,100.24,98.79
135.57,135.96,129.79,130.24,131.01,131.5,105.02,105.12,100.07,99.89,91.51,100.24,98.79
135.57,135.97,129.8,130.25,131.02,131.51,105.01,105.12,100.07,99.89,91.51,100.23,98.79
135.58,135.98,129.81,130.25,131.03,131.51,105.01,105.12,100.07,99.89,91.51,100.23,98.79
135.6,135.99,129.81,130.26,131.03,131.52,105.01,105.12,100.07,99.89,91.51,100.23,98.79
135.61,136.0,129.82,130.27,131.04,131.53,105.01,105.11,100.07,99.89,91.51,100.23,98.79
135.62,136.02,129.82,130.27,131.05,131.54,105.01,105.11,100.07,99.89,91.51,100.23,98.78
135.63,136.03,129.83,130.28,131.06,131.54,105.0,105.11,100.07,99.89,91.51,100.23,98.78
135.65,136.04,129.84,130.28,131.07,131.55,105.0,105.11,100.07,99.89,91.51,100.23,98.78
135.66,136.05,129.85,130.29,131.08,131.56,105.0,105.11,100.07,99.89,91.51,100.23,98.77
135.67,136.07,129.85,130.3,131.09,131.57,105.0,105.11,100.07,99.89,91.52,100.23,98.77
135.69,136.08,129.86,130.3,131.1,131.58,105.0,105.1,100.07,99.89,91.52,100.24,98.77
135.7,136.09,129.87,130.31,131.11,131.59,105.0,105.1,100.07,99.89,91.52,100.24,98.77
135.71,136.1,129.87,130.31,131.11,131.59,105.0,105.1,100.07,99.89,91.52,100.24,98.76
135.71,136.1,129.88,130.32,131.12,131.6,105.0,105.11,100.07,99.89,91.52,100.24,98.76
135.72,136.11,129.88,130.32,131.12,131.61,105.0,105.11,100.07,99.89,91.51,100.24,98.76
135.73,136.12,129.89,130.33,131.13,131.61,105.0,105.11,100.07,99.89,91.51,100.24,98.76
135.74,136.13,129.9,130.34,131.14,131.62,105.0,105.11,100.07,99.89,91.51,100.24,98.76
135.75,136.13,129.9,130.34,131.14,131.62,105.0,105.11,100.07,99.88,91.51,100.24,98.76
135.75,136.14,129.91,130.35,131.15,131.62,105.0,105.11,100.07,99.88,91.51,100.24,98.76
135.75,136.14,129.91,130.35,131.15,131.63,105.0,105.11,100.07,99.88,91.51,100.24,98.77
135.75,136.14,129.91,130.35,131.15,131.63,105.0,105.11,100.07,99.88,91.51,100.24,98.77
135.75,136.14,129.91,130.35,131.15,131.63,105.01,105.11,100.07,99.88,91.51,100.24,98.77
135.75,136.14,129.91,130.35,131.15,131.63,105.01,105.11,100.07,99.88,91.51,100.24,98.77
135.75,136.13,129.91,130.35,131.15,131.63,105.01,105.11,100.07,99.88,91.51,100.24,98.78
135.75,136.13,129.91,130.35,131.15,131.63,105.01,105.11,100.07,99.88,91.51,100.24,98.78
135.75,136.13,129.91,130.35,131.15,131.63,105.01,105.11,100.07,99.88,91.51,100.24,98.78
135.75,136.14,129.92,130.35,131.16,131.63,105.01,105.12,100.07,99.88,91.51,100.24,98.79
135.76,136.14,129.92,130.35,131.16,131.63,105.01,105.12,100.07,99.88,91.52,100.24,98.79
135.76,136.14,129.92,130.36,131.17,131.64,105.02,105.12,100.07,99.88,91.52,100.24,98.79
135.76,136.14,129.93,130.36,131.17,131.64,105.02,105.12,100.07,99.88,91.52,100.24,98.79
135.76,136.14,129.93,130.37,131.17,131.64,105.02,105.13,100.06,99.88,91.52,100.24,98.79
135.76,136.14,129.94,130.37,131.17,131.64,105.03,105.13,100.06,99.89,91.52,100.23,98.79
135.76,136.14,129.94,130.37,131.17,131.64,105.03,105.13,100.06,99.89,91.52,100.23,98.79
135.76,136.14,129.94,130.37,131.18,131.64,105.03,105.13,100.06,99.89,91.52,100.23,98.79
135.76,136.14,129.94,130.37,131.18,131.65,105.03,105.13,100.06,99.89,91.52,100.23,98.78
135.76,136.14,129.94,130.37,131.18,131.65,105.03,105.13,100.06,99.89,91.52,100.23,98.78
135.76,136.14,129.94,130.37,131.18,131.65,105.03,105.13,100.06,99.89,91.52,100.23,98.78
135.76,136.13,129.94,130.37,131.18,131.65,105.03,105.14,100.06,99.89,91.52,100.23,98.77
135.76,136.13,129.94,130.37,131.18,131.65,105.04,105.14,100.06,99.89,91.52,100.23,98.77
135.75,136.13,129.95,130.37,131.18,131.65,105.04,105.14,100.06,99.89,91.52,100.23,98.77
135.75,136.13,129.95,130.37,131.18,131.65,105.04,105.14,100.06,99.89,91.52,100.23,98.77
135.75,136.13,129.95,130.38,131.18,131.65,105.04,105.14,100.07,99.89,91.51,100.23,98.77
135.75,136.13,129.95,130.38,131.18,131.65,105.04,105.14,100.07,99.89,91.51,100.23,98.77
135.76,136.13,129.95,130.38,131.19,131.65,105.04,105.14,100.07,99.89,91.51,100.23,98.77
135.76,136.13,129.96,130.38,131.19,131.65,105.04,105.14,100.07,99.89,91.51,100.23,98.77
135.76,136.13,129.96,130.38,131.19,131.65,105.04,105.14,100.07,99.89,91.5,100.23,98.77
135.75,136.13,129.96,130.38,131.19,131.65,105.04,105.14,100.07,99.89,91.5,100.23,98.77
135.75,136.13,129.95,130.38,131.19,131.65,105.04,105.14,100.07,99.89,91.5,100.23,98.77
135.75,136.13,129.95,130.38,131.19,131.65,105.04,105.14,100.07,99.89,91.5,100.23,98.78
135.75,136.13,129.95,130.38,131.19,131.65,105.04,105.14,100.07,99.89,91.5,100.23,98.78
135.75,136.13,129.96,130.38,131.19,131.65,105.04,105.14,100.07,99.89,91.5,100.23,98.78
135.76,136.13,129.96,130.38,131.19,131.65,105.04,105.14,100.07,99.89,91.5,100.23,98.79
135.76,136.13,129.96,130.38,131.2,131.65,105.04,105.14,100.07,99.89,91.5,100.23,98.79
135.76,136.14,129.96,130.38,131.2,131.66,105.04,105.13,100.07,99.89,91.5,100.23,98.79
135.76,136.14,129.96,130.38,131.2,131.65,105.03,105.13,100.06,99.89,91.5,100.23,98.79
135.76,136.14,129.96,130.38,131.2,131.65,105.03,105.13,100.06,99.89,91.5,100.23,98.79
135.76,136.14,129.95,130.38,131.19,131.65,105.03,105.13,100.06,99.89,91.5,100.23,98.79
135.76,136.13,129.95,130.37,131.19,131.65,105.03,105.13,100.06,99.89,91.5,100.23,98.79
135.76,136.13,129.95,130.37,131.19,131.64,105.03,105.12,100.06,99.89,91.5,100.23,98.79
135.76,136.13,129.95,130.37,131.18,131.64,105.02,105.12,100.06,99.88,91.51,100.23,98.79
135.76,136.13,129.94,130.36,131.18,131.64,105.02,105.12,100.06,99.88,91.51,100.23,98.78
135.76,136.13,129.94,130.36,131.18,131.64,105.02,105.12,100.06,99.88,91.51,100.23,98.78
135.76,136.13,129.94,130.36,131.18,131.63,105.02,105.12,100.06,99.88,91.51,100.23,98.78
135.76,136.13,129.94,130.36,131.18,131.63,105.02,105.12,100.06,99.88,91.51,100.23,98.77
135.75,136.13,129.94,130.35,131.17,131.63,105.02,105.12,100.06,99.88,91.52,100.23,98.77
135.75,136.12,129.93,130.35,131.17,131.62,105.02,105.12,100.06,99.88,91.52,100.23,98.77
135.75,136.12,129.93,130.35,131.16,131.62,105.02,105.12,100.06,99.88,91.52,100.24,98.77
135.74,136.11,129.92,130.34,131.16,131.62,105.02,105.12,100.06,99.88,91.52,100.24,98.76
135.74,136.11,129.92,130.34,131.16,131.61,105.02,105.12,100.06,99.88,91.52,100.24,98.76
135.74,136.11,129.92,130.34,131.16,131.61,105.02,105.11,100.07,99.88,91.51,100.24,98.76
135.74,136.11,129.92,130.34,131.16,131.61,105.02,105.11,100.07,99.88,91.51,100.24,98.76
135.74,136.11,129.92,130.34,131.15,131.61,105.02,105.12,100.07,99.88,91.51,100.24,98.76
135.74,136.11,129.92,130.33,131.15,131.61,105.02,105.12,100.07,99.88,91.51,100.24,98.77
135.74,136.11,129.92,130.33,131.15,131.6,105.02,105.12,100.07,99.88,91.51,100.24,98.77
135.73,136.1,129.91,130.33,131.15,131.6,105.02,105.12,100.07,99.88,91.51,100.24,98.77
135.73,136.1,129.91,130.33,131.15,131.6,105.02,105.12,100.07,99.87,91.51,100.24,98.78
135.73,136.1,129.91,130.33,131.15,131.6,105.03,105.12,100.07,99.87,91.5,100.24,98.78
135.73,136.1,129.91,130.33,131.15,131.6,105.03,105.12,100.07,99.87,91.5,100.24,98.78
135.73,136.1,129.91,130.33,131.15,131.6,105.03,105.12,100.07,99.87,91.5,100.24,98.78
135.73,136.1,129.91,130.33,131.15,131.6,105.03,105.13,100.07,99.87,91.5,100.24,98.79
135.74,136.1,129.92,130.33,131.16,131.61,105.03,105.13,100.07,99.87,91.5,100.24,98.79
135.74,136.11,129.92,130.34,131.16,131.61,105.04,105.13,100.07,99.87,91.5,100.24,98.79
135.75,136.11,129.93,130.34,131.17,131.62,105.04,105.13,100.06,99.87,91.5,100.24,98.79
135.75,136.12,129.93,130.35,131.17,131.62,105.04,105.13,100.06,99.87,91.5,100.24,98.79
135.76,136.12,129.94,130.35,131.17,131.62,105.04,105.14,100.06,99.87,91.5,100.24,98.78
135.76,136.13,129.94,130.36,131.17,131.63,105.04,105.14,100.06,99.87,91.5,100.24,98.78
135.76,136.13,129.94,130.36,131.18,131.63,105.04,105.14,100.06,99.87,91.5,100.24,98.78
135.76,136.13,129.94,130.36,131.18,131.63,105.04,105.14,100.06,99.87,91.5,100.24,98.77
135.76,136.13,129.95,130.36,131.18,131.63,105.04,105.14,100.06,99.87,91.51,100.24,98.77
135.76,136.13,129.95,130.36,131.18,131.63,105.05,105.14,100.06,99.87,91.5,100.24,98.77
135.76,136.13,129.95,130.36,131.19,131.64,105.05,105.14,100.06,99.87,91.5,100.24,98.76
135.77,136.13,129.95,130.36,131.19,131.64,105.05,105.14,100.06,99.87,91.5,100.24,98.76
135.77,136.13,129.95,130.36,131.19,131.64,105.05,105.14,100.06,99.87,91.5,100.24,98.76
135.77,136.13,129.95,130.36,131.19,131.64,105.05,105.14,100.06,99.87,91.5,100.24,98.76
135.77,136.13,129.95,130.36,131.19,131.64,105.05,105.14,100.06,99.87,91.5,100.24,98.75
135.77,136.13,129.95,130.36,131.19,131.64,105.05,105.14,100.06,99.87,91.49,100.24,98.75
135.77,136.13,129.95,130.36,131.19,131.64,105.04,105.14,100.06,99.87,91.49,100.24,98.75
