gas_ftir_scan64_replicate1,gas_ftir_scan64_replicate2,gas_ftir_scan64_replicate3,gas_ftir_scan64_replicate4,gas_ftir_scan64_replicate5,gas_ftir_scan64_replicate6,gas_ftir_scan64_replicate7,gas_ftir_scan64_replicate8,gas_ftir_scan64_replicate9,gas_ftir_scan64_replicate10,gas_ftir_scan64_replicate11,gas_ftir_scan64_replicate12,gas_ftir_scan64_replicate13
135.45,135.55,129.79,129.88,131.02,131.12,105.03,105.04,,,,,
135.47,135.56,129.81,129.89,131.04,131.13,105.03,105.04,,,,,
135.48,135.57,129.82,129.91,131.05,131.14,105.03,105.04,,,,,
135.49,135.59,129.83,129.92,131.06,131.16,105.03,105.05,,,,,
135.5,135.6,129.84,129.92,131.07,131.17,105.04,105.05,,,,,
135.51,135.6,129.84,129.93,131.08,131.17,105.04,105.05,,,,,
135.51,135.61,129.85,129.94,131.09,131.18,105.04,105.05,,,,,
135.52,135.61,129.86,129.95,131.09,131.19,105.04,105.06,,,,,
135.51,135.61,129.86,129.95,131.1,131.19,105.05,105.06,,,,,
135.51,135.6,129.87,129.95,131.1,131.19,105.05,105.06,,,,,
135.51,135.6,129.87,129.95,131.1,131.19,105.05,105.06,,,,,
135.5,135.59,129.86,129.95,131.09,131.18,105.05,105.06,,,,,
135.5,135.59,129.86,129.94,131.09,131.18,105.05,105.06,,,,,
135.49,135.58,129.86,129.94,131.08,131.18,105.05,105.07,,,,,
135.49,135.58,129.86,129.94,131.08,131.17,105.05,105.07,,,,,
135.48,135.57,129.86,129.94,131.08,131.17,105.05,105.07,,,,,
135.48,135.57,129.86,129.94,131.08,131.18,105.06,105.07,,,,,
135.48,135.57,129.86,129.94,131.09,131.18,105.06,105.07,,,,,
135.47,135.56,129.86,129.95,131.09,131.18,105.06,105.07,,,,,
135.47,135.56,129.86,129.94,131.09,131.18,105.06,105.07,,,,,
135.47,135.56,129.86,129.94,131.08,131.18,105.06,105.08,,,,,
135.47,135.56,129.85,129.94,131.08,131.17,105.06,105.08,,,,,
135.46,135.55,129.85,129.93,131.08,131.17,105.06,105.08,,,,,
135.46,135.55,129.85,129.93,131.08,131.16,105.06,105.08,,,,,
135.46,135.55,129.85,129.93,131.07,131.16,105.06,105.08,,,,,
135.45,135.54,129.85,129.93,131.07,131.16,105.06,105.08,,,,,
135.45,135.54,129.84,129.93,131.07,131.16,105.06,105.07,,,,,
135.44,135.53,129.84,129.92,131.06,131.15,105.06,105.07,,,,,
135.44,135.53,129.84,129.92,131.06,131.15,105.06,105.07,,,,,
135.43,135.52,129.83,129.91,131.05,131.14,105.06,105.07,,,,,
135.43,135.52,129.82,129.9,131.05,131.14,105.05,105.07,,,,,
135.42,135.51,129.81,129.9,131.04,131.13,105.05,105.06,,,,,
135.41,135.5,129.81,129.89,131.03,131.12,105.05,105.06,,,,,
135.41,135.5,129.8,129.88,131.02,131.11,105.05,105.06,,,,,
135.4,135.49,129.79,129.87,131.02,131.11,105.04,105.06,,,,,
135.4,135.49,129.79,129.87,131.01,131.1,105.04,105.05,,,,,
135.4,135.48,129.79,129.87,131.01,131.09,105.04,105.05,,,,,
135.39,135.48,129.78,129.86,131.0,131.09,105.03,105.04,,,,,
135.39,135.47,129.77,129.85,130.99,131.08,105.03,105.04,,,,,
135.38,135.47,129.76,129.84,130.98,131.07,105.03,105.04,,,,,
135.38,135.47,129.75,129.83,130.98,131.06,105.03,105.04,,,,,
135.38,135.46,129.75,129.83,130.97,131.06,105.02,105.03,,,,,
135.38,135.46,129.74,129.82,130.97,131.05,105.02,105.03,,,,,
135.38,135.46,129.74,129.82,130.97,131.05,105.02,105.03,,,,,
135.38,135.46,129.74,129.82,130.97,131.05,105.02,105.03,,,,,
135.38,135.46,129.73,129.81,130.96,131.05,105.01,105.03,,,,,
135.38,135.46,129.73,129.81,130.96,131.04,105.01,105.02,,,,,
135.38,135.46,129.73,129.8,130.95,131.04,105.01,105.02,,,,,
135.38,135.46,129.72,129.8,130.95,131.04,105.01,105.02,,,,,
135.38,135.47,129.72,129.8,130.95,131.04,105.01,105.02,,,,,
135.38,135.47,129.72,129.8,130.95,131.04,105.0,105.02,,,,,
135.39,135.47,129.72,129.8,130.96,131.04,105.0,105.02,,,,,
135.39,135.48,129.73,129.81,130.96,131.05,105.0,105.02,,,,,
135.4,135.48,129.73,129.81,130.97,131.05,105.0,105.01,,,,,
135.4,135.49,129.73,129.81,130.97,131.05,105.0,105.01,,,,,
135.41,135.49,129.74,129.81,130.97,131.05,105.0,105.01,,,,,
135.41,135.5,129.74,129.82,130.97,131.06,105.0,105.01,,,,,
135.42,135.5,129.74,129.82,130.98,131.06,105.01,105.02,,,,,
135.42,135.51,129.75,129.82,130.98,131.06,105.01,105.02,,,,,
135.43,135.51,129.75,129.83,130.99,131.07,105.01,105.02,,,,,
135.43,135.52,129.76,129.83,130.99,131.07,105.01,105.02,,,,,
135.44,135.52,129.76,129.84,131.0,131.08,105.01,105.02,,,,,
135.44,135.53,129.77,129.85,131.01,131.09,105.01,105.02,,,,,
135.45,135.53,129.78,129.85,131.01,131.09,105.02,105.03,,,,,
135.45,135.54,129.78,129.86,131.02,131.1,105.02,105.03,,,,,
135.46,135.54,129.79,129.86,131.02,131.1,105.02,105.03,,,,,
135.46,135.54,129.79,129.86,131.02,131.1,105.02,105.03,,,,,
135.46,135.54,129.79,129.86,131.03,131.11,105.03,105.04,,,,,
135.46,135.54,129.79,129.87,131.03,131.11,105.03,105.04,,,,,
135.47,135.55,129.8,129.87,131.03,131.11,105.03,105.04,,,,,
135.47,135.55,129.8,129.88,131.04,131.12,105.03,105.04,,,,,
135.47,135.55,129.81,129.88,131.04,131.12,105.03,105.04,,,,,
135.47,135.55,129.81,129.88,131.04,131.12,105.03,105.04,,,,,
135.47,135.55,129.81,129.88,131.04,131.12,105.04,105.05,,,,,
135.46,135.55,129.8,129.88,131.04,131.12,105.04,105.05,,,,,
135.46,135.54,129.8,129.87,131.04,131.12,105.04,105.05,,,,,
135.46,135.54,129.8,129.87,131.03,131.11,105.04,105.05,,,,,
135.46,135.54,129.8,129.87,131.03,131.11,105.04,105.05,,,,,
135.46,135.54,129.8,129.87,131.03,131.11,105.04,105.05,,,,,
135.45,135.53,129.8,129.87,131.03,131.11,105.04,105.05,,,,,
135.45,135.53,129.79,129.87,131.03,131.1,105.04,105.05,,,,,
135.44,135.53,129.79,129.86,131.02,131.1,105.04,105.05,,,,,
135.44,135.52,129.78,129.85,131.01,131.09,105.04,105.05,,,,,
135.43,135.51,129.77,129.85,131.0,131.08,105.03,105.04,,,,,
135.43,135.51,129.77,129.84,131.0,131.07,105.03,105.04,,,,,
135.42,135.5,129.76,129.83,130.99,131.07,105.03,105.04,,,,,
135.42,135.5,129.75,129.83,130.98,131.06,105.03,105.04,,,,,
135.41,135.49,129.75,129.82,130.98,131.06,105.02,105.03,,,,,
135.41,135.49,129.75,129.82,130.97,131.05,105.02,105.03,,,,,
135.41,135.49,129.74,129.81,130.97,131.05,105.02,105.03,,,,,
135.4,135.48,129.74,129.81,130.96,131.04,105.02,105.03,,,,,
135.4,135.47,129.73,129.8,130.96,131.03,105.01,105.02,,,,,
135.39,135.47,129.72,129.79,130.95,131.03,105.01,105.02,,,,,
135.38,135.46,129.71,129.78,130.95,131.02,105.01,105.02,,,,,
135.38,135.45,129.71,129.78,130.94,131.01,105.01,105.02,,,,,
135.38,135.45,129.71,129.78,130.94,131.01,105.01,105.02,,,,,
135.38,135.46,129.7,129.77,130.93,131.01,105.01,105.02,,,,,
135.38,135.46,129.7,129.77,130.93,131.01,105.0,105.01,,,,,
135.38,135.46,129.7,129.77,130.93,131.01,105.0,105.01,,,,,
135.38,135.46,129.7,129.77,130.93,131.01,105.0,105.01,,,,,
135.38,135.45,129.7,129.76,130.93,131.0,105.0,105.01,,,,,
135.38,135.45,129.69,129.76,130.92,131.0,105.0,105.01,,,,,
135.38,135.45,129.69,129.76,130.92,130.99,105.0,105.01,,,,,
135.38,135.45,129.69,129.75,130.92,130.99,105.0,105.01,,,,,
135.38,135.46,129.69,129.76,130.92,131.0,105.0,105.01,,,,,
135.39,135.46,129.69,129.76,130.93,131.0,105.0,105.01,,,,,
135.39,135.47,129.7,129.76,130.93,131.0,105.0,105.0,,,,,
135.4,135.47,129.7,129.77,130.93,131.0,105.0,105.01,,,,,
135.4,135.48,129.7,129.76,130.93,131.0,105.0,105.01,,,,,
135.4,135.48,129.7,129.76,130.93,131.0,105.0,105.01,,,,,
135.4,135.48,129.7,129.77,130.93,131.0,105.0,105.01,,,,,
135.41,135.48,129.7,129.77,130.94,131.01,105.0,105.01,,,,,
135.41,135.49,129.71,129.77,130.94,131.01,105.0,105.01,,,,,
135.42,135.49,129.71,129.78,130.95,131.02,105.01,105.01,,,,,
135.43,135.5,129.72,129.79,130.96,131.03,105.01,105.02,,,,,
135.43,135.51,129.72,129.79,130.96,131.03,105.01,105.02,,,,,
135.44,135.51,129.73,129.79,130.97,131.04,105.01,105.02,,,,,
135.44,135.52,129.73,129.8,130.97,131.04,105.01,105.02,,,,,
135.45,135.52,129.74,129.8,130.98,131.05,105.01,105.02,,,,,
135.45,135.52,129.74,129.81,130.98,131.05,105.02,105.02,,,,,
135.45,135.52,129.75,129.81,130.99,131.06,105.02,105.03,,,,,
135.45,135.53,129.75,129.81,130.99,131.06,105.02,105.03,,,,,
135.46,135.53,129.75,129.82,130.99,131.06,105.02,105.03,,,,,
135.46,135.53,129.76,129.82,131.0,131.07,105.03,105.03,,,,,
135.46,135.54,129.76,129.82,131.0,131.07,105.03,105.04,,,,,
135.47,135.54,129.76,129.82,131.0,131.07,105.03,105.04,,,,,
135.46,135.54,129.76,129.82,131.0,131.07,105.03,105.04,,,,,
135.46,135.53,129.76,129.82,131.0,131.07,105.03,105.04,,,,,
135.46,135.53,129.76,129.82,131.0,131.06,105.03,105.04,,,,,
135.46,135.53,129.76,129.82,130.99,131.06,105.03,105.04,,,,,
135.45,135.53,129.76,129.82,130.99,131.06,105.03,105.04,,,,,
135.45,135.53,129.76,129.82,130.99,131.06,105.03,105.04,,,,,
135.45,135.53,129.76,129.82,130.99,131.06,105.03,105.04,,,,,
135.45,135.52,129.75,129.82,130.99,131.06,105.03,105.04,,,,,
135.44,135.52,129.75,129.81,130.98,131.05,105.03,105.04,,,,,
135.44,135.51,129.74,129.8,130.98,131.04,105.03,105.04,,,,,
135.43,135.5,129.73,129.8,130.97,131.04,105.03,105.04,,,,,
135.43,135.5,129.73,129.79,130.97,131.03,105.03,105.04,,,,,
135.43,135.5,129.73,129.79,130.96,131.03,105.03,105.04,,,,,
135.43,135.5,129.72,129.79,130.96,131.03,105.03,105.03,,,,,
135.43,135.5,129.72,129.78,130.96,131.03,105.02,105.03,,,,,
135.42,135.49,129.72,129.78,130.96,131.02,105.02,105.03,,,,,
135.42,135.49,129.71,129.77,130.95,131.02,105.02,105.03,,,,,
135.42,135.49,129.71,129.77,130.95,131.01,105.02,105.03,,,,,
135.42,135.49,129.7,129.76,130.94,131.0,105.02,105.03,,,,,
135.41,135.48,129.7,129.76,130.94,131.0,105.02,105.02,,,,,
135.41,135.48,129.7,129.76,130.93,131.0,105.01,105.02,,,,,
135.42,135.49,129.7,129.76,130.93,131.0,105.01,105.02,,,,,
135.42,135.49,129.7,129.76,130.93,131.0,105.01,105.02,,,,,
135.42,135.49,129.7,129.75,130.93,130.99,105.01,105.02,,,,,
135.42,135.49,129.69,129.75,130.93,130.99,105.01,105.01,,,,,
135.42,135.49,129.69,129.75,130.93,130.99,105.01,105.01,,,,,
135.42,135.49,129.69,129.75,130.93,130.99,105.0,105.01,,,,,
135.42,135.49,129.69,129.75,130.93,130.99,105.0,105.01,,,,,
135.42,135.49,129.69,129.75,130.93,130.99,105.0,105.01,,,,,
135.43,135.49,129.7,129.75,130.93,131.0,105.0,105.01,,,,,
135.43,135.5,129.7,129.76,130.94,131.0,105.01,105.01,,,,,
135.43,135.5,129.7,129.76,130.94,131.0,105.01,105.01,,,,,
135.44,135.51,129.7,129.76,130.94,131.01,105.01,105.02,,,,,
135.44,135.51,129.71,129.76,130.95,131.01,105.01,105.02,,,,,
135.45,135.52,129.71,129.77,130.95,131.01,105.01,105.02,,,,,
135.45,135.52,129.72,129.77,130.95,131.02,105.01,105.02,,,,,
135.46,135.52,129.72,129.78,130.96,131.02,105.01,105.02,,,,,
135.46,135.53,129.73,129.78,130.96,131.02,105.01,105.02,,,,,
135.46,135.53,129.73,129.79,130.97,131.03,105.02,105.02,,,,,
135.47,135.54,129.74,129.79,130.97,131.03,105.02,105.03,,,,,
135.48,135.54,129.74,129.8,130.98,131.04,105.02,105.03,,,,,
135.48,135.55,129.75,129.8,130.99,131.05,105.03,105.03,,,,,
135.49,135.55,129.75,129.8,130.99,131.05,105.03,105.04,,,,,
135.49,135.55,129.75,129.8,130.99,131.05,105.03,105.04,,,,,
135.49,135.55,129.75,129.8,130.99,131.05,105.03,105.04,,,,,
135.49,135.56,129.75,129.8,130.99,131.05,105.03,105.04,,,,,
135.49,135.56,129.75,129.81,130.99,131.05,105.04,105.04,,,,,
135.49,135.56,129.76,129.81,130.99,131.05,105.04,105.05,,,,,
135.49,135.56,129.76,129.81,131.0,131.06,105.04,105.05,,,,,
135.49,135.56,129.76,129.81,131.0,131.06,105.04,105.05,,,,,
135.49,135.56,129.76,129.81,131.0,131.06,105.05,105.05,,,,,
135.49,135.55,129.76,129.81,131.0,131.06,105.05,105.05,,,,,
135.48,135.55,129.75,129.81,130.99,131.05,105.05,105.06,,,,,
135.48,135.54,129.75,129.8,130.99,131.05,105.05,105.06,,,,,
135.47,135.54,129.75,129.8,130.99,131.05,105.05,105.06,,,,,
135.47,135.53,129.74,129.8,130.99,131.04,105.05,105.06,,,,,
135.46,135.53,129.74,129.79,130.98,131.04,105.05,105.06,,,,,
135.46,135.52,129.74,129.79,130.98,131.03,105.06,105.06,,,,,
135.45,135.52,129.73,129.78,130.97,131.03,105.06,105.06,,,,,
135.44,135.51,129.72,129.77,130.96,131.02,105.05,105.06,,,,,
135.44,135.5,129.71,129.76,130.95,131.01,105.05,105.06,,,,,
135.43,135.49,129.7,129.76,130.94,131.0,105.05,105.06,,,,,
135.42,135.48,129.69,129.75,130.93,130.99,105.05,105.05,,,,,
135.4,135.47,129.69,129.74,130.92,130.98,105.05,105.05,,,,,
135.4,135.46,129.68,129.73,130.91,130.97,105.05,105.05,,,,,
135.39,135.45,129.67,129.73,130.91,130.96,105.05,105.05,,,,,
135.38,135.45,129.67,129.72,130.9,130.96,105.05,105.05,,,,,
135.38,135.44,129.66,129.72,130.89,130.95,105.04,105.05,,,,,
135.37,135.43,129.66,129.71,130.89,130.94,105.04,105.05,,,,,
135.37,135.43,129.65,129.7,130.88,130.93,105.04,105.05,,,,,
135.36,135.42,129.64,129.69,130.87,130.92,105.04,105.04,,,,,
135.35,135.41,129.63,129.68,130.86,130.91,105.04,105.04,,,,,
135.34,135.41,129.62,129.67,130.85,130.91,105.04,105.04,,,,,
135.34,135.4,129.62,129.67,130.85,130.9,105.04,105.04,,,,,
135.34,135.4,129.62,129.67,130.85,130.9,105.04,105.04,,,,,
135.34,135.4,129.62,129.67,130.85,130.9,105.04,105.04,,,,,
135.33,135.4,129.62,129.66,130.85,130.9,105.03,105.04,,,,,
135.33,135.39,129.61,129.66,130.84,130.89,105.03,105.04,,,,,
135.33,135.39,129.61,129.65,130.83,130.89,105.03,105.03,,,,,
135.32,135.39,129.6,129.65,130.83,130.88,105.03,105.03,,,,,
135.32,135.38,129.6,129.65,130.83,130.88,105.03,105.03,,,,,
135.33,135.39,129.6,129.65,130.83,130.88,105.03,105.03,,,,,
135.33,135.39,129.61,129.65,130.83,130.88,105.03,105.03,,,,,
135.33,135.39,129.61,129.66,130.83,130.89,105.03,105.03,,,,,
135.33,135.39,129.61,129.66,130.84,130.89,105.03,105.03,,,,,
135.34,135.4,129.61,129.65,130.83,130.89,105.03,105.03,,,,,
135.34,135.4,129.6,129.65,130.83,130.88,105.02,105.03,,,,,
135.34,135.4,129.6,129.65,130.83,130.88,105.02,105.02,,,,,
135.35,135.41,129.61,129.65,130.83,130.88,105.02,105.02,,,,,
135.35,135.41,129.61,129.66,130.84,130.89,105.02,105.02,,,,,
135.36,135.42,129.62,129.67,130.85,130.9,105.02,105.02,,,,,
135.36,135.42,129.64,129.68,130.86,130.91,105.03,105.03,,,,,
135.38,135.43,129.65,129.7,130.88,130.93,105.03,105.04,,,,,
135.39,135.45,129.67,129.71,130.9,130.95,105.04,105.04,,,,,
135.4,135.46,129.68,129.73,130.91,130.96,105.04,105.05,,,,,
135.41,135.47,129.69,129.73,130.92,130.97,105.05,105.05,,,,,
135.41,135.47,129.69,129.74,130.92,130.97,105.05,105.06,,,,,
135.41,135.47,129.7,129.75,130.93,130.98,105.06,105.06,,,,,
135.42,135.47,129.71,129.75,130.93,130.98,105.06,105.06,,,,,
135.42,135.48,129.71,129.76,130.94,130.99,105.06,105.07,,,,,
135.43,135.49,129.72,129.77,130.95,131.0,105.07,105.07,,,,,
135.44,135.5,129.74,129.78,130.96,131.01,105.07,105.07,,,,,
135.45,135.5,129.75,129.79,130.98,131.02,105.07,105.07,,,,,
135.45,135.51,129.75,129.8,130.99,131.03,105.07,105.08,,,,,
135.45,135.51,129.75,129.8,130.99,131.04,105.07,105.08,,,,,
135.45,135.51,129.75,129.8,130.99,131.04,105.07,105.08,,,,,
135.45,135.51,129.76,129.8,130.99,131.03,105.08,105.08,,,,,
135.45,135.51,129.76,129.8,130.99,131.04,105.08,105.08,,,,,
135.46,135.51,129.77,129.81,131.0,131.04,105.08,105.08,,,,,
135.46,135.52,129.78,129.82,131.0,131.05,105.08,105.09,,,,,
135.47,135.53,129.79,129.83,131.01,131.06,105.08,105.09,,,,,
135.47,135.53,129.8,129.84,131.02,131.07,105.08,105.09,,,,,
135.48,135.53,129.8,129.84,131.02,131.07,105.09,105.09,,,,,
135.48,135.53,129.8,129.84,131.02,131.07,105.09,105.09,,,,,
135.48,135.53,129.8,129.84,131.02,131.07,105.09,105.09,,,,,
135.47,135.53,129.8,129.84,131.02,131.07,105.09,105.09,,,,,
135.47,135.53,129.8,129.84,131.03,131.07,105.09,105.09,,,,,
135.47,135.53,129.8,129.85,131.03,131.08,105.09,105.09,,,,,
135.48,135.53,129.81,129.85,131.04,131.08,105.09,105.09,,,,,
135.48,135.53,129.82,129.86,131.04,131.09,105.09,105.09,,,,,
135.48,135.54,129.82,129.86,131.05,131.09,105.09,105.09,,,,,
135.48,135.54,129.82,129.86,131.05,131.1,105.09,105.09,,,,,
135.48,135.54,129.82,129.86,131.05,131.1,105.09,105.09,,,,,
135.48,135.53,129.82,129.86,131.05,131.09,105.09,105.09,,,,,
135.47,135.52,129.82,129.86,131.05,131.09,105.09,105.09,,,,,
135.46,135.52,129.81,129.85,131.04,131.09,105.09,105.09,,,,,
135.46,135.51,129.81,129.85,131.04,131.09,105.09,105.09,,,,,
135.46,135.51,129.81,129.85,131.05,131.09,105.08,105.09,,,,,
135.46,135.51,129.82,129.86,131.05,131.09,105.08,105.09,,,,,
135.46,135.51,129.82,129.86,131.05,131.09,105.08,105.08,,,,,
135.46,135.51,129.82,129.86,131.05,131.09,105.08,105.08,,,,,
135.46,135.51,129.82,129.86,131.04,131.09,105.08,105.08,,,,,
135.45,135.51,129.82,129.86,131.04,131.08,105.08,105.08,,,,,
135.45,135.5,129.82,129.86,131.04,131.08,105.08,105.08,,,,,
135.45,135.5,129.82,129.85,131.04,131.08,105.08,105.08,,,,,
135.45,135.5,129.82,129.86,131.04,131.08,105.08,105.08,,,,,
135.46,135.51,129.83,129.87,131.05,131.09,105.08,105.08,,,,,
135.46,135.51,129.84,129.88,131.05,131.1,105.08,105.08,,,,,
135.46,135.52,129.85,129.89,131.06,131.1,105.08,105.08,,,,,
135.47,135.52,129.85,129.89,131.07,131.11,105.08,105.08,,,,,
135.47,135.52,129.85,129.89,131.07,131.11,105.08,105.08,,,,,
135.47,135.53,129.86,129.89,131.07,131.11,105.08,105.08,,,,,
135.48,135.53,129.86,129.9,131.08,131.12,105.08,105.08,,,,,
135.49,135.54,129.87,129.91,131.09,131.13,105.08,105.08,,,,,
135.49,135.55,129.88,129.92,131.1,131.14,105.08,105.08,,,,,
135.5,135.55,129.9,129.93,131.11,131.15,105.08,105.08,,,,,
135.51,135.56,129.91,129.94,131.12,131.16,105.09,105.09,,,,,
135.52,135.57,129.91,129.95,131.13,131.17,105.09,105.09,,,,,
135.53,135.58,129.92,129.95,131.14,131.18,105.09,105.09,,,,,
135.54,135.59,129.92,129.96,131.15,131.18,105.09,105.1,,,,,
135.54,135.59,129.93,129.96,131.15,131.19,105.1,105.1,,,,,
135.54,135.59,129.93,129.97,131.16,131.2,105.1,105.1,,,,,
135.54,135.59,129.94,129.97,131.16,131.2,105.1,105.1,,,,,
135.55,135.6,129.95,129.98,131.17,131.21,105.1,105.11,,,,,
135.56,135.6,129.96,129.99,131.18,131.22,105.1,105.11,,,,,
135.56,135.61,129.97,130.0,131.19,131.23,105.11,105.11,,,,,
135.57,135.62,129.98,130.01,131.2,131.24,105.11,105.11,,,,,
135.57,135.62,129.98,130.02,131.21,131.24,105.11,105.11,,,,,
135.57,135.62,129.98,130.02,131.21,131.24,105.11,105.11,,,,,
135.57,135.61,129.98,130.02,131.21,131.24,105.11,105.12,,,,,
135.56,135.61,129.98,130.02,131.2,131.24,105.11,105.12,,,,,
135.56,135.61,129.99,130.02,131.21,131.24,105.12,105.12,,,,,
135.57,135.61,130.0,130.03,131.21,131.25,105.12,105.12,,,,,
135.57,135.62,130.0,130.04,131.22,131.26,105.12,105.12,,,,,
135.58,135.62,130.01,130.04,131.23,131.26,105.12,105.12,,,,,
135.58,135.62,130.01,130.04,131.23,131.26,105.12,105.12,,,,,
135.57,135.62,130.0,130.04,131.22,131.26,105.12,105.12,,,,,
135.57,135.62,130.0,130.03,131.22,131.25,105.12,105.12,,,,,
135.56,135.61,129.99,130.02,131.21,131.25,105.12,105.12,,,,,
135.56,135.61,129.99,130.02,131.21,131.25,105.12,105.12,,,,,
135.56,135.6,129.99,130.03,131.21,131.25,105.12,105.12,,,,,
135.56,135.6,130.0,130.03,131.22,131.25,105.12,105.12,,,,,
135.56,135.6,130.0,130.03,131.22,131.26,105.12,105.12,,,,,
135.56,135.6,130.0,130.03,131.22,131.26,105.12,105.12,,,,,
135.56,135.6,130.0,130.03,131.22,131.25,105.12,105.12,,,,,
135.56,135.6,129.99,130.02,131.22,131.25,105.11,105.12,,,,,
135.55,135.6,129.99,130.02,131.21,131.24,105.11,105.11,,,,,
135.55,135.6,129.99,130.02,131.2,131.24,105.11,105.11,,,,,
135.55,135.59,129.99,130.02,131.2,131.24,105.11,105.11,,,,,
135.55,135.59,129.99,130.02,131.2,131.23,105.11,105.11,,,,,
135.55,135.59,129.99,130.02,131.2,131.24,105.11,105.11,,,,,
135.55,135.6,130.0,130.03,131.21,131.24,105.11,105.11,,,,,
135.56,135.6,130.0,130.03,131.21,131.25,105.11,105.11,,,,,
135.56,135.61,130.0,130.03,131.22,131.25,105.11,105.11,,,,,
135.57,135.61,130.0,130.03,131.22,131.25,105.11,105.11,,,,,
135.57,135.61,130.0,130.03,131.22,131.25,105.11,105.11,,,,,
135.57,135.61,130.0,130.03,131.22,131.25,105.1,105.11,,,,,
135.57,135.61,130.0,130.03,131.22,131.25,105.1,105.1,,,,,
135.57,135.62,130.0,130.03,131.23,131.26,105.1,105.1,,,,,
135.58,135.62,130.02,130.04,131.24,131.27,105.1,105.1,,,,,
135.59,135.64,130.03,130.06,131.25,131.28,105.1,105.1,,,,,
135.6,135.65,130.04,130.07,131.26,131.29,105.1,105.1,,,,,
135.61,135.65,130.05,130.07,131.27,131.3,105.1,105.1,,,,,
135.61,135.66,130.05,130.08,131.27,131.3,105.11,105.11,,,,,
135.62,135.66,130.05,130.07,131.27,131.3,105.11,105.11,,,,,
135.62,135.66,130.05,130.08,131.28,131.31,105.11,105.11,,,,,
135.62,135.67,130.06,130.08,131.29,131.31,105.11,105.11,,,,,
135.63,135.67,130.07,130.09,131.29,131.32,105.11,105.12,,,,,
135.64,135.68,130.08,130.11,131.31,131.33,105.12,105.12,,,,,
135.65,135.69,130.09,130.12,131.32,131.35,105.12,105.12,,,,,
135.66,135.7,130.1,130.12,131.33,131.36,105.12,105.12,,,,,
135.66,135.7,130.1,130.13,131.33,131.36,105.12,105.12,,,,,
135.67,135.71,130.11,130.13,131.34,131.37,105.12,105.12,,,,,
135.67,135.72,130.11,130.14,131.35,131.37,105.13,105.13,,,,,
135.68,135.72,130.12,130.15,131.35,131.38,105.13,105.13,,,,,
135.68,135.72,130.13,130.16,131.36,131.38,105.13,105.13,,,,,
135.69,135.73,130.14,130.16,131.36,131.39,105.13,105.13,,,,,
135.69,135.73,130.15,130.17,131.37,131.4,105.13,105.13,,,,,
135.7,135.74,130.15,130.18,131.38,131.4,105.13,105.13,,,,,
135.7,135.74,130.16,130.18,131.38,131.41,105.13,105.13,,,,,
135.71,135.75,130.16,130.19,131.39,131.41,105.13,105.13,,,,,
135.71,135.75,130.16,130.19,131.39,131.41,105.14,105.14,,,,,
135.71,135.75,130.16,130.19,131.39,131.42,105.14,105.14,,,,,
135.7,135.74,130.16,130.18,131.39,131.42,105.14,105.14,,,,,
135.7,135.74,130.16,130.18,131.39,131.42,105.14,105.14,,,,,
135.7,135.74,130.16,130.19,131.4,131.42,105.14,105.14,,,,,
135.71,135.75,130.17,130.19,131.4,131.42,105.14,105.14,,,,,
135.71,135.75,130.17,130.2,131.4,131.43,105.14,105.14,,,,,
135.71,135.75,130.18,130.2,131.4,131.43,105.14,105.14,,,,,
135.71,135.75,130.17,130.2,131.4,131.42,105.14,105.14,,,,,
135.71,135.75,130.17,130.19,131.39,131.42,105.14,105.14,,,,,
135.71,135.74,130.16,130.18,131.39,131.41,105.13,105.14,,,,,
135.7,135.74,130.15,130.17,131.38,131.4,105.13,105.13,,,,,
135.7,135.74,130.15,130.17,131.38,131.4,105.13,105.13,,,,,
135.7,135.74,130.15,130.17,131.38,131.4,105.13,105.13,,,,,
135.7,135.74,130.15,130.17,131.38,131.4,105.12,105.13,,,,,
135.7,135.74,130.15,130.17,131.38,131.41,105.12,105.13,,,,,
135.7,135.74,130.15,130.17,131.38,131.4,105.12,105.12,,,,,
135.7,135.74,130.15,130.17,131.38,131.4,105.12,105.12,,,,,
135.7,135.74,130.14,130.16,131.37,131.39,105.11,105.12,,,,,
135.7,135.73,130.14,130.16,131.37,131.39,105.11,105.12,,,,,
135.7,135.74,130.13,130.15,131.37,131.39,105.11,105.11,,,,,
135.7,135.74,130.14,130.16,131.37,131.39,105.1,105.11,,,,,
135.71,135.74,130.14,130.16,131.37,131.39,105.1,105.11,,,,,
135.71,135.75,130.14,130.16,131.37,131.4,105.1,105.11,,,,,
135.71,135.75,130.15,130.17,131.38,131.4,105.1,105.1,,,,,
135.72,135.75,130.15,130.17,131.38,131.4,105.09,105.1,,,,,
135.72,135.76,130.15,130.17,131.38,131.4,105.09,105.1,,,,,
135.73,135.76,130.15,130.17,131.38,131.4,105.09,105.1,,,,,
135.73,135.77,130.15,130.17,131.38,131.4,105.09,105.1,,,,,
135.74,135.77,130.15,130.17,131.39,131.41,105.09,105.1,,,,,
135.74,135.78,130.16,130.18,131.4,131.41,105.08,105.1,,,,,
135.75,135.79,130.17,130.18,131.4,131.42,105.08,105.1,,,,,
135.76,135.79,130.17,130.19,131.42,131.43,105.08,105.1,,,,,
135.77,135.8,130.18,130.2,131.43,131.44,105.08,105.1,,,,,
135.78,135.81,130.19,130.21,131.43,131.45,105.08,105.1,,,,,
