protein_extract_24d_scans_mdi,protein_extract_24_scans_mdi,protein_extract_32_scans_mdi,protein_extract_48_scans_mdi
0.65643365640907,0.39890229034502644,0.6147114796283363,1.0
0.7328721092566907,0.06832280578888371,0.38603078292284276,0.610400612047423
0.2549074588267588,0.0,0.75707953425305,0.5341837437206852
