protein_extract_24_scans_sample1,protein_extract_24_scans_sample2,protein_extract_24_scans_sample3,protein_extract_24_scans_sample4,protein_extract_24_scans_sample5,protein_extract_24_scans_sample6,protein_extract_24_scans_sample7,protein_extract_24_scans_sample8,protein_extract_24_scans_sample9,protein_extract_24_scans_sample10,protein_extract_24_scans_sample11,protein_extract_24_scans_sample12,protein_extract_24_scans_sample13,protein_extract_24_scans_sample14,protein_extract_24_scans_sample15
0.002045,0.0019375,0.0017475,0.001255,0.0011125,0.0012025,0.0014175000000000001,0.00158,0.00152,0.0013875,0.00101,0.0010149999999999998,0.0007675,0.0009725,0.0012374999999999999
0.0021525,0.0019675,0.001715,0.0013899999999999997,0.001185,0.0014750000000000002,0.00131,0.0017749999999999999,0.0014575,0.001275,0.0010625,0.0011025,0.0006725,0.0009674999999999999,0.00108
0.0019424999999999998,0.0017325,0.00158,0.0016875000000000002,0.001505,0.001635,0.0013425,0.0017525,0.0012825,0.001395,0.0011175,0.0010675,0.000905,0.001235,0.0010624999999999999
0.0017999999999999997,0.0017175,0.0014349999999999999,0.0015725000000000001,0.0014575,0.0013974999999999999,0.00124,0.001445,0.000865,0.00108,0.0009249999999999999,0.00067,0.0010525,0.0013275,0.0008925
0.0019199999999999998,0.001975,0.0013874999999999998,0.0010624999999999999,0.00102,0.0010175,0.0010075,0.0011725000000000001,0.00057,0.00061,0.0006575,0.00036,0.0008600000000000001,0.0010675,0.0006475000000000001
0.002115,0.0021325,0.0015199999999999999,0.0007424999999999999,0.00079,0.0007950000000000001,0.000785,0.0009549999999999999,0.0006050000000000001,0.000575,0.000545,0.00042500000000000003,0.0007174999999999999,0.0008699999999999999,0.000735
0.0021375,0.00203,0.0017425000000000001,0.0007849999999999999,0.0009725,0.0007199999999999999,0.0006475,0.0007275,0.0008650000000000001,0.00083,0.0005499999999999999,0.0006375,0.0009075,0.0010275000000000002,0.0011749999999999998
0.0020724999999999997,0.0018875,0.0019375,0.001005,0.0012125,0.0007875,0.0007425,0.0008075,0.00122,0.0011275,0.0006675,0.000915,0.0011474999999999999,0.0012000000000000001,0.0014275
0.002275,0.0020074999999999997,0.0020675,0.0010999999999999998,0.0011075,0.000815,0.0011275,0.001415,0.0015425,0.00132,0.0009475,0.0012175,0.0010075,0.0008975,0.0011650000000000002
0.0024525,0.0021200000000000004,0.0020724999999999997,0.0010225,0.0009075,0.0006000000000000001,0.001475,0.001885,0.001665,0.0014125000000000001,0.0011775,0.0013024999999999998,0.0007275000000000001,0.000435,0.0008775
0.0023799999999999997,0.0021075,0.001905,0.0007525,0.0007525000000000001,0.00042999999999999994,0.001495,0.001975,0.0015849999999999998,0.001255,0.0011025000000000002,0.00109,0.00075,0.0004625,0.0010474999999999998
0.0019425000000000002,0.0018,0.0015625,0.0006425000000000001,0.0008575,0.000545,0.0013425,0.00172,0.0014449999999999999,0.0012200000000000002,0.0008974999999999999,0.0008825,0.0009975000000000001,0.0009249999999999999,0.0014975
0.0014275,0.0013024999999999998,0.0011275,0.0007775,0.0011424999999999999,0.0007775,0.0014425,0.0015275,0.0014325,0.0014375,0.0010199999999999999,0.0009874999999999999,0.0011725000000000001,0.0013325000000000001,0.0016825000000000002
0.0013275000000000001,0.00114,0.00073,0.000795,0.0012699999999999999,0.000975,0.0017950000000000002,0.0018900000000000002,0.001615,0.001435,0.0014075,0.00132,0.001125,0.0013449999999999998,0.0014125
0.00123,0.0011175,0.00046,0.000775,0.0013725,0.00109,0.0018700000000000001,0.0023525,0.00181,0.0012775,0.0014524999999999998,0.001425,0.0010350000000000001,0.0011375,0.0013175
0.0007825000000000001,0.0008674999999999999,0.0005425,0.001095,0.0016424999999999999,0.0012225,0.0014774999999999999,0.0021525,0.0017100000000000001,0.0013475,0.001095,0.001095,0.00132,0.0012525000000000001,0.0019225000000000002
0.0008375000000000001,0.0007999999999999999,0.00118,0.0016525,0.001785,0.0015374999999999998,0.0010375,0.0014375,0.0013025,0.0014725,0.00085,0.0006625,0.0019725000000000003,0.00188,0.002685
0.0016975000000000002,0.0011375,0.0016374999999999998,0.0018549999999999999,0.0014475,0.0018150000000000002,0.001045,0.0013300000000000002,0.00116,0.0014475,0.0011175,0.0008825,0.0023575,0.00254,0.002845
0.0018725,0.0010075,0.0011675000000000001,0.0018925,0.0012025,0.0016649999999999998,0.0013875,0.0017875,0.0015625,0.0019374999999999998,0.0015975,0.0017074999999999998,0.0021975000000000002,0.0027099999999999997,0.0027700000000000003
0.001425,0.0006999999999999999,0.0008425,0.0022475000000000004,0.0014824999999999999,0.0012325,0.00183,0.0019225,0.0022500000000000003,0.0029125,0.0020675,0.0023049999999999998,0.0017125,0.00241,0.002495
0.0019125000000000001,0.0015175,0.0014249999999999996,0.0018525,0.00115,0.0008150000000000001,0.0020675,0.0021025,0.002685,0.0026525,0.0022925,0.0021075,0.0011675,0.0018375000000000002,0.0016975000000000002
0.002515,0.0024224999999999997,0.0019500000000000001,0.0007975,0.00042249999999999997,0.0005675000000000001,0.0019474999999999998,0.002295,0.0025675,0.0016974999999999998,0.0020725,0.001685,0.000875,0.0013175,0.001165
0.0021875,0.0023775,0.0019175,0.0004625,0.000515,0.0006875000000000001,0.0017475,0.002205,0.002325,0.0017175,0.001775,0.001695,0.0009325,0.001035,0.001285
0.0013575,0.001755,0.0015450000000000004,0.0010175,0.0013449999999999998,0.0012075,0.001485,0.001915,0.002275,0.002375,0.001705,0.0019225000000000002,0.0014075,0.0011375,0.00162
0.00072,0.001095,0.0010075000000000001,0.0015274999999999998,0.00203,0.0015899999999999998,0.0010825000000000001,0.0014125,0.002155,0.0023775,0.001635,0.0017125,0.0021925,0.0017375,0.001855
0.00073,0.0008875,0.0005874999999999999,0.0011275,0.0017675,0.0011975,0.000935,0.0009275,0.0017725,0.0016,0.0012649999999999998,0.00101,0.002535,0.00224,0.0017950000000000002
