Created as New Dataset,Sample 039 By Analyst Date Wednesday, February 12 2025
cm-1,%T
4000.00,100.07
3998.00,100.07
3996.00,100.07
3994.00,100.07
3992.00,100.07
3990.00,100.07
3988.00,100.07
3986.00,100.07
3984.00,100.07
3982.00,100.07
3980.00,100.07
3978.00,100.07
3976.00,100.07
3974.00,100.07
3972.00,100.07
3970.00,100.07
3968.00,100.07
3966.00,100.07
3964.00,100.07
3962.00,100.07
3960.00,100.07
3958.00,100.07
3956.00,100.07
3954.00,100.07
3952.00,100.07
3950.00,100.07
3948.00,100.07
3946.00,100.07
3944.00,100.07
3942.00,100.07
3940.00,100.07
3938.00,100.07
3936.00,100.06
3934.00,100.06
3932.00,100.06
3930.00,100.06
3928.00,100.06
3926.00,100.06
3924.00,100.06
3922.00,100.06
3920.00,100.06
3918.00,100.06
3916.00,100.06
3914.00,100.06
3912.00,100.06
3910.00,100.06
3908.00,100.06
3906.00,100.06
3904.00,100.07
3902.00,100.07
3900.00,100.07
3898.00,100.07
3896.00,100.07
3894.00,100.07
3892.00,100.07
3890.00,100.07
3888.00,100.07
3886.00,100.07
3884.00,100.07
3882.00,100.07
3880.00,100.07
3878.00,100.06
3876.00,100.06
3874.00,100.06
3872.00,100.06
3870.00,100.06
3868.00,100.06
3866.00,100.06
3864.00,100.06
3862.00,100.06
3860.00,100.06
3858.00,100.06
3856.00,100.06
3854.00,100.06
3852.00,100.06
3850.00,100.07
3848.00,100.07
3846.00,100.07
3844.00,100.07
3842.00,100.07
3840.00,100.06
3838.00,100.06
3836.00,100.06
3834.00,100.07
3832.00,100.07
3830.00,100.07
3828.00,100.07
3826.00,100.07
3824.00,100.06
3822.00,100.06
3820.00,100.06
3818.00,100.06
3816.00,100.06
3814.00,100.06
3812.00,100.07
3810.00,100.07
3808.00,100.07
3806.00,100.07
3804.00,100.07
3802.00,100.07
3800.00,100.07
3798.00,100.07
3796.00,100.07
3794.00,100.07
3792.00,100.07
3790.00,100.07
3788.00,100.07
3786.00,100.07
3784.00,100.07
3782.00,100.07
3780.00,100.07
3778.00,100.07
3776.00,100.07
3774.00,100.07
3772.00,100.07
3770.00,100.06
3768.00,100.06
3766.00,100.06
3764.00,100.06
3762.00,100.06
3760.00,100.06
3758.00,100.06
3756.00,100.06
3754.00,100.06
3752.00,100.06
3750.00,100.06
3748.00,100.06
3746.00,100.06
3744.00,100.06
3742.00,100.06
3740.00,100.06
3738.00,100.06
3736.00,100.06
3734.00,100.06
3732.00,100.06
3730.00,100.06
3728.00,100.06
3726.00,100.06
3724.00,100.07
3722.00,100.07
