protein_extract_24_scans_sample1,protein_extract_24_scans_sample2,protein_extract_24_scans_sample3,protein_extract_24_scans_sample4,protein_extract_24_scans_sample5,protein_extract_24_scans_sample6,protein_extract_24_scans_sample7,protein_extract_24_scans_sample8,protein_extract_24_scans_sample9,protein_extract_24_scans_sample10,protein_extract_24_scans_sample11,protein_extract_24_scans_sample12,protein_extract_24_scans_sample13,protein_extract_24_scans_sample14,protein_extract_24_scans_sample15
0.0008266666666666666,0.001085,0.0010975,0.00034250000000000003,-0.00066,-0.000285,0.000435,0.00042500000000000003,0.00034,0.00083,0.0006875,0.0007999999999999999,6.500000000000001e-05,0.00031,0.0002125
0.0007650000000000001,0.0009625,0.001005,0.000185,-0.0007650000000000001,-0.00048499999999999997,0.00028,0.00043250000000000005,0.0001766666666666667,0.0009549999999999999,0.0005924999999999999,0.0008325000000000001,0.00021,0.0002825,0.000185
0.0008233333333333334,0.0008225,0.0010275,0.00017250000000000002,-0.0007725,-0.0005025,1.9999999999999998e-05,0.00043999999999999996,9e-05,0.00087,0.00042500000000000003,0.0007875,0.00038750000000000004,0.0003325,0.0004125
0.0006783333333333334,0.0005775,0.0008824999999999999,0.00021,-0.00067,-0.00034,7.50000000000002e-06,0.00048499999999999997,0.0002133333333333333,0.0005325,0.0002275,0.000685,0.0003225,0.000375,0.0005675
0.00043500000000000006,0.0004525,0.000685,0.0005175,-0.0003275,5.250000000000003e-05,0.00013750000000000004,0.0004525,0.00031999999999999997,0.000285,0.000135,0.00059,0.000135,0.00041250000000000005,0.00052
0.00040666666666666667,0.0005875,0.0007025,0.0010225,0.00019749999999999998,0.0005,0.00023749999999999997,0.00036750000000000004,0.00040666666666666667,0.0002725,0.00016749999999999998,0.0005375,0.00019999999999999998,0.0005725,0.0005175000000000001
0.0004883333333333333,0.0006749999999999999,0.0007999999999999999,0.0011575,0.00048000000000000007,0.0006225,0.00037250000000000006,0.0004,0.0005533333333333333,0.00023249999999999999,0.00021,0.00035749999999999996,0.0004,0.0007075,0.00058
0.0004383333333333333,0.0005475,0.000735,0.0008500000000000001,0.00038000000000000013,0.00047249999999999994,0.00047999999999999996,0.000545,0.00065,7.75e-05,0.000205,7.75e-05,0.00042750000000000004,0.0006625,0.0006100000000000001
0.00036333333333333335,0.00047,0.000655,0.00053,7.500000000000009e-05,0.0002925,0.0006100000000000001,0.0007874999999999999,0.0007433333333333334,8.999999999999999e-05,0.00038,9.250000000000001e-05,0.00031999999999999997,0.0004975,0.0005925
0.0005866666666666667,0.0007675000000000001,0.0008375,0.0004375,-0.00017750000000000003,0.00026250000000000004,0.000735,0.00096,0.00086,0.00034250000000000003,0.00067,0.00038,0.000285,0.00038250000000000003,0.0004875
0.0009466666666666665,0.0011575,0.0011175,0.000635,-7.000000000000002e-05,0.0005375,0.0006,0.00073,0.0007433333333333334,0.0006875000000000001,0.0007775000000000001,0.000645,0.000305,0.00033749999999999996,0.00027
