protein_extract_32_scans_sample1,protein_extract_32_scans_sample2,protein_extract_32_scans_sample3
0.0420175,0.05003,0.04599
0.041975,0.049945,0.0459475
0.0417625,0.049795000000000006,0.0458325
0.0416575,0.049775,0.045899999999999996
0.041830000000000006,0.04998,0.0461925
0.041995,0.050275,0.046314999999999995
0.0418675,0.0503225,0.046107499999999996
0.0417325,0.0502025,0.045904999999999994
0.04189,0.0503,0.0459775
0.042155000000000005,0.050555,0.04628
0.042175000000000004,0.0504975,0.0464475
0.04199,0.050217500000000005,0.0463025
0.0419175,0.05017,0.0461225
0.042085000000000004,0.050379999999999994,0.04617
0.0423625,0.05066999999999999,0.04643750000000001
0.0425425,0.05091,0.0467075
0.04252500000000001,0.0509475,0.046770000000000006
0.04237,0.050707499999999996,0.0465975
0.0421875,0.0505075,0.046342499999999995
0.04202750000000001,0.05054500000000001,0.04621
0.041882499999999996,0.0505925,0.04625750000000001
0.041825,0.050487500000000005,0.046325000000000005
0.0418325,0.0503175,0.046352500000000005
0.041835,0.05024,0.046445
0.041957499999999995,0.0503925,0.046615000000000004
0.0421875,0.0506,0.046655
0.04230249999999999,0.0506525,0.0465375
0.042265,0.0506075,0.046454999999999996
0.04215,0.050515000000000004,0.046342499999999995
0.04208,0.0505275,0.046175
0.0421675,0.050742499999999996,0.0461825
0.042312499999999996,0.050894999999999996,0.046355
0.04236,0.0508325,0.04649
0.042319999999999997,0.05082,0.0465475
0.0422225,0.050945000000000004,0.04654
0.0420775,0.0509125,0.046375
0.042005,0.05071,0.046182499999999994
0.0421325,0.0506625,0.0462075
0.0423275,0.050855,0.046432499999999995
0.042344999999999994,0.05099,0.04662
0.0422175,0.0509725,0.046655
0.042097499999999996,0.0509075,0.04656
0.041965,0.05076,0.0464025
0.04191,0.05063,0.046365
0.041965,0.05065,0.046485000000000005
0.0418925,0.05069,0.046557499999999995
0.04163,0.0507125,0.04645
0.0413675,0.05070499999999999,0.046255000000000004
0.04143,0.050697500000000006,0.046255000000000004
0.0418325,0.0507875,0.046495
0.0420775,0.050850000000000006,0.0465925
0.0419675,0.05071,0.04641
0.041865,0.0505525,0.046224999999999995
0.0419925,0.050545,0.04624
0.042015,0.050515000000000004,0.0462175
0.0418025,0.0504025,0.0460625
0.04168,0.0503575,0.045965
0.041565000000000005,0.05019,0.045787499999999995
0.04124,0.049835000000000004,0.045450000000000004
0.04094250000000001,0.04968,0.0452125
0.040885,0.04974749999999999,0.045135
0.04098,0.049827500000000004,0.0452025
0.041194999999999996,0.0499875,0.04545
0.04138,0.0501125,0.04563
0.041335,0.05001,0.0455225
0.041135,0.04983499999999999,0.0453275
0.04095,0.0497725,0.045239999999999995
0.0408275,0.04979,0.045217499999999994
0.0406925,0.04974250000000001,0.045175
0.04059,0.0496225,0.045067499999999996
0.04059,0.04954,0.044910000000000005
0.0405425,0.049475,0.044782499999999996
0.0403375,0.049297499999999994,0.0446125
0.040125,0.04905,0.044372499999999995
0.0400575,0.048907500000000007,0.04421
0.04002,0.04875,0.0440725
0.03991,0.048557499999999996,0.0439575
0.039945,0.04861,0.044079999999999994
0.040064999999999996,0.048715,0.0441825
0.0399375,0.04848,0.0439625
0.0396575,0.048119999999999996,0.04365
0.03942,0.047975000000000004,0.043417500000000005
0.039195,0.04793,0.0432425
0.0389975,0.047850000000000004,0.0431975
0.038885,0.0477675,0.04316
0.038865,0.04767,0.042980000000000004
0.0387875,0.04744,0.0426725
0.038517499999999996,0.0470775,0.0423575
0.038285,0.046889999999999994,0.0422275
0.0382025,0.046872500000000004,0.042175000000000004
0.038057499999999994,0.0467325,0.041925
0.0378675,0.04654,0.0416175
0.037787499999999995,0.04640999999999999,0.041510000000000005
0.037720000000000004,0.0462575,0.041525
0.0375625,0.04607,0.0414525
0.03732,0.045865,0.041255
0.0370725,0.045617500000000005,0.041065000000000004
0.0369425,0.045385,0.04094
0.0368675,0.045172500000000004,0.0408
0.036815,0.0450525,0.0406425
0.0368125,0.045067499999999996,0.04059
0.036684999999999995,0.044930000000000005,0.040485
0.036417500000000005,0.044539999999999996,0.0402475
0.03622,0.04422500000000001,0.0400075
0.036094999999999995,0.0441775,0.039825
0.035905,0.0441525,0.039635
0.035574999999999996,0.043905,0.039345000000000005
0.03532,0.0436125,0.0390675
0.0353275,0.04350999999999999,0.0389525
0.035339999999999996,0.043477499999999995,0.038889999999999994
0.035167500000000004,0.043355000000000005,0.038747500000000004
0.0349875,0.04311,0.038585
0.0349475,0.042872499999999994,0.038497500000000004
0.0349175,0.042734999999999995,0.0383475
0.0346975,0.04261,0.038020000000000005
0.0343575,0.04237,0.037715
0.034124999999999996,0.042065,0.0375975
0.0340175,0.041870000000000004,0.037559999999999996
0.03398,0.041757499999999996,0.0374775
0.033835000000000004,0.041467500000000004,0.0371875
0.033505,0.0410325,0.0367
0.03322,0.04078,0.0363225
0.032985,0.0406525,0.036085
0.0327275,0.04041,0.035905
0.032545,0.0401325,0.03582
0.03242250000000001,0.039935000000000005,0.0357875
0.032314999999999997,0.03983249999999999,0.035685
0.032267500000000005,0.039810000000000005,0.035535
0.032135,0.0397225,0.035367499999999996
0.03182,0.03947,0.0350925
0.0315875,0.0392775,0.034824999999999995
0.03160500000000001,0.039275000000000004,0.034727499999999994
0.0315425,0.0391125,0.0345575
0.0312875,0.03867,0.03425
0.031145,0.038375,0.03411
0.031115,0.0383275,0.0340975
0.031075,0.038325,0.034045
0.031087499999999997,0.038345000000000004,0.03399
0.0310425,0.0383025,0.0338775
0.0307775,0.0380425,0.0336
0.030387499999999998,0.0375925,0.033232500000000005
0.029977499999999997,0.037102500000000004,0.032865
0.029617499999999998,0.0367025,0.032572500000000004
0.029500000000000002,0.036475,0.0324725
0.0294625,0.0363225,0.032375
0.029177500000000002,0.03612,0.0319975
0.0287975,0.0358875,0.0315325
0.0285925,0.035652500000000004,0.031287499999999996
0.028560000000000002,0.035530000000000006,0.031285
0.02848,0.0354325,0.031255
0.028225,0.03513,0.03099
0.02801,0.0348125,0.0307225
0.0279125,0.03466,0.030635000000000003
0.027762500000000002,0.0344425,0.030497499999999997
0.027545,0.03414249999999999,0.030195
0.027347499999999997,0.033945,0.0299325
0.0272,0.0338375,0.029802499999999996
0.02708,0.033675,0.029637499999999997
0.026925,0.0334925,0.029402499999999998
0.0266975,0.033284999999999995,0.0291775
0.026465000000000002,0.03303,0.028980000000000002
0.026324999999999998,0.032802500000000005,0.0287575
0.026245,0.0326175,0.028574999999999996
0.0261675,0.0324775,0.0284875
0.026000000000000002,0.0322675,0.028280000000000003
0.0257275,0.0319275,0.0279575
0.025494999999999997,0.0315775,0.027719999999999998
0.02525,0.03125,0.027495
0.02505,0.0310075,0.027345
0.02503,0.030955,0.02736
0.0249775,0.03097,0.027337499999999997
0.02469,0.030867500000000003,0.027164999999999998
0.024352500000000003,0.030664999999999998,0.026917499999999997
0.02418,0.030452500000000004,0.02669
0.0242,0.0303375,0.0266
0.0242175,0.030324999999999998,0.0265825
0.0239825,0.030195,0.0264425
0.02367,0.029957499999999998,0.0261975
0.023575,0.02984,0.0260125
0.023585000000000002,0.029790000000000004,0.025920000000000002
0.02347,0.0295175,0.025724999999999998
0.02331,0.029165,0.025445000000000002
0.02333,0.029085,0.025375
0.0233625,0.0291475,0.0254075
0.0232175,0.02904,0.0252275
0.0229725,0.028777499999999998,0.0249725
0.0227625,0.028569999999999998,0.0249125
0.022695,0.028532500000000002,0.02496
0.022872499999999997,0.028695,0.0250775
0.0231875,0.0289125,0.0252825
0.023275000000000004,0.028964999999999998,0.025425
0.023145,0.02887,0.0254625
0.02317,0.0288075,0.025480000000000003
0.0233475,0.02889,0.0254775
0.023362499999999998,0.028935000000000002,0.025457499999999997
0.0232125,0.028855,0.025400000000000002
0.0231625,0.028845000000000003,0.0254075
0.02323,0.02897,0.02552
0.02327,0.0290425,0.02556
0.023317499999999998,0.029032499999999996,0.02554
0.0233375,0.029012499999999997,0.02554
0.023267499999999997,0.0290025,0.0255675
0.0231525,0.0289275,0.025565
0.022975000000000002,0.028727500000000003,0.0254325
0.0227975,0.02857,0.025265
0.022809999999999997,0.028685000000000002,0.02531
0.0229275,0.0288425,0.0254575
0.0228625,0.028637500000000003,0.025412499999999998
0.022670000000000003,0.0282925,0.025317500000000003
0.02249,0.028135,0.025255
0.022332499999999998,0.0280025,0.025025
0.0222275,0.0278075,0.024667500000000002
0.02218,0.027692500000000002,0.02445
0.0221725,0.027645000000000003,0.024435
0.022212500000000003,0.027515,0.02443
0.0221125,0.027257499999999997,0.024175
0.0217825,0.02699,0.023780000000000003
0.021482499999999998,0.026840000000000003,0.0235525
0.0213275,0.026712499999999997,0.02345
0.021175000000000003,0.0265275,0.0233125
0.02103,0.026465000000000002,0.023267499999999997
0.020977499999999996,0.0265325,0.0233325
0.0209725,0.02648,0.0232975
0.02098,0.026355,0.0232225
0.021005,0.026305000000000002,0.02315
0.0209375,0.0262075,0.0229725
0.0207975,0.0260175,0.022824999999999998
0.0207775,0.0260025,0.022885000000000003
0.020817499999999996,0.0261125,0.02294
0.020745,0.02606,0.0228375
0.02071,0.025932500000000004,0.022770000000000002
0.0207375,0.0257925,0.022735000000000002
0.020595,0.0255725,0.02264
0.020295,0.02538,0.022435
0.020115,0.0253325,0.022207499999999998
0.02012,0.025385,0.0221275
0.0200475,0.0253175,0.022080000000000002
0.019757499999999997,0.0249675,0.0217725
0.0194525,0.0245375,0.021380000000000003
0.019375,0.0243525,0.021289999999999996
0.019445,0.0243975,0.021349999999999997
0.019410000000000004,0.024395,0.0212375
0.0192875,0.024300000000000002,0.0210575
0.019215000000000003,0.0241925,0.0209775
0.0190975,0.024035,0.0209125
0.0189275,0.0239225,0.0208075
0.01882,0.023905,0.0207075
0.018705,0.0237825,0.02057
0.0185525,0.023545,0.0203775
0.0183875,0.023337499999999997,0.020229999999999998
0.0182275,0.02314,0.020095
0.018045,0.022885,0.019855
0.0178875,0.0227,0.0196175
0.017849999999999998,0.0227,0.0195325
0.0178425,0.022762499999999998,0.019515
0.01774,0.022699999999999998,0.0194125
0.0175675,0.02251,0.019305000000000003
0.0174275,0.022282499999999997,0.0192075
0.0174,0.02215,0.0191075
0.0174275,0.0221425,0.019077500000000004
0.017335,0.02209,0.0189875
0.0170625,0.021825,0.01866
0.01673,0.0213875,0.0182125
0.0164575,0.0210225,0.0179075
0.016247499999999998,0.020807500000000003,0.0177925
0.01615,0.020725,0.017730000000000003
0.016237500000000002,0.02077,0.01768
0.01624,0.0207875,0.0176425
0.0161175,0.02076,0.017605
0.0161425,0.020795,0.01763
0.016235,0.0208225,0.0176725
0.0162,0.02076,0.017645
0.0160675,0.0205725,0.0174975
0.015870000000000002,0.0203075,0.0172975
0.015645,0.020165000000000002,0.0171375
0.015540000000000002,0.02016,0.017017499999999998
0.015592499999999999,0.02012,0.0169475
0.015575,0.020005000000000002,0.01688
0.0154725,0.019909999999999997,0.016800000000000002
0.015545,0.0199425,0.0168725
0.015754999999999998,0.0200425,0.017035
0.015754999999999998,0.0199975,0.01701
0.01548,0.0197825,0.0167975
0.015200000000000002,0.0195625,0.01661
0.015005,0.019422500000000002,0.0164575
0.014915,0.0193575,0.01633
0.014957499999999999,0.0193625,0.016362500000000002
0.0149575,0.019260000000000003,0.0163875
0.0148275,0.0189525,0.0162
0.0147125,0.018775,0.0160175
0.014635,0.018779999999999998,0.015940000000000003
0.014545,0.0187125,0.0158275
0.014565000000000002,0.0186325,0.0157625
0.01472,0.01865,0.015817499999999998
0.01477,0.018680000000000002,0.0158125
0.014615,0.01863,0.015665
0.014424999999999999,0.0185325,0.0155275
0.01432,0.0184525,0.0154725
0.0143,0.0184025,0.015412499999999999
0.01429,0.018342499999999998,0.015315000000000002
0.014195,0.018209999999999997,0.0152
0.014049999999999998,0.0180325,0.0150525
0.014009999999999998,0.017912499999999998,0.014960000000000001
0.0139875,0.0178725,0.014965000000000001
0.013829999999999999,0.0177525,0.014895
0.013685,0.017632500000000002,0.0147775
0.01363,0.0176275,0.0147375
0.0135575,0.0175975,0.0146575
0.013497499999999999,0.0175675,0.014562499999999999
0.0135,0.017565,0.014580000000000001
0.0134275,0.0174225,0.0145275
0.01321,0.017124999999999998,0.0143075
0.0130725,0.0168925,0.014114999999999999
0.013065,0.01679,0.014047500000000001
0.013065,0.0167725,0.014045000000000002
0.013017500000000001,0.0167575,0.013977499999999999
0.012845,0.016569999999999998,0.0137025
0.012642500000000001,0.01631,0.013434999999999999
0.012607499999999999,0.01623,0.0134325
0.01262,0.016255,0.01352
0.0125375,0.0161925,0.013407500000000001
0.012417500000000001,0.01607,0.0132175
0.01238,0.01598,0.013175000000000001
0.012385,0.015887500000000002,0.013210000000000001
0.012252500000000001,0.01574,0.013115
0.012082500000000001,0.015645,0.0129575
0.0121,0.015695,0.012945
0.012212500000000001,0.015737499999999998,0.01298
0.0121925,0.015622500000000001,0.0128775
0.0120325,0.015449999999999998,0.012725
0.011795,0.015295000000000001,0.012589999999999999
0.0116475,0.015212499999999999,0.0124825
0.0116375,0.015165,0.0124275
0.011605,0.015064999999999999,0.0123775
0.0115925,0.0150175,0.0123475
0.01164,0.0150325,0.0123425
0.011625,0.014947499999999999,0.01226
0.0115625,0.014780000000000001,0.0121375
0.011470000000000001,0.014635,0.012065000000000001
0.011389999999999999,0.014562499999999999,0.0120675
0.011367500000000001,0.0145375,0.01205
0.011265,0.01446,0.0119425
0.0111175,0.01438,0.011852499999999998
0.0110425,0.0142975,0.011807499999999999
0.010945,0.0141,0.011734999999999999
0.010815,0.0138875,0.011655
0.0107375,0.0137625,0.0115675
0.010674999999999999,0.01362,0.0114
0.010652499999999999,0.013495000000000002,0.011252499999999999
0.010722500000000001,0.0135275,0.0112125
0.010672500000000001,0.0135475,0.0111375
0.0105,0.013415,0.011027499999999999
0.010265,0.013195000000000002,0.010922500000000002
0.009899999999999999,0.012882500000000002,0.01071
0.00958,0.0125775,0.010485
0.00952,0.012315,0.010329999999999999
0.0095575,0.0121325,0.01018
0.0095125,0.0121175,0.0100225
0.00948,0.0122275,0.009955
0.009482500000000001,0.0122225,0.009935
0.00946,0.012012499999999999,0.009925
0.0094725,0.0119175,0.0100125
0.0094675,0.0119875,0.0100825
0.0093975,0.012032500000000002,0.0100275
0.009295,0.01201,0.0099475
0.0092075,0.011895,0.00986
0.00918,0.0117875,0.00974
0.0090875,0.0117075,0.0096175
0.0089175,0.011557499999999998,0.00958
0.0088925,0.011535,0.009665
0.008960000000000001,0.011595,0.009687499999999998
0.008844999999999999,0.01137,0.009455000000000002
0.0085725,0.01101,0.0091625
0.008372500000000001,0.01081,0.00902
0.00835,0.01071,0.0089225
0.00839,0.0106575,0.0087925
0.008217499999999999,0.010615,0.0086375
0.007865,0.0104575,0.0084975
0.0077375,0.0102875,0.0084875
0.007797500000000001,0.0102125,0.008515
0.0078225,0.01023,0.0085475
0.007965,0.010445,0.0087
0.008345,0.0108325,0.008995
0.00876,0.01112,0.009235
0.00883,0.0111225,0.00916
0.008494999999999999,0.010912499999999999,0.008855
0.008225,0.0106275,0.0086375
0.008255,0.0104325,0.00858
0.0082925,0.01047,0.00859
0.0081975,0.0105925,0.0086675
0.008192499999999998,0.01065,0.00881
