Created as New Dataset,Sample 352 By Analyst Date Tuesday, February 04 2025
cm-1,%T
4000.00,100.42
3999.00,100.42
3998.00,100.42
3997.00,100.42
3996.00,100.42
3995.00,100.42
3994.00,100.42
3993.00,100.41
3992.00,100.41
3991.00,100.41
3990.00,100.41
3989.00,100.41
3988.00,100.41
3987.00,100.41
3986.00,100.41
3985.00,100.41
3984.00,100.41
3983.00,100.41
3982.00,100.41
3981.00,100.41
3980.00,100.41
3979.00,100.41
3978.00,100.41
3977.00,100.41
3976.00,100.41
3975.00,100.41
3974.00,100.41
3973.00,100.41
3972.00,100.41
3971.00,100.41
3970.00,100.41
3969.00,100.41
3968.00,100.41
3967.00,100.41
3966.00,100.41
3965.00,100.41
3964.00,100.40
3963.00,100.40
3962.00,100.40
3961.00,100.40
3960.00,100.40
3959.00,100.40
3958.00,100.40
3957.00,100.40
3956.00,100.41
3955.00,100.41
3954.00,100.40
3953.00,100.40
3952.00,100.40
3951.00,100.39
3950.00,100.38
3949.00,100.37
3948.00,100.37
3947.00,100.36
3946.00,100.36
3945.00,100.36
3944.00,100.36
3943.00,100.37
3942.00,100.38
3941.00,100.38
3940.00,100.38
3939.00,100.38
3938.00,100.38
3937.00,100.39
3936.00,100.38
3935.00,100.37
3934.00,100.36
3933.00,100.35
3932.00,100.36
3931.00,100.36
3930.00,100.36
3929.00,100.36
3928.00,100.36
3927.00,100.37
3926.00,100.37
3925.00,100.38
3924.00,100.38
3923.00,100.37
3922.00,100.35
3921.00,100.34
3920.00,100.33
3919.00,100.33
3918.00,100.33
3917.00,100.34
3916.00,100.35
3915.00,100.36
3914.00,100.37
3913.00,100.38
3912.00,100.39
3911.00,100.40
3910.00,100.40
3909.00,100.40
3908.00,100.39
3907.00,100.37
3906.00,100.35
3905.00,100.33
3904.00,100.30
3903.00,100.26
3902.00,100.23
3901.00,100.22
3900.00,100.23
3899.00,100.26
3898.00,100.28
3897.00,100.30
3896.00,100.31
3895.00,100.33
3894.00,100.34
3893.00,100.35
3892.00,100.35
3891.00,100.36
3890.00,100.35
3889.00,100.33
3888.00,100.30
3887.00,100.27
3886.00,100.28
3885.00,100.30
3884.00,100.30
3883.00,100.29
3882.00,100.27
3881.00,100.28
3880.00,100.30
3879.00,100.32
3878.00,100.32
3877.00,100.30
3876.00,100.29
3875.00,100.31
3874.00,100.33
3873.00,100.33
3872.00,100.30
3871.00,100.27
3870.00,100.26
3869.00,100.28
3868.00,100.28
3867.00,100.26
3866.00,100.24
3865.00,100.26
3864.00,100.28
3863.00,100.29
3862.00,100.28
3861.00,100.28
3860.00,100.29
3859.00,100.31
3858.00,100.36
3857.00,100.40
3856.00,100.42
3855.00,100.40
3854.00,100.36
3853.00,100.32
3852.00,100.30
3851.00,100.28
3850.00,100.27
3849.00,100.27
3848.00,100.29
3847.00,100.30
3846.00,100.31
3845.00,100.31
3844.00,100.31
3843.00,100.31
3842.00,100.30
3841.00,100.29
3840.00,100.28
3839.00,100.27
3838.00,100.26
3837.00,100.26
3836.00,100.26
3835.00,100.26
3834.00,100.27
3833.00,100.27
3832.00,100.28
3831.00,100.30
3830.00,100.31
3829.00,100.31
3828.00,100.31
3827.00,100.31
3826.00,100.33
3825.00,100.33
3824.00,100.31
3823.00,100.28
3822.00,100.27
3821.00,100.28
3820.00,100.30
3819.00,100.29
3818.00,100.26
3817.00,100.25
3816.00,100.28
3815.00,100.32
3814.00,100.34
3813.00,100.34
3812.00,100.34
3811.00,100.35
3810.00,100.37
3809.00,100.36
3808.00,100.35
3807.00,100.34
3806.00,100.35
3805.00,100.33
3804.00,100.30
3803.00,100.28
3802.00,100.28
3801.00,100.31
3800.00,100.32
3799.00,100.30
3798.00,100.28
3797.00,100.28
3796.00,100.31
3795.00,100.33
3794.00,100.35
3793.00,100.35
3792.00,100.36
3791.00,100.37
3790.00,100.38
3789.00,100.39
3788.00,100.39
3787.00,100.38
3786.00,100.38
3785.00,100.38
3784.00,100.38
3783.00,100.37
3782.00,100.36
3781.00,100.34
3780.00,100.34
3779.00,100.35
3778.00,100.36
3777.00,100.36
3776.00,100.36
3775.00,100.36
3774.00,100.37
3773.00,100.37
3772.00,100.36
3771.00,100.35
3770.00,100.34
3769.00,100.33
3768.00,100.32
3767.00,100.30
3766.00,100.30
3765.00,100.31
3764.00,100.33
3763.00,100.32
3762.00,100.30
3761.00,100.30
3760.00,100.30
3759.00,100.31
3758.00,100.30
3757.00,100.30
3756.00,100.29
3755.00,100.28
3754.00,100.27
3753.00,100.26
3752.00,100.25
3751.00,100.23
3750.00,100.21
3749.00,100.20
3748.00,100.20
3747.00,100.19
3746.00,100.17
3745.00,100.18
3744.00,100.21
3743.00,100.22
3742.00,100.21
3741.00,100.18
3740.00,100.16
3739.00,100.15
3738.00,100.14
3737.00,100.14
3736.00,100.16
3735.00,100.18
3734.00,100.18
3733.00,100.18
3732.00,100.20
3731.00,100.22
3730.00,100.24
3729.00,100.24
3728.00,100.24
3727.00,100.25
3726.00,100.27
3725.00,100.27
3724.00,100.27
3723.00,100.27
3722.00,100.28
3721.00,100.29
3720.00,100.30
3719.00,100.30
3718.00,100.31
3717.00,100.31
3716.00,100.31
3715.00,100.30
3714.00,100.29
3713.00,100.27
3712.00,100.26
3711.00,100.26
3710.00,100.26
3709.00,100.26
3708.00,100.27
3707.00,100.29
3706.00,100.31
3705.00,100.32
3704.00,100.33
3703.00,100.34
3702.00,100.35
3701.00,100.36
3700.00,100.36
3699.00,100.35
3698.00,100.34
3697.00,100.35
3696.00,100.36
3695.00,100.36
3694.00,100.35
3693.00,100.34
3692.00,100.33
3691.00,100.33
3690.00,100.31
3689.00,100.30
3688.00,100.29
3687.00,100.29
3686.00,100.30
3685.00,100.30
3684.00,100.31
3683.00,100.32
3682.00,100.32
3681.00,100.32
3680.00,100.32
3679.00,100.32
3678.00,100.29
3677.00,100.24
3676.00,100.22
3675.00,100.23
3674.00,100.24
3673.00,100.21
3672.00,100.18
3671.00,100.18
3670.00,100.22
3669.00,100.26
3668.00,100.28
3667.00,100.28
3666.00,100.29
3665.00,100.31
3664.00,100.33
3663.00,100.35
3662.00,100.36
3661.00,100.37
3660.00,100.37
3659.00,100.36
3658.00,100.34
3657.00,100.33
3656.00,100.32
3655.00,100.32
3654.00,100.30
3653.00,100.26
3652.00,100.22
3651.00,100.19
3650.00,100.18
3649.00,100.16
3648.00,100.15
3647.00,100.16
3646.00,100.19
3645.00,100.22
3644.00,100.25
3643.00,100.28
3642.00,100.32
3641.00,100.34
3640.00,100.35
3639.00,100.35
3638.00,100.35
3637.00,100.35
3636.00,100.34
3635.00,100.33
3634.00,100.33
3633.00,100.33
3632.00,100.31
3631.00,100.27
3630.00,100.24
3629.00,100.24
3628.00,100.24
3627.00,100.24
3626.00,100.24
3625.00,100.25
3624.00,100.27
3623.00,100.30
3622.00,100.31
3621.00,100.32
3620.00,100.32
3619.00,100.30
3618.00,100.28
3617.00,100.25
3616.00,100.23
3615.00,100.21
3614.00,100.22
3613.00,100.22
3612.00,100.23
