Created as New Dataset,Sample 351 By Analyst Date Tuesday, February 04 2025
cm-1,%T
4000.00,100.36
3999.00,100.36
3998.00,100.36
3997.00,100.36
3996.00,100.36
3995.00,100.36
3994.00,100.36
3993.00,100.36
3992.00,100.36
3991.00,100.36
3990.00,100.36
3989.00,100.36
3988.00,100.36
3987.00,100.36
3986.00,100.36
3985.00,100.36
3984.00,100.36
3983.00,100.36
3982.00,100.36
3981.00,100.36
3980.00,100.36
3979.00,100.36
3978.00,100.36
3977.00,100.36
3976.00,100.36
3975.00,100.36
3974.00,100.36
3973.00,100.36
3972.00,100.36
3971.00,100.36
3970.00,100.36
3969.00,100.36
3968.00,100.36
3967.00,100.36
3966.00,100.35
3965.00,100.35
3964.00,100.35
3963.00,100.35
3962.00,100.35
3961.00,100.35
3960.00,100.35
3959.00,100.35
3958.00,100.35
3957.00,100.35
3956.00,100.35
3955.00,100.35
3954.00,100.35
3953.00,100.35
3952.00,100.35
3951.00,100.34
3950.00,100.33
3949.00,100.33
3948.00,100.32
3947.00,100.32
3946.00,100.31
3945.00,100.31
3944.00,100.31
3943.00,100.32
3942.00,100.33
3941.00,100.33
3940.00,100.33
3939.00,100.33
3938.00,100.34
3937.00,100.34
3936.00,100.33
3935.00,100.32
3934.00,100.31
3933.00,100.31
3932.00,100.31
3931.00,100.32
3930.00,100.32
3929.00,100.32
3928.00,100.32
3927.00,100.32
3926.00,100.33
3925.00,100.33
3924.00,100.33
3923.00,100.32
3922.00,100.31
3921.00,100.29
3920.00,100.29
3919.00,100.29
3918.00,100.29
3917.00,100.30
3916.00,100.31
3915.00,100.32
3914.00,100.33
3913.00,100.33
3912.00,100.34
3911.00,100.35
3910.00,100.35
3909.00,100.35
3908.00,100.34
3907.00,100.33
3906.00,100.31
3905.00,100.28
3904.00,100.26
3903.00,100.23
3902.00,100.20
3901.00,100.19
3900.00,100.21
3899.00,100.23
3898.00,100.25
3897.00,100.27
3896.00,100.28
3895.00,100.29
3894.00,100.30
3893.00,100.30
3892.00,100.31
3891.00,100.31
3890.00,100.31
3889.00,100.29
3888.00,100.26
3887.00,100.24
3886.00,100.25
3885.00,100.27
3884.00,100.27
3883.00,100.25
3882.00,100.24
3881.00,100.25
3880.00,100.27
3879.00,100.28
3878.00,100.28
3877.00,100.26
3876.00,100.26
3875.00,100.27
3874.00,100.29
3873.00,100.29
3872.00,100.26
3871.00,100.23
3870.00,100.23
3869.00,100.24
3868.00,100.25
3867.00,100.23
3866.00,100.21
3865.00,100.22
3864.00,100.24
3863.00,100.25
3862.00,100.25
3861.00,100.25
3860.00,100.25
3859.00,100.28
3858.00,100.31
3857.00,100.35
3856.00,100.37
3855.00,100.35
3854.00,100.32
3853.00,100.29
3852.00,100.27
3851.00,100.25
3850.00,100.24
3849.00,100.24
3848.00,100.25
3847.00,100.26
3846.00,100.27
3845.00,100.27
3844.00,100.27
3843.00,100.27
3842.00,100.27
3841.00,100.26
3840.00,100.25
3839.00,100.24
3838.00,100.24
3837.00,100.23
3836.00,100.23
3835.00,100.24
3834.00,100.24
3833.00,100.24
3832.00,100.25
3831.00,100.26
3830.00,100.27
3829.00,100.27
3828.00,100.27
3827.00,100.27
3826.00,100.28
3825.00,100.29
3824.00,100.27
3823.00,100.24
3822.00,100.23
3821.00,100.25
3820.00,100.26
3819.00,100.25
3818.00,100.23
3817.00,100.22
3816.00,100.24
3815.00,100.28
3814.00,100.30
3813.00,100.30
3812.00,100.30
3811.00,100.31
3810.00,100.32
3809.00,100.31
3808.00,100.30
3807.00,100.30
3806.00,100.30
3805.00,100.29
3804.00,100.27
3803.00,100.25
3802.00,100.25
3801.00,100.28
3800.00,100.28
3799.00,100.26
3798.00,100.24
3797.00,100.24
3796.00,100.27
3795.00,100.29
3794.00,100.30
3793.00,100.30
3792.00,100.31
3791.00,100.33
3790.00,100.34
